x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,target,iteration
7.857203028720033,-3.3604038939764553,6.424582461156636,-9.166067485495002,-7.846866401280641,1.9010412841248048,0.5963472438564317,-1.6238514288669137,-3.2918430145334154,2.4503886439218032,726.602,1
-1.2371714778225176,4.717642126973804,0.3607282399853755,1.5771720045231419,2.907101917911877,9.804485427468329,6.397163938436826,-1.7359813036763843,7.525353104132549,6.475188651410427,718.449,2
-8.910509843552907,4.372744731283886,6.043411248489509,4.728132876228779,4.182635015623346,0.8187370860505627,-7.5035165123878045,9.152945909393367,-1.9348740253016032,-5.660976793528798,692.643,3
4.345516929066388,9.884148768438752,-4.887718887983299,3.4261886387856073,1.9801182627823302,4.346642911110262,8.746990692898091,-2.96380462920596,-4.92731805057208,-1.9505498192645394,700.667,4
4.930214343699699,4.481411348233767,-1.8778440788322133,9.787596965600049,-0.9900143850966803,-2.5238313179929417,4.192572123384043,-8.35082893376583,-2.0325416237743354,5.417619326157595,714.061,5
4.665721912735618,2.3669856627918264,0.9613088644671635,6.120228971190169,-9.451445521685072,3.3713991444885583,1.9972839491666043,-5.149354925959633,5.8295418873844245,9.565106181950604,697.716,6
0.396133948670359,4.811673359274645,4.524012859719049,4.204642064104258,-6.47816618351796,-2.97388952557111,5.438636114804909,-1.0875922517690189,1.6431592748304062,-9.973072798470026,720.307,7
4.95415958708206,-4.115244276380183,-8.150085676438788,-6.722867028557252,-1.4260958401652282,-5.4258686982316195,2.3693257902936526,9.874614542891717,-5.47072349866879,-6.993577640052364,655.681,8
-2.5908576537988592,-2.48913752551217,-0.4094850336131053,0.4017311484000725,-5.345884662733276,-6.030587868972768,-1.937778736500043,4.087069340109604,8.739246800502464,-7.860933649018335,701.497,9
-7.973416614310707,-8.766419272495607,-1.1957432266550825,1.4286563241771333,5.559152198256465,1.029357847496712,1.9714069592164396,-4.417446058974441,1.206520176428807,4.067632613562102,764.369,10
8.273512673630911,-6.269951019593036,4.946770630095386,1.915313829193881,3.133121307303311,-9.339512571878979,-2.3604778884355815,4.048951671177148,-2.578981021631064,-0.3991110027443323,691.417,11
-3.029191355985292,-0.984404003556465,-5.389823981133541,6.188968383809147,4.460149967315786,-2.7930533617643105,8.96265904194943,8.799403635162754,-0.11692936872273663,-7.762571902262014,687.422,12
0.7393471236223075,8.24527545450724,8.882579354117407,7.223983872606112,5.1050130550434485,9.86961357614286,-3.506591361215012,-9.51795488023037,9.924769811582657,6.441672244569766,585.247,13
-8.473768797684526,-9.972641001881176,-1.1246550335657837,4.334407096940696,5.897994946207737,2.8282590048112173,2.11524797502026,-3.02931839010877,-2.16239622266057,8.444805456687366,678.372,14
