x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,target,iteration
7.4685880558363245,9.37081325641864,7.383890804278398,0.617113831111979,-5.345433440454186,-9.772023914451403,-1.3906236341501899,-1.952972799252704,0.4534934270513915,-0.4321640839519514,658.972,1
1.1071294764466089,0.8677203508508065,5.2179115120585795,4.247491481641825,2.3936419220687917,-1.4781645904761564,-4.218499439638245,9.477104824008926,-3.324519089786593,-5.623978783603441,729.967,2
-8.683832244255772,9.657410931068675,-7.442885741499364,-3.557384135916413,-8.581143104996025,-5.504601220639092,-2.1273017011279016,7.922900097612704,-3.0907677600426586,9.694988745705427,660.722,3
-9.425359020734092,-2.966305274597598,-2.38082221592294,5.283202627319202,8.776078266215436,-3.6062040706594463,-1.3504813441916834,-4.597085168170693,6.021117726527891,2.764776122462427,678.852,4
-8.626197330836856,2.072889527382225,5.911491168579532,-9.359836871484063,-0.8910435578813392,5.803450826765712,9.771930362274585,1.6792908700193347,-9.221754047153564,-1.0715418496419478,627.447,5
0.6553137276829588,-3.2354086999438643,5.548135829932644,4.529454880357333,5.411955785124544,-2.0556995432127234,-7.87764328036344,7.181497821179292,-1.8987151285974146,-4.360008188072304,738.813,6
8.169005335582515,-3.5998936253059064,4.89549240068051,10.0,9.925141253513733,2.413626500363884,-10.0,10.0,-5.668091305019616,-10.0,506.839,7
-2.206505934577281,-1.170342720825827,5.2810285427383405,2.55470394659733,2.5276734519131647,-3.535574252297798,-5.220463436205848,6.786438086327242,-0.8186397763227498,-2.623090935615703,752.544,8
-2.439911507711086,-3.7693140762407684,9.980351823110333,0.22541307958288367,-0.13770005653368803,-4.6891983403917115,-9.747175015467036,10.0,-2.526522451111859,-4.685401429793002,605.422,9
-0.2855187035484789,-0.3218521493728291,2.5878059874716848,5.012995604512252,5.4845266826357735,-1.8094249552430162,-3.547808787219438,5.430978979031435,-0.6912550845140865,-2.5557230092608236,758.957,10
-2.130505739317341,-0.4576404123085125,2.9027902316528404,7.703748196329841,4.925737932307141,-5.358570942106117,-5.0180303205734305,9.969198071709384,3.0255494847792277,-1.6753270884492166,707.176,11
-1.1172001895319297,-0.7174768551181184,-0.9471844532632926,-0.41880502942851167,4.512759838189931,-2.510304753086319,-6.268166223511953,4.473577500006757,-0.5601992938325535,-5.424820623001578,748.333,12
0.9958100883555291,-1.105984891085489,3.0703779479814375,-0.6513909441929857,4.686279777895079,2.330689668231543,-5.784060339018325,5.161039650688597,0.8678735436988163,1.707924822138099,760.87,13
1.049997176498653,-3.4025511039883902,2.355437276441334,-1.0804542025849166,8.069383091787907,-4.567144751791551,-3.1135700336191534,4.607922333083446,-4.473027001115991,2.250904164677369,775.938,14
1.6549651574230317,-3.622905838208076,6.251366542910563,-2.863475147242349,9.989634866078472,-2.9212768065637422,-0.19076833257564024,3.565990578226186,2.313390592919294,-2.2682694410713045,712.643,15
-2.8096808460715628,1.3993290592093346,2.3325623209520496,1.8098310556292538,7.323433588891686,-1.4667375741044577,-8.406586498319243,2.294641532046665,-6.664267549976709,3.2475241306073372,744.509,16
1.1719169585370626,-7.263315710300732,-0.9363338901946189,2.8299400001529675,1.2318609501022053,-1.400088548142257,-3.811503804806241,3.143267283164715,-4.576383125646932,2.922125695264575,768.99,17
6.297213777946801,-2.989213513964952,-2.9814972951515006,-2.5380630472238668,8.372753965509997,-0.30083766118086785,0.5180870029310292,7.58466056179045,-3.9132349346175737,6.727408904454265,745.822,18
