iteration,x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,target,hypotheses
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.945,Central Exploration Point
2,-10.0,10.0,-5.0,15.0,-20.0,0.0,-15.0,5.0,-10.0,10.0,-10.0,5.0,-10.0,10.0,5.0,4.4,Mixed Value Exploration
3,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,1.995,Extreme Negative Values
4,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,2.312,Extreme Positive Values
5,-28.0,18.0,-5.0,15.0,0.0,-20.0,10.0,-10.0,5.0,-15.0,20.0,-25.0,8.0,17.0,-30.0,2.575,High Variability Search
6,-26.86072838380853,-3.7210816308678787,-16.081517862672783,-3.2984467151030223,2.716631611192021,11.731293562685359,-16.44848861737473,-2.5735254298522356,-20.116793643719028,8.895893808332602,-20.319819924722445,-7.240585554321061,-22.4395922599001,14.036033396370804,-12.71431636043378,1.276,None
7,0.394364833966808,-29.410706961917928,-14.28231959536079,-23.3635479738032,18.665190064373924,3.212317172894082,18.822717151114823,-17.24276539613538,-18.676451503773407,9.494316272338025,-1.1045843657092504,-16.248743014404113,-4.873048807717357,4.355421496406571,15.371639467046741,0.917,None
8,10.440479775889862,-17.54448366700931,-1.586986383649716,-2.870658887008794,6.737491481549881,2.1529265027341182,-4.752903253599584,8.753934162391133,15.096847098567594,-8.745241447321064,3.8645468855934197,-10.37591672756335,-10.655859355392213,-19.848014535587453,-10.889720085612737,2.714,None
9,11.948630999278215,-18.570203953999602,-16.401190308212342,-21.628727539966967,-20.09684047738855,-28.096209878758422,-19.238919397797794,19.47686827310767,-13.776081604497548,-5.921618085528124,-22.72896951207827,0.9300014236697329,2.187476261219203,-10.281797792524834,9.899863127542005,1.103,None
10,9.25146465181065,5.974127306447542,-20.022929670948244,-11.350135929499345,-22.540692489981613,-2.6569062812410564,14.093145461496086,8.349080107141717,18.66080512654127,10.792778900613335,15.377702362122278,-26.30894240988764,14.384018560019477,16.4463238234012,10.964801461033232,1.079,None
11,9.956593465739104,-22.682448637382763,-17.312683190545386,-19.846243111787693,-13.766687261295136,-16.446993038012955,-19.569924875342426,-3.121681623854112,6.950100539301303,15.091658303700534,-0.917683443679369,-0.4726991954241768,6.311363843185106,-21.589822470416898,-26.241276393871605,1.132,None
12,-29.627376097522756,-10.966201586170154,-28.619632445229104,-3.494108002901747,9.060668564138254,-4.138273748613937,9.856848449273514,-1.9589316017471,9.22347138151163,-3.9474320544651995,12.576641141102563,-21.798271598885407,13.455200059323381,14.139298038635573,18.477396568941664,1.239,None
13,-10.106336093122426,7.70313333920938,-3.5452220885225607,-14.68713717486907,-27.591512711370022,-1.9761449413243781,-7.310020599488578,12.81827084815066,16.871131644308505,19.48305832137335,15.990806140527077,11.260574919687912,-4.7486516245180255,14.613291659851434,14.667770740238971,1.402,None
14,-3.660890581696137,-8.28981338059754,-9.759505152085268,6.834936876664187,4.240164671794638,-6.6765560060140245,1.5140025003135413,9.215377518603049,-4.500136230183799,-10.781950603329811,8.09265907673069,6.683098112736722,-5.989059197863806,-6.143523817377567,-7.310379606478435,5.068,None
15,7.753729556600149,-6.933778351239223,5.303826875981933,14.60965434700725,-8.43303190009555,9.756103141915624,5.772150838388939,-4.224591612400776,1.88824573377914,3.9056580075840586,14.14977476960864,4.273026260762151,-2.411713271915225,0.7456675445229131,5.425247378997341,4.672,None
16,-2.853337951931209,8.267432742682345,4.382471283550295,-6.553714631182256,16.732911263363576,9.004021100267565,-0.8222872835463484,-13.314292983367626,-1.868441807936346,-1.084947667316289,-6.424820410884276,6.291560403594417,1.8761371646864582,0.5287615287659975,6.246291317781711,4.837,None
