iteration,x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,target,hypotheses
1,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,2.941,Maximizing Positive Values
2,-15.0,-10.0,-5.0,0.0,-3.0,-7.0,-8.0,-12.0,-14.0,-5.0,-18.0,-20.0,-15.0,-16.0,-4.0,3.867,Negative Centered Exploration
3,-10.0,5.0,-5.0,10.0,0.0,-15.0,20.0,0.0,-10.0,2.0,-1.0,3.0,14.0,-20.0,-8.0,4.402,Dimensional Variegation
4,-30.0,20.0,-30.0,20.0,-30.0,20.0,-30.0,20.0,-30.0,20.0,-30.0,20.0,-30.0,20.0,-30.0,2.06,Focusing on Extremes
5,0.0,0.0,0.0,0.0,0.0,-10.0,10.0,-5.0,5.0,-1.0,1.0,-2.0,2.0,-3.0,3.0,10.4,Balanced Mix
6,-18.998782993442916,10.185868169012132,8.015349056423432,-10.860976597689355,-24.592412201757412,-19.654922318109,-15.50191199050804,-27.26707733605387,2.3374377841121188,-3.0987925469847184,14.481094578002995,-12.469908611172738,-25.264691997176904,-14.729610264052162,-16.287542306359754,0.851,None
7,5.716915743937847,-0.4892605237796275,-2.8305468035988604,0.5566967246777388,-4.738725650581422,-18.650912621035836,15.51983611163076,0.32476398278554086,8.651612840252106,-3.087707319659856,-7.712261624428702,-2.722560908665635,-12.221270681049862,15.381622742378319,5.598490887545751,3.222,None
8,-16.848909928538504,-1.151321673184409,-3.1724936221094353,15.33333013833527,-12.631182713735384,13.686143490481513,-17.19673957456621,-10.726908045588331,-6.541844062834702,-8.52970189589034,17.4093043598456,-14.201325517911684,-24.22184813805557,-15.483882983034064,-27.15791576658693,1.027,None
9,-7.073912539532017,14.233654869437238,-10.486007880177507,-20.70028715692402,-21.243928777768524,13.857666828751356,-29.977986053751987,9.933774503788278,-2.2515343795916642,17.528554726339067,12.254779805483317,16.605048994543125,-15.631921701420593,-11.325042775441354,-15.192781561321246,1.044,None
10,-1.134127343621838,-29.345454697946593,-1.7958386748015833,-10.212049407580743,-6.934174376644592,7.03628474385733,-12.169590839258642,-3.1322476177699237,-18.581277392414613,2.649003673776619,-21.785183396091075,8.78401636770242,-2.449576039146219,-2.9652517141152543,-29.769957919600266,1.597,None
11,-11.992270904255289,-22.275515670392473,-1.0463784988050229,16.366454920726305,-6.636021527636277,-17.14533448554726,-7.650343114228125,-6.354309579853631,-16.153222459401128,-2.203723384907814,-21.74490678066553,-20.046038159604457,-16.327313626229124,-13.015403355059863,-8.013871989073238,1.654,None
12,-1.3827830032319142,0.5463397937921495,-0.4275295135355204,0.8984957451661998,0.38663937890207667,-10.006505952722971,10.744366479476954,-4.831933770903669,3.213897735432941,-0.6375666344650966,1.1015254820602018,-1.5945336805170327,4.0075684147466255,-5.806479128265046,1.9083863698156436,8.326,None
13,-0.7400990358333637,3.990395075829902,8.44277586570957,-7.143995462580268,-0.6292761891586345,-26.432789686661092,1.5312106302974442,9.421032788896369,1.2212208676272986,-3.536443102799222,11.281553185646658,-4.804256202745421,-2.8213992807944734,-10.049938154508293,2.574947396470918,3.367,None
14,-7.0652386557228795,2.145946876968459,-4.890024416741035,3.6896052421142045,-3.348318462540174,6.4505162295982075,10.436519649627627,-6.6560215791046105,17.67131982831141,7.908881184350527,6.20757081709867,-7.156921284437519,5.260784361465298,-8.274681971980662,14.371444207090526,3.881,None
15,-1.0510665522214424,-3.049115383762075,-8.962507882909033,9.120792750290171,-6.1302504530982524,-0.36036062286019543,4.251076635542184,8.773477757745397,4.782288669407315,4.384058489420433,-2.3432376633382397,2.157216021040554,-5.396808224518079,-7.160523222582146,12.115175720804373,6.238,None
16,4.263547977463723,13.558421469948549,8.297362942253201,1.466058204450846,-5.446040011588668,-17.175329712896833,17.759014454708826,3.08371500793276,14.870084214593689,-7.084553377672865,11.169442383931973,3.528133975258733,11.215619235488923,1.8178223229855988,10.048243213178445,2.88,None
17,3.0836447173707597,10.274486569596327,2.666748020724384,8.72220889000868,-0.7786652193970589,0.056813021940353536,14.908860331731518,-15.411343911886807,-2.9269232284989037,-2.775138974625282,-2.428460513414745,9.016402188304134,1.6830559009884603,0.8745721737784855,7.142239439643518,5.038,None
18,-2.551251189984196,-2.6866234770873803,-9.055842145864414,6.020650513270056,-16.76543731777521,8.15407038585235,11.123177068519283,-7.508649481857184,3.9475233344034706,0.8995862956413951,-6.379489865623974,9.76586150120113,-7.092726654087674,-14.418877403810638,2.6245983701209212,3.994,None
19,2.245920843560917,-2.7442382041127225,-12.326073303882737,-1.8685071416734047,-10.212488142979758,-10.852776449467466,-9.495540020960892,0.20578745472607451,4.386175662425217,-1.0323817453114614,-5.768622343953474,16.155293856864525,-0.27283243251447686,-1.1555110607780534,14.801563865063095,4.225,None
20,-4.6068743801138865,0.08702543744374935,3.124767708649941,5.251525220033621,-5.720346569849333,-23.611747793950123,17.682171069214206,-1.3609545237855762,12.821349208667321,7.385185188862344,-5.871627546187032,-2.9215179999529113,-7.894363664700801,-9.447331605199583,-11.384673568008232,2.865,None
21,5.796848200525233,2.134194919519885,4.728741146739338,-2.999755338862709,-9.392442966126392,-20.567184741315586,18.63110917152882,8.750726138672611,0.7459451444056455,0.3099911923272529,-0.6349704245226349,-14.66232130463528,-6.491650033465202,-7.068322390122123,11.591558746511062,2.848,None
22,2.1936009950308915,-12.544288633061214,-0.8259642405658525,8.187646341622205,-3.196148387453409,2.0764383192466553,2.778247818718839,2.745408342594331,1.9091830996713135,-8.146641775772345,-7.137641263608707,-7.403013299770773,10.407536827411391,2.77165825415954,16.420278801105972,4.871,None
23,10.88648882598686,-11.261179757230213,-0.4488506283923961,1.18854136733243,-13.536194933794398,-5.354926987533293,-0.6524116129577315,-0.5152949612839812,-3.9995490441486936,2.8595671359855217,-7.680008568132351,13.108678935608381,-3.6371655733898614,-2.0297490833720246,2.82889690637478,5.12,None
24,0.019751653270095204,-6.792177131687922,15.425288706497255,-16.026858032619167,2.1835467054650906,-8.472657041065226,8.203476473655954,4.06164304107422,14.67527896137264,8.016762988406484,3.130956542620524,-7.034504041402656,-0.3600813920609873,1.52414954874952,-2.0649265654353073,4.249,None
25,-13.003237562108996,-5.1020517147082955,10.40562522252376,0.22913128127376226,10.435293913315626,-1.5250656314810591,0.13121516869460947,5.296209407320205,7.1279757006329945,0.0498367690652195,4.6891984808295035,-6.850992928685368,-5.407503068985836,-11.302422680646146,5.200641374846576,5.146,None
26,1.8115515558753934,-4.372727544097195,-2.165689831368436,2.8246832072442345,11.235069427243722,-14.400855170881767,13.86777742733048,-3.251638083485954,15.366245376407392,10.095581544326983,11.570647064508478,6.1107568573677895,-0.6851468866211476,5.442130618483908,-5.491138943433366,3.614,None
27,2.8430556223487002,-6.161353841759144,-19.349405127221193,10.153391721111873,-2.807042202467077,0.4468048584999771,8.334701492651895,12.85375089460549,-2.583352268659489,-2.9602703294830803,1.0113251029829797,-8.388991006330507,-2.2674220138515437,-15.583786312179688,18.332779652418836,3.014,None
28,-15.557642975138625,4.362026185345293,2.5998161742134585,-5.708316380456601,3.911170298065066,0.12473332453435404,7.405762887313649,4.022002029356344,1.862504527694611,-6.87701597484547,-7.658364400375774,-5.860139236235131,-13.409347432384664,-5.107412869805572,-0.5646928583620721,5.121,None
29,1.9229279879014243,1.5178055607596157,-7.079972069340375,-4.738951595564668,-16.760606415387077,0.9596220892282012,8.726510405256903,10.432054029841844,-5.453029250097291,-3.793082939996822,-1.9117931280636107,-0.7023749253336327,-2.8115823826631186,1.0392457620897453,1.6530352300014428,5.932,None
30,-2.734447450613793,-13.339060426587736,-9.509656637866392,-6.7177678311416535,-9.13065690981244,14.211496053582081,5.652698136017321,15.389314489137497,-5.25758793776728,-10.615096885672905,1.6969277353675913,-3.1211577451587864,3.3496906327012823,-3.894663487182534,0.7784848245117644,3.824,None
