iteration,tilt,azimuth,system_capacity,dc_ac_ratio,target,hypothesis
1,35.96651177097638,227.0430752848675,18.375298434385094,1.40493717257125,2.12,High-Yield Solar Panel Angle
2,41.09830823158016,209.36712044168965,12.488127988844454,1.1056104203162036,2.35,Efficient Solar Energy Capture
3,30.790783156838014,213.9443484091047,15.351452698669169,1.3040395089113122,2.16,Balanced Solar Panel Setup
4,30.658986696234237,191.62030325228255,10.29287757430833,1.2033662611663587,2.16,Optimal Solar Panel Configuration
5,49.393215353459226,257.468171894071,12.452504145361234,1.2724415914984484,1.39,Global
6,35.33442745694429,195.98666863098836,10.27771163627564,1.0812139479470997,2.28,Efficient Solar Energy Capture
7,29.787750261968167,177.3576972749843,10.39859429600898,1.178382702694808,2.18,Optimal Solar Panel Configuration
8,67.72553943568485,189.1184776026229,12.857807049671944,1.0,2.84,Global
9,89.39377747060638,164.5213128515861,1.0,1.0,1.86,Global
10,77.7767506109813,204.98642157841348,20.0,1.0,3.05,Global
11,90.0,212.995874721549,1.0,1.5,1.6,Global
12,64.05274697829232,203.13510544741555,20.0,1.5,2.72,Global
13,82.45344283241498,191.61874403124216,20.0,1.0,3.21,Global
14,2.233022782450307,6.568649598609446,10.222732054459353,1.2586406394816692,1.08,Global
15,0.0,360.0,1.0,1.0,0.95,Global
16,0.0,113.82479476764466,20.0,1.0,1.57,Global
17,90.0,56.9534484420083,20.0,1.5,0.2,Global
18,90.0,360.0,20.0,1.5,0.03,Global
19,34.586437327867664,202.9325061638461,14.378265954568649,1.310971685691693,2.3,Balanced Solar Panel Setup
20,26.28741463792441,186.1461719794666,19.566179352713146,1.4348150342811077,2.37,High-Yield Solar Panel Angle
21,61.75976429469698,161.87126444838606,20.0,1.0,3.26,Global
22,55.27399679248237,134.33293031507662,20.0,1.0,2.67,Global
23,75.00422002434821,171.17191721440344,20.0,1.0,3.32,Global
24,78.76105848922512,148.62523716806092,20.0,1.0,2.9,Global
25,63.049413904696976,175.61489644442742,20.0,1.0,3.37,Global
26,0.0,279.202344463085,20.0,1.0,1.57,Global
27,70.92077918899992,179.0020726837583,20.0,1.5,2.9,Global
28,51.28800779129996,106.04988697035358,1.0,1.0,1.15,Global
29,57.23800059673567,169.58130210456144,2.3395592630165463,1.0,2.09,Global
30,90.0,0.0,1.0,1.0,0.02,Global
31,32.315929232632264,195.41191490550685,8.859873354929558,1.168305031346363,2.11,Optimal Solar Panel Configuration
32,39.67072115935762,176.90195274241378,13.980143223679873,1.0681826721085435,2.65,Efficient Solar Energy Capture
33,90.0,291.8612032438436,1.0,1.0,0.28,Global
34,90.0,168.28224235879182,20.0,1.0,3.09,Global
35,0.0,63.52946927859486,1.0,1.5,0.95,Global
36,0.0,237.1173790275363,1.0,1.0,0.95,Global
37,0.0,155.76823180132027,20.0,1.0,1.57,Global
38,26.293141836111865,185.82738168345972,18.3151218279345,1.4035389394880848,2.33,High-Yield Solar Panel Angle
39,23.96918590401215,213.8053433656056,14.119489320886984,1.2861163537658615,1.99,Balanced Solar Panel Setup
40,90.0,199.55899009042463,20.0,1.0,2.97,Global
41,90.0,119.10370139549914,20.0,1.0,1.86,Global
42,52.34115535378958,182.2593709773956,20.0,1.0,3.3,Global
43,26.82819921461838,316.8115960871583,20.0,1.5,0.48,Global
44,54.09746689542351,171.3537279046338,20.0,1.0,3.3,Global
45,36.86974140094319,171.19275422603465,13.527204001590096,1.2608775981124183,2.43,Balanced Solar Panel Setup
46,26.187510088816712,191.7326984258324,20.0,1.4550002499999999,2.35,High-Yield Solar Panel Angle
47,75.01876230143199,162.10041870292028,20.0,1.0,3.22,Global
48,90.0,182.42973064870617,20.0,1.0,3.15,Global
49,65.26520383071541,168.67310677549963,20.0,1.0,3.34,Global
50,90.0,240.77657360925724,20.0,1.0,1.85,Global
51,35.1079592505319,141.47447968925073,20.0,1.0,2.64,Global
52,33.05875806209756,188.06367114580644,20.0,1.4550002499999999,2.54,High-Yield Solar Panel Angle
53,38.861719846159325,187.50751331079934,20.0,1.4550002499999999,2.66,High-Yield Solar Panel Angle
54,52.040093659844494,150.43888293312418,20.0,1.0,3.02,Global
55,57.44459827663257,177.14418509024483,20.0,1.0,3.35,Global
56,41.920893819030255,0.0,20.0,1.5,0.0,Global
57,21.048298457308228,133.6569311944691,1.0,1.0,1.35,Global
58,81.7733831310305,169.9571697092921,20.0,1.0,3.24,Global
59,44.81660750970063,179.50934682045926,20.0,1.4550002499999999,2.78,High-Yield Solar Panel Angle
60,41.2506043444085,170.39982,20.0,1.4550002499999999,2.7,High-Yield Solar Panel Angle
61,54.018137799986874,188.19450448180845,12.568745406324304,1.0,2.78,Global
62,45.013330589058,360.0,1.0,1.0,0.0,Global
63,86.36797193124814,190.6547069005965,9.161803992814525,1.0,2.44,Global
64,37.12093712317201,68.07537133465571,20.0,1.0,0.92,Global
65,90.0,134.00807077741388,1.0,1.0,1.39,Global
66,44.900045,174.84766202947495,15.9099905,1.34499975,2.64,High-Yield Solar Panel Angle
67,25.099955,249.60018,15.9099905,1.4550002499999999,1.56,High-Yield Solar Panel Angle
68,58.376887094911176,188.2731826268371,20.0,1.0,3.33,Global
69,0.0,197.3527922948706,20.0,1.0,1.57,Global
70,60.04970967451345,228.54147744831076,1.0,1.0,1.56,Global
71,90.0,152.88639757783545,20.0,1.0,2.82,Global
72,53.36116460146228,162.49280667374717,20.0,1.0,3.22,Global
73,44.900045,202.38725695168804,20.0,1.4550002499999999,2.64,High-Yield Solar Panel Angle
74,24.011651562414727,166.4639325451237,9.920382358392313,1.1744471135245265,1.99,Optimal Solar Panel Configuration
75,59.69722532664081,170.5040758013499,20.0,1.0,3.34,Global
76,0.0,304.1571789704815,1.0,1.0,0.95,Global
77,64.63909965923743,148.1633028720366,20.0,1.0,3.0,Global
78,58.33911076601998,183.14088091321247,20.0,1.0,3.35,Global
79,75.16671199188114,196.5600494385441,20.0,1.0,3.23,Global
80,44.900045,186.62804591839063,20.0,1.34499975,2.84,High-Yield Solar Panel Angle
81,44.900045,192.36712420273656,20.0,1.4550002499999999,2.74,High-Yield Solar Panel Angle
82,71.78889075839726,167.73105160500296,20.0,1.0,3.31,Global
83,55.270806655254724,185.73074286510055,20.0,1.0,3.32,Global
84,64.22482606061224,172.58557546092425,20.0,1.0,3.36,Global
85,64.47472330193874,191.49280952505038,20.0,1.0,3.32,Global
86,90.0,92.8516486880124,1.0,1.0,0.68,Global
87,25.099955,170.39982,20.0,1.34499975,2.4,High-Yield Solar Panel Angle
88,44.900045,186.7858099885624,15.9099905,1.34499975,2.64,High-Yield Solar Panel Angle
89,35.07962200487285,118.18197737562731,20.0,1.0,2.18,Global
90,60.901391220105005,174.57428593571709,20.0,1.0,3.36,Global
91,81.66297343292113,198.00244428182438,20.0,1.0,3.13,Global
