iteration,tilt,azimuth,system_capacity,dc_ac_ratio,target,hypothesis
1,33.27185659737529,128.79986237085572,15.283077067495721,1.1902983265539377,2.02,Enhanced Energy Harvesting Setup
2,38.38706577351969,152.2131935016949,16.264205325901813,1.4604724263138775,2.34,Optimal Solar Harvesting Configuration
3,23.55987953773628,147.33319019795368,18.02976906251289,1.3919152667384809,2.1,Maximized Solar Panel Efficiency
4,28.84790247809726,145.86651802505165,19.144354429763087,1.293532206923024,2.3,Optimized Solar Panel Configuration
5,39.23954119278034,9.333443458040879,11.443587079695474,1.2176611963091384,0.0,Global
6,32.684215919274536,237.7022399950106,17.95408293031177,1.4473676694216664,1.88,Optimal Solar Harvesting Configuration
7,25.636768132750568,205.1712278820849,17.98214368080386,1.426095246569077,2.19,Maximized Solar Panel Efficiency
8,88.76981376589158,190.20387916692488,20.0,1.0,3.12,Global
9,90.0,219.59381595139814,1.0,1.0,1.5,Global
10,90.0,163.42332900178312,20.0,1.0,3.03,Global
11,67.26499713904971,180.81311571229853,20.0,1.0,3.38,Global
12,0.0,360.0,1.0,1.0,0.95,Global
13,90.0,360.0,20.0,1.5,0.03,Global
14,90.0,100.94352123446457,20.0,1.0,1.35,Global
15,79.13922362234324,176.41965415221568,1.0,1.0,2.01,Global
16,62.49939431558155,200.37998934797344,20.0,1.5,2.76,Global
17,29.261812922341573,194.49453515967224,19.926438673329482,1.2796082779913638,2.53,Optimized Solar Panel Configuration
18,31.767631481637004,166.44932253172422,14.645264765381757,1.1420679113029544,2.43,Enhanced Energy Harvesting Setup
19,0.0,282.702276010105,20.0,1.0,1.57,Global
20,69.44683510018746,167.22364727484134,20.0,1.0,3.32,Global
21,78.36409652056572,176.93258280123266,20.0,1.5,2.85,Global
22,51.882760212590995,177.14062340030912,20.0,1.0,3.3,Global
23,77.51772343679664,142.19596386119505,20.0,1.0,2.75,Global
24,37.1395056415671,152.29001729520635,16.588396137947818,1.4803473099427582,2.32,Optimal Solar Harvesting Configuration
25,32.79186946541012,167.04365941886232,14.131380960762392,1.1797645251317583,2.41,Enhanced Energy Harvesting Setup
26,0.0,76.91374741865984,20.0,1.0,1.57,Global
