iteration,tilt,azimuth,system_capacity,dc_ac_ratio,target,hypothesis
1,55.50821341049324,184.2509194294247,12.24525969083604,1.3268521066172925,2.57,Alternative Solar Panel Configuration
2,46.304944859370146,202.5505584590987,19.34715940690276,1.416111306933574,2.65,High Capacity Solar Angle Setup
3,42.60984768605478,185.1010999145877,14.69430983280268,1.1322225064591516,2.69,Balanced Solar Configuration
4,43.40657913493169,183.40073894426172,16.7962095488694,1.2214817067754333,2.75,Optimized Solar Panel Configuration
5,87.0326855112309,197.00360970326003,19.481002839332803,1.3574079968371824,2.7,Global
6,31.26753823311233,184.78933969410645,13.622167931195333,1.184971143328898,2.37,Optimized Solar Panel Configuration
7,44.64625137993949,175.5961738684632,10.66432205516324,1.2639712672342498,2.41,Alternative Solar Panel Configuration
8,45.02820359439945,186.35509606727808,19.922803499706138,1.210446263694923,2.95,Global
9,48.86414631023631,190.6105680889117,20.0,1.5,2.77,Global
10,41.6540902677502,190.1635788400453,20.0,1.0,3.11,Global
11,38.02746272610252,194.578685762682,20.0,1.0,3.01,Global
12,0.7358738584494207,349.6906543906898,10.108605006470931,1.1854584022778016,1.16,Global
13,90.0,166.7111766302713,1.0,1.0,1.87,Global
14,90.0,228.7045841774809,20.0,1.0,2.21,Global
15,1.0802695151940533,6.093900103808676,18.682678809125505,1.4227349541808658,1.29,Global
16,32.372669246785605,180.8025558326971,13.475061426062641,1.0264358186333702,2.5,Balanced Solar Configuration
17,33.93006519871252,214.66595292990377,9.320161413852528,1.121000950240207,2.01,Balanced Solar Configuration
18,21.481396570361856,153.05751610291298,20.0,1.0,2.46,Global
19,88.2891958569778,60.22137530359665,1.0,1.5,0.18,Global
20,90.0,315.26245054738365,1.0,1.0,0.04,Global
21,0.0,107.36639772433591,1.0,1.0,0.95,Global
22,0.0,267.8950434078265,20.0,1.0,1.57,Global
23,35.53953905026678,197.87796422828455,17.867103110689527,1.382863108606378,2.49,High Capacity Solar Angle Setup
24,51.808073060991674,206.5489694067664,11.497110191128801,1.3563206026368,2.31,Alternative Solar Panel Configuration
25,51.73868143965706,247.22953359192104,20.0,1.0,2.07,Global
26,57.53903963345077,132.70537001474997,20.0,1.0,2.63,Global
27,89.46949786652748,123.60887289591942,20.0,1.0,2.02,Global
28,90.0,0.0,20.0,1.0,0.03,Global
29,42.548349391281555,138.08979670321665,1.0,1.0,1.62,Global
30,41.76649500590055,187.06638882124756,18.062581338924925,1.4301831307355664,2.64,High Capacity Solar Angle Setup
31,48.859871761436914,205.6864563455685,8.099793992078348,1.2471751931095265,2.18,Alternative Solar Panel Configuration
32,78.66152269983787,206.42203422557685,7.7042972970976855,1.0,2.22,Global
33,76.78830177294955,183.4825735849176,20.0,1.0,3.33,Global
34,70.6754918551638,172.4274488949151,20.0,1.0,3.35,Global
35,83.33549484051782,173.31387327333502,20.0,1.5,2.79,Global
36,72.8852333860315,178.8987587156534,9.471805171729342,1.0,2.62,Global
37,65.30439774230786,158.53871737510516,20.0,1.0,3.21,Global
38,58.26277632500084,169.22533206003817,20.0,1.0,3.32,Global
39,51.15511244671892,154.86381162377458,20.0,1.0,3.09,Global
40,34.00263332420798,154.19136019059377,13.596174103515114,1.2283087031543771,2.28,Optimized Solar Panel Configuration
41,37.85555229227191,204.77453501273035,16.02528676376965,1.2390644831264264,2.46,Optimized Solar Panel Configuration
42,61.645559968039926,158.59800935340508,7.229854341330656,1.0,2.34,Global
43,73.52483615278518,144.77282967506258,20.0,1.5,2.45,Global
44,4.447258901213241,173.10398172809042,20.0,1.0,1.81,Global
45,54.890947758955946,106.2724368563385,20.0,1.5,1.61,Global
46,65.80953903365746,181.2819740198052,20.0,1.0,3.38,Global
47,56.73012216686419,360.0,20.0,1.5,0.0,Global
48,23.97581740343495,52.54675564788924,1.0,1.0,0.49,Global
49,90.0,257.41929214507525,1.0,1.5,0.83,Global
50,30.934779449220937,299.0573643604825,1.0,1.5,0.5,Global
51,0.0,226.97236382903336,1.0,1.0,0.95,Global
52,43.32099366418846,168.25302786335726,15.147336071687024,1.1602083651441877,2.68,Optimized Solar Panel Configuration
53,41.52083083397815,144.11549351139172,16.627991926469356,1.2051178228786519,2.42,Optimized Solar Panel Configuration
54,41.909835139493445,0.0,1.0,1.5,0.0,Global
55,0.0,149.4908404079351,1.0,1.0,0.95,Global
56,64.09325072028552,224.44175069024337,20.0,1.0,2.66,Global
57,59.809165885153476,230.35554552274087,1.0,1.0,1.53,Global
58,71.2412666434004,196.36208370800327,20.0,1.0,3.25,Global
59,29.240226367066242,164.35154713885416,13.358084331664967,1.2039634209083676,2.26,Optimized Solar Panel Configuration
60,46.22817684099519,192.4897559642279,18.964598485834607,1.3720889966499736,2.76,High Capacity Solar Angle Setup
61,90.0,104.87015682218424,1.0,1.5,0.88,Global
62,0.0,310.8823394347306,20.0,1.0,1.57,Global
63,0.0,74.26329996685476,20.0,1.5,1.35,Global
64,71.49749831463586,210.7014081964902,20.0,1.0,2.97,Global
65,60.38077988611575,277.3227918161242,20.0,1.0,1.1,Global
66,46.750045,194.96628116322253,19.177823154405015,1.3877597158617399,2.75,High Capacity Solar Angle Setup
