iteration,tilt,azimuth,system_capacity,dc_ac_ratio,target,hypothesis
1,28.207667833556023,194.0361155502201,9.720512051340213,1.376279809882107,2.0,Balanced Solar Energy Production Setup
2,42.90894705048529,212.20878825578717,15.340523487735387,1.0723264613347439,2.51,Optimized Solar Panel Performance
3,33.50638861662676,195.86344284465304,8.100425126479033,1.2802331584294704,2.06,Optimal Solar Panel Configuration
4,38.13298763778834,214.82928372661186,12.625533782555511,1.1752914727452661,2.2,Enhanced Solar Optimization Strategy
5,37.53198042323166,259.3168176391769,1.0021731215295528,1.1511662863159198,1.06,Global
6,29.774432477279817,206.93020989654363,11.395775515606317,1.2748110989041306,2.06,Optimal Solar Panel Configuration
7,47.48312846575535,224.41380070292774,19.436934606776965,1.0436972873441808,2.58,Optimized Solar Panel Performance
8,39.36161294014683,186.13219769984863,14.74117855142807,1.1513745116199856,2.62,Enhanced Solar Optimization Strategy
9,28.930896952103176,211.0639601289841,13.918191630022744,1.4371267964129173,2.05,Balanced Solar Energy Production Setup
10,40.23376310574092,187.06533051633244,14.931429812499582,1.1425561569029046,2.65,Enhanced Solar Optimization Strategy
11,51.250045,186.08552944119683,17.3750095,1.26250025,2.85,Enhanced Solar Optimization Strategy
12,51.250045,166.83958095469717,17.3750095,1.13749975,2.92,Enhanced Solar Optimization Strategy
13,55.16522183362171,146.8995915593991,18.43510055599048,1.1597138470995159,2.7,Optimized Solar Panel Performance
14,36.87746249485702,168.43613257478293,15.339990499999999,1.1700002500000002,2.57,Optimized Solar Panel Performance
15,81.73317788945621,214.22026229878583,20.0,1.0,2.76,Global
16,90.0,166.10306232644086,20.0,1.0,3.07,Global
17,90.0,145.1339453440504,1.0,1.0,1.59,Global
18,90.0,186.1042897118765,20.0,1.0,3.13,Global
19,0.0,0.0,20.0,1.0,1.57,Global
20,90.0,360.0,20.0,1.5,0.03,Global
21,90.0,0.0,1.0,1.5,0.02,Global
22,0.0,93.73048970405908,20.0,1.0,1.57,Global
23,0.0,360.0,1.0000000000000009,1.0,0.95,Global
24,51.250045,149.99982,17.3750095,1.26250025,2.61,Enhanced Solar Optimization Strategy
25,51.250045,175.10092684007586,12.624990500000001,1.13749975,2.67,Enhanced Solar Optimization Strategy
26,90.0,257.28031837463,20.0,1.0,1.38,Global
27,73.8025610170703,170.33374448554068,20.0,1.0,3.32,Global
28,77.58576581305938,89.76760780084493,20.0,1.0,1.17,Global
29,71.9826323437399,159.5307664041291,20.0,1.0,3.2,Global
30,76.97707805676745,182.42784398611659,20.0,1.0,3.33,Global
31,80.85147882424596,176.1067410939692,20.0,1.5,2.83,Global
32,79.8066400714042,196.94861437610226,1.0,1.0,1.93,Global
33,69.74935142232444,197.49335046615857,20.0,1.0,3.24,Global
34,0.0,151.87552083884972,20.0,1.0,1.57,Global
35,0.0,298.88869984058186,20.0,1.5,1.35,Global
36,51.250045,161.70546105158235,12.624990500000001,1.26250025,2.51,Enhanced Solar Optimization Strategy
37,53.289773594825434,166.5861622924359,17.034174628278187,1.1433541687858562,2.91,Optimized Solar Panel Performance
38,24.048523965690407,47.28003242436687,1.0,1.5,0.42,Global
39,90.0,303.1022130934754,1.0,1.0,0.14,Global
40,38.60808613688156,119.47277469747453,20.0,1.0,2.24,Global
41,90.0,200.02421185924052,20.0,1.0,2.96,Global
42,66.14385015399424,180.56548554766707,20.0,1.0,3.38,Global
43,0.0,241.3930285627907,20.0,1.0,1.57,Global
44,90.0,147.81436956411332,20.0,1.0,2.69,Global
45,78.43919048010456,192.13780736393275,20.0,1.0,3.25,Global
46,63.01720070413729,214.36297706153937,20.0,1.0,2.91,Global
47,14.329739169079096,122.98321356429432,1.0,1.0,1.18,Global
48,53.90842503281795,176.4135846789042,20.0,1.02999975,3.28,Optimized Solar Panel Performance
49,57.600045,184.69991060561242,20.0,1.02999975,3.3,Optimized Solar Panel Performance
50,36.65563288529215,330.2981795937714,20.0,1.5,0.04,Global
51,90.0,54.808625964142,1.0,1.5,0.12,Global
52,90.0,230.04899014016414,1.0,1.0,1.32,Global
53,40.325912166643754,0.0,20.0,1.0,0.0,Global
54,0.0,193.68911524188485,20.0,1.0,1.57,Global
55,47.565234923681416,185.97373520695794,20.0,1.02999975,3.19,Optimized Solar Panel Performance
56,54.666246022891585,181.8841110912246,15.339990499999999,1.1700002500000002,2.84,Optimized Solar Panel Performance
57,65.73280199713743,123.01137095661593,20.0,1.0,2.31,Global
58,70.02433298770875,187.81788501549903,20.0,1.0,3.35,Global
59,49.685579678046956,103.9502329550387,1.0,1.0,1.11,Global
60,66.362547324638,169.41720079589845,20.0,1.0,3.34,Global
61,0.0,270.818845009949,1.0,1.0,0.95,Global
62,40.4585875489862,160.6067598120818,12.792082708822136,1.3635666982609513,2.34,Balanced Solar Energy Production Setup
63,55.33504594268031,191.20651899966546,20.0,1.02999975,3.25,Optimized Solar Panel Performance
64,39.88636616826862,197.22913780066307,20.0,1.0,3.02,Global
65,57.08799396953792,202.39508917258055,20.0,1.0,3.16,Global
66,71.99318292540072,169.01617372334604,11.388093284212207,1.0,2.72,Global
67,64.87711062642227,238.11940140836444,20.0,1.0,2.27,Global
68,70.1156705336249,176.31059468721884,20.0,1.0,3.37,Global
69,45.466836739606094,194.73409106277487,20.0,1.02999975,3.1,Optimized Solar Panel Performance
