iteration,tilt,azimuth,system_capacity,dc_ac_ratio,target,hypothesis
1,30.30536418061071,190.14846837303327,17.93770797876494,1.259721065100285,2.5,Peak Solar Production Setup
2,13.9833743961021,165.16871396823967,11.979923062079763,1.054228508034674,1.84,Balanced Solar Energy Maximization
3,26.18669070361645,210.13497130956236,9.983938433602324,1.456691259905346,1.85,High Efficiency Solar Configuration
4,23.3900070111308,180.10122865088508,14.987953805124887,1.1725370315867103,2.24,Optimal Solar Panel Settings
5,0.9336738497129959,180.67485317354596,10.419692569548776,1.0669147644796384,1.27,Global
6,30.80682748643299,167.5168212727988,16.36349289869915,1.1960631971764866,2.47,Optimal Solar Panel Settings
7,37.20513876248314,202.1771719733461,18.227354742150073,1.248751472967025,2.58,Peak Solar Production Setup
8,44.09161885659478,217.54348831029998,19.102555903043637,1.3327400090869514,2.43,Peak Solar Production Setup
9,34.10908005098973,240.05332515179916,11.598494357090923,1.4904693863965772,1.63,High Efficiency Solar Configuration
10,67.5296522636172,187.3327480604093,20.0,1.0,3.36,Global
11,90.0,157.2861698898694,20.0,1.5,2.51,Global
12,90.0,208.93824637125078,20.0,1.0,2.75,Global
13,66.34171656181643,186.3425007091419,1.0,1.0,2.04,Global
14,64.71198127842597,201.1010209564688,20.0,1.5,2.75,Global
15,60.58222669295404,173.63608240648264,20.0,1.0,3.36,Global
16,79.64959166361828,179.86703621201207,20.0,1.0,3.31,Global
17,0.0,0.0,20.0,1.0,1.57,Global
18,90.0,360.0,20.0,1.0,0.03,Global
19,90.0,40.831880990983365,1.0,1.0,0.03,Global
20,0.0,360.0,1.0,1.5,0.95,Global
21,15.169130631318986,126.34287957574527,10.964096533055441,1.1507480232509097,1.56,Balanced Solar Energy Maximization
22,28.29358385308155,159.82153320255838,14.608678231334784,1.196125174191101,2.28,Optimal Solar Panel Settings
23,90.0,263.8420508473021,20.0,1.0,1.19,Global
24,69.18968821250988,177.84122767187407,20.0,1.5,2.9,Global
25,90.0,189.18425484232768,20.0,1.0,3.11,Global
26,55.2979021039485,153.25499679020092,20.0,1.0,3.09,Global
27,49.54440188822113,182.24064197137056,20.0,1.0,3.27,Global
28,15.038886676039448,165.02923390944005,12.708928665645965,1.1071467440699632,1.88,Balanced Solar Energy Maximization
29,40.52211208759315,188.17577109434666,17.374927015157567,1.2668081960883784,2.69,Peak Solar Production Setup
30,73.09285041187215,116.20062968384971,20.0,1.0,2.04,Global
31,0.0,63.307469739558314,1.0,1.5,0.95,Global
32,0.0,290.9230655762217,20.0,1.0,1.57,Global
33,50.030978684768826,167.18315270050712,20.0,1.0,3.23,Global
34,62.336014604857326,145.3514834724756,1.0,1.0,1.78,Global
35,34.66182227497757,207.1950164529275,19.236880637173602,1.331609812985858,2.47,Peak Solar Production Setup
36,37.7305832704654,181.93680362551606,19.25765824447029,1.3073728576123045,2.72,Peak Solar Production Setup
37,49.46398791379232,306.4496075967892,1.0,1.5,0.23,Global
38,50.624421265254554,0.0,20.0,1.5,0.0,Global
39,46.23272457483873,86.84814692343957,20.0,1.0,1.36,Global
40,90.0,226.1899318112171,1.0,1.0,1.38,Global
41,78.49440682936837,192.27836302980086,20.0,1.0,3.25,Global
42,45.27129513658979,180.89690142390077,19.45761368887526,1.3148829012729422,2.86,Peak Solar Production Setup
43,49.900045,169.71312251110808,20.0,1.24499975,2.98,Peak Solar Production Setup
44,90.0,175.7636935428982,4.385529679820503,1.0,2.11,Global
45,90.0,98.13451949882267,1.0,1.5,0.77,Global
46,0.0,251.23420749608974,1.0,1.0,0.95,Global
47,62.14373606822952,162.22154235843624,20.0,1.0,3.26,Global
48,56.141963313925984,190.19939747128535,20.0,1.0,3.3,Global
49,49.900045,150.39982,20.0,1.35500025,2.67,Peak Solar Production Setup
50,41.97642610891686,166.7023795123965,15.9099905,1.24499975,2.63,Peak Solar Production Setup
51,38.45261644159415,360.0,20.0,1.0,0.0,Global
52,0.0,98.75071591356571,20.0,1.0,1.57,Global
53,90.0,133.55578808028034,20.0,1.0,2.28,Global
54,90.0,306.753671555334,20.0,1.5,0.15,Global
55,0.0,318.3519498404851,1.0,1.5,0.95,Global
56,49.900045,175.11394177972025,15.9099905,1.35500025,2.7,Peak Solar Production Setup
57,49.900045,165.41592526265413,20.0,1.35500025,2.86,Peak Solar Production Setup
58,58.662310253530734,167.24780311593682,11.642559334011215,1.0,2.72,Global
59,58.72737770821223,183.5258541559723,14.274619933706033,1.0,2.95,Global
60,80.56469575677244,186.8266556320625,12.091949974593964,1.5,2.45,Global
61,66.92065810765999,150.4772664697559,20.0,1.0,3.04,Global
62,75.4013164365301,164.2655476078615,20.0,1.0,3.25,Global
63,45.76449455141682,172.48928923600837,20.0,1.24499975,2.94,Peak Solar Production Setup
64,49.900045,189.85143329306263,20.0,1.24499975,2.97,Peak Solar Production Setup
65,87.90572902410081,172.80147081702538,20.0,1.0,3.17,Global
66,74.90676796362567,159.4863222182086,10.112437904782809,1.0,2.52,Global
67,58.42871555112165,140.59374890506783,20.0,1.0,2.82,Global
68,78.43311006369365,203.93691721230576,20.0,1.0,3.06,Global
69,90.0,199.57269658802872,11.47065031186745,1.0,2.43,Global
70,49.900045,197.174606472415,20.0,1.35500025,2.82,Peak Solar Production Setup
71,30.099955,150.39982,20.0,1.24499975,2.45,Peak Solar Production Setup
72,73.29813363540819,217.92061837767167,20.0,1.0,2.77,Global
73,61.51937690541896,213.60815450643003,7.3152798042130085,1.0,2.15,Global
74,38.97693419291963,182.28950478209464,1.0,1.0,1.88,Global
75,43.528415872994444,131.97680634917364,20.0,1.0,2.56,Global
76,79.60767341834304,171.06005098015098,14.956600627849616,1.0,2.93,Global
77,49.900045,190.41066828361267,15.9099905,1.35500025,2.67,Peak Solar Production Setup
78,49.900045,184.94841115937504,20.0,1.24499975,3.0,Peak Solar Production Setup
79,64.94999662855216,232.8810594596036,20.0,1.5,2.07,Global
80,90.0,180.7435874366012,20.0,1.5,2.71,Global
81,47.554431459617966,120.59952100246029,4.940456620085891,1.0,1.56,Global
82,78.72672854938621,147.10850949011572,20.0,1.0,2.86,Global
83,71.68795196215673,136.0627561145222,20.0,1.5,2.27,Global
84,30.099955,229.60018,15.9099905,1.24499975,2.0,Peak Solar Production Setup
85,49.900045,176.24608700388623,20.0,1.24499975,3.0,Peak Solar Production Setup
86,40.35535692930915,43.56431556821417,1.0,1.0,0.16,Global
87,90.0,0.0,1.0,1.5,0.02,Global
88,90.0,144.109025387185,1.0,1.0,1.57,Global
89,46.597508399976064,270.7396382322757,20.0,1.0,1.41,Global
90,0.0,25.360369189127447,1.0,1.5,0.95,Global
91,49.900045,173.1445535972795,20.0,1.24499975,2.99,Peak Solar Production Setup
92,30.099955,170.4303014834662,20.0,1.24499975,2.61,Peak Solar Production Setup
93,69.51423893878223,194.61665997580732,13.627145381595703,1.0,2.84,Global
94,78.06738959022803,210.15869723338503,10.154318793863307,1.5,2.1,Global
95,86.22016476287946,197.8142037409039,20.0,1.5,2.63,Global
96,86.53891517724546,222.8384162786372,20.0,1.0,2.44,Global
97,0.0,218.55015873193736,20.0,1.0,1.57,Global
98,49.900045,180.660118781547,20.0,1.24499975,3.0,Peak Solar Production Setup
99,47.317930267849626,187.8515971138475,20.0,1.24499975,2.95,Peak Solar Production Setup
100,67.74696445265168,168.0861146622006,20.0,1.0,3.33,Global
101,61.55865597649088,154.55338350850607,13.291073639475526,1.0,2.69,Global
102,70.3721926659692,158.3358010998351,20.0,1.5,2.74,Global
103,83.59722545097452,165.48051863157735,20.0,1.0,3.17,Global
104,57.487693453916656,167.58729422221808,20.0,1.0,3.3,Global
105,49.900045,178.42352434191517,20.0,1.24499975,3.0,Peak Solar Production Setup
