iteration,tilt,azimuth,system_capacity,dc_ac_ratio,target,hypothesis
1,48.48581462843126,160.48299469075164,9.464810904497051,1.0450033659353428,2.42,Balanced Solar Performance Setup
2,53.839388764723665,184.87812198983585,16.52584443787804,1.242711849063969,2.84,Seasonal Solar Optimization
3,37.77866635584646,176.69274009258314,13.342743837735075,1.3495863996780904,2.41,High Efficiency Solar Alignment
4,42.07151808326166,167.90248549441466,11.2206767709731,1.1541694334208377,2.44,Optimal Solar Panel Configuration
5,80.35741362924014,119.5127299084238,16.603353338098806,1.020848312862625,1.88,Global
6,26.957854614388456,171.29286281684494,8.53376778262339,1.2061813220866855,2.0,Optimal Solar Panel Configuration
7,29.688701044548097,186.12463089041955,12.584603727416962,1.368294697872417,2.19,High Efficiency Solar Alignment
8,76.25848854348678,193.7773308881485,20.0,1.5,2.8,Global
9,67.16749387374351,216.11386035653206,1.0,1.0,1.74,Global
10,74.43125928866962,173.93927959757983,20.0,1.5,2.87,Global
11,0.0,360.0,20.0,1.5,1.35,Global
12,0.0,0.0,1.0,1.5,0.95,Global
13,90.0,360.0,1.0,1.0,0.02,Global
14,90.0,0.0,20.0,1.0,0.03,Global
15,0.0,266.5813312827226,20.0,1.0,1.57,Global
16,37.533448168746915,155.8099140081189,10.17283832387809,1.1492047239797714,2.22,Balanced Solar Performance Setup
17,43.14405477900475,202.73278545448125,5.85612734452892,1.1168007741927524,2.08,Balanced Solar Performance Setup
18,0.0,90.77541421194455,20.0,1.0,1.57,Global
19,60.47541049349635,177.11253786580284,20.0,1.0,3.37,Global
20,90.0,268.539282924008,20.0,1.0,1.05,Global
21,0.0,215.79513986352498,20.0,1.0,1.57,Global
22,56.90631361953027,76.32114018758874,1.0,1.5,0.58,Global
23,57.44909909022046,165.1657631283317,20.0,1.0,3.28,Global
24,0.0,139.46384567415902,20.0,1.0,1.57,Global
25,39.1327089524293,197.4898878708524,12.662203264058602,1.2646283858833232,2.37,Seasonal Solar Optimization
26,30.235250723950475,209.7298765808772,11.808106534531788,1.2419689342201663,2.07,Optimal Solar Panel Configuration
27,56.13620958058302,172.74315925644882,20.0,1.5,2.86,Global
28,66.72616142265555,151.67364172817378,20.0,1.0,3.07,Global
29,67.07158454739245,179.58000152401718,5.131451645872394,1.0,2.32,Global
30,65.0288490252465,187.21798379650284,20.0,1.0,3.36,Global
31,33.72129966316406,308.20427565090336,1.0,1.5,0.34,Global
32,31.5265691415706,225.5098884175657,11.425184475837948,1.434773366620361,1.83,High Efficiency Solar Alignment
33,41.09550289397523,198.7510685371688,15.61311754815031,1.2459580312293377,2.55,Seasonal Solar Optimization
34,50.73320458925018,135.693562416394,20.0,1.0,2.69,Global
35,0.0,46.54492310038612,20.0,1.0,1.57,Global
36,54.20361224209182,152.75165274092228,20.0,1.0,3.08,Global
37,90.0,219.08723738199643,20.0,1.0,2.48,Global
38,33.71831913011601,120.14868453870358,1.0,1.0,1.34,Global
39,48.82225803834703,166.09166025019562,13.738175914215756,1.32211319294915,2.55,Seasonal Solar Optimization
40,37.883413713341064,148.48157822705844,6.259786043868953,1.0619666292324186,1.97,Balanced Solar Performance Setup
41,61.61425175830052,206.08050613161495,20.0,1.0,3.11,Global
42,61.73703556035004,231.0843499397946,20.0,1.0,2.48,Global
43,65.93016683361147,164.1285211593519,20.0,1.0,3.29,Global
44,90.0,145.70058673316407,1.0,1.0,1.6,Global
45,90.0,57.25474356324273,20.0,1.0,0.24,Global
46,43.509252429857064,203.4579965236271,6.2436587343756935,1.1571135869032287,2.08,Balanced Solar Performance Setup
47,55.91765786426856,186.4564792378926,13.681925542573019,1.2737454132467598,2.67,Seasonal Solar Optimization
48,38.237675380525516,0.0,20.0,1.0,0.0,Global
49,44.239063686470296,259.47504360872324,20.0,1.0,1.74,Global
50,41.56335203211236,360.0,20.0,1.0,0.0,Global
51,90.0,306.40315000405604,1.0,1.5,0.11,Global
52,90.0,238.79121502457386,1.0,1.0,1.15,Global
53,44.31732088614047,167.21374818617255,10.2800095,1.1600002500000002,2.41,Balanced Solar Performance Setup
54,43.74857822761837,148.72418465807672,11.440358143504445,1.2194916196442986,2.25,Optimal Solar Panel Configuration
55,66.12034525132403,179.29496509640583,20.0,1.0,3.38,Global
56,0.0,311.44843296636157,20.0,1.0,1.57,Global
57,73.1869071035824,213.82546855425807,20.0,1.0,2.87,Global
58,0.0,242.3225274414525,1.0,1.0,0.95,Global
59,0.0,180.0154766480422,20.0,1.0,1.57,Global
60,57.972784015938664,194.48570823655606,20.0,1.0,3.27,Global
61,50.800045,172.78907624153732,5.7199905,1.03999975,2.27,Balanced Solar Performance Setup
62,27.102455780070585,145.62020944580797,11.8626504788223,1.1806561354784713,2.01,Optimal Solar Panel Configuration
63,60.5822756596421,159.22438359377253,20.0,1.0,3.22,Global
64,67.58206011621776,136.85311113675144,20.0,1.0,2.7,Global
65,90.0,152.75721161065832,20.0,1.0,2.82,Global
66,0.0,68.04219146532374,1.0,1.5,0.95,Global
67,61.268800455560324,183.28107044006458,20.0,1.0,3.37,Global
68,29.652192892621564,172.38495654054344,10.2800095,1.03999975,2.23,Balanced Solar Performance Setup
69,43.308122728139786,163.56194230865208,5.7199905,1.03999975,2.15,Balanced Solar Performance Setup
70,64.51087424601064,171.9845618682958,20.0,1.0,3.36,Global
71,90.0,137.7331034104429,20.0,1.0,2.41,Global
72,65.8433481291085,197.29248789870914,20.0,1.0,3.26,Global
73,78.01712009062848,153.6875056953139,20.0,1.0,3.03,Global
74,63.269138329950096,178.06801579993996,20.0,1.0,3.38,Global
75,0.0,115.70621170186713,1.0,1.5,0.95,Global
76,52.20415552090692,110.53684639076415,20.0,1.0,2.02,Global
77,90.0,198.1945942968787,1.0,1.0,1.82,Global
78,0.0,336.19505590499233,1.0,1.0,0.95,Global
79,0.0,287.0698165736641,1.0,1.5,0.95,Global
80,49.58602397114784,165.49898223008157,10.2800095,1.1600002500000002,2.45,Balanced Solar Performance Setup
81,42.56387355023842,175.5110132490981,10.2800095,1.1600002500000002,2.41,Balanced Solar Performance Setup
82,49.41714035452894,217.2338673023297,20.0,1.0,2.81,Global
83,90.0,98.58893952173881,1.0,1.0,0.78,Global
84,33.225577856112224,49.891722128636076,20.0,1.0,0.53,Global
85,62.92171747003348,166.469439109786,16.60350139124244,1.0,3.07,Global
86,69.46175517942811,183.99088574545593,20.0,1.0,3.37,Global
87,39.04613816613578,184.34907062761522,10.2800095,1.1600002500000002,2.36,Balanced Solar Performance Setup
88,44.000045,160.86014142938214,8.0999905,1.25000025,2.2,Optimal Solar Panel Configuration
89,65.96841803569296,183.05268526747508,20.0,1.0,3.38,Global
90,62.23757404009328,166.53089613534644,20.0,1.0,3.31,Global
91,0.0,198.61021005177804,1.0,1.0,0.95,Global
92,51.577963581482756,159.47518374568781,20.0,1.0,3.16,Global
93,52.97499777891055,202.69289641463584,20.0,1.0,3.13,Global
94,63.205071873292624,192.20042326073172,20.0,1.0,3.32,Global
95,38.15515831417464,171.96220753943092,11.9000095,1.25000025,2.38,Optimal Solar Panel Configuration
96,49.55790012720981,184.07829957938415,10.2800095,1.1600002500000002,2.5,Balanced Solar Performance Setup
97,68.53236072558818,188.82015817935712,20.0,1.0,3.34,Global
98,60.38862596671475,180.08722129252357,20.0,1.0,3.37,Global
99,63.570168916750085,175.1312031798454,20.0,1.0,3.37,Global
100,68.33646462749498,181.17748523472335,20.0,1.0,3.38,Global
101,63.22268042779807,181.17351811214684,20.0,1.0,3.38,Global
102,67.64369190325964,184.856726103538,20.0,1.0,3.37,Global
103,60.14085322454788,187.68751171753064,20.0,1.0,3.34,Global
104,66.45759864108742,174.86860044950436,20.0,1.0,3.37,Global
105,66.9759463623054,169.77334907786735,20.0,1.0,3.34,Global
