iteration,x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,target,hypotheses
1,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,2.312,Corner Dominance
2,-5.0,0.0,5.0,-10.0,10.0,-5.0,0.0,5.0,-5.0,0.0,-10.0,10.0,5.0,-5.0,0.0,7.743,Middle Exploration
3,10.0,-10.0,10.0,-10.0,10.0,-10.0,10.0,-10.0,10.0,-10.0,10.0,-10.0,10.0,-10.0,10.0,4.652,Symmetrical Negative and Positive Spread
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.945,Clustered Sampling
5,14.036419437348243,-7.5879568679572245,-8.539357181854108,-29.242743188989753,-6.916766269569326,-5.90833407797416,2.4766203358570564,-28.274575262095215,-8.06616844348433,16.973042795354445,8.739238109396375,5.073083763656179,-1.8782447106263476,-14.963783195394631,-5.280620971570627,1.845,None
6,4.338066641554285,-0.6941751258780897,0.26029952446147675,2.879570190853059,-5.8242021758937526,-7.379216473660819,9.511747138249639,-2.8152943534535737,8.543315816079712,4.987673810340091,16.628415001416947,12.302306947178764,-6.293753638618906,11.5316596338779,1.531976962332731,4.172,None
7,-11.167553054569307,-1.2184633442544275,-22.80933999880343,18.69210494895499,4.213823958521118,-0.9859723230051962,-24.720060753023816,-12.472579949752166,-5.482138367852919,-22.754662297006774,-16.84433555166487,18.470796538410752,-27.348737838251942,-5.242462193917259,-23.225362086462937,0.847,None
8,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,17.692,Refined Central Tendency
9,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,18.32,Slight Negative Perturbation
10,5.0,-5.0,5.0,-5.0,5.0,-5.0,5.0,-5.0,5.0,-5.0,5.0,-5.0,5.0,-5.0,5.0,9.303,Balanced Variance Exploration
11,2.5156603662493637,7.532733091764534,-15.601048397215134,-8.149618267291938,5.628627836409812,-12.084500251901005,12.909896344766004,5.743976278941112,-3.1447283483357786,12.609900347198227,5.568778595454319,-0.9568417872788473,0.630561031826943,4.982745304616039,-3.2265369045495618,4.121,None
12,-8.273291116824627,6.667846989449629,-4.020796947196189,0.5603421515584017,14.910782751074343,-8.959420606446422,-6.661026579024117,11.083697982721496,0.4116807315511828,-10.911569520043347,12.971647459889368,-3.47033826942803,2.5186143735109567,-4.490748409377627,-0.447807356615499,4.297,None
