iteration,x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,target,hypotheses
1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,9.303,Exploring Mid-Range Values
2,-30.0,-30.0,20.0,20.0,-30.0,-30.0,20.0,20.0,-30.0,-30.0,20.0,20.0,-30.0,-30.0,20.0,2.06,Exploring Extremes
3,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,4.652,Symmetric Positive Values
4,15.0,-20.0,10.0,-10.0,5.0,-5.0,0.0,-15.0,-25.0,20.0,-30.0,10.0,15.0,-30.0,20.0,2.537,Mixed High and Low Values
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.945,Around Zero
6,-1.619849471318954,16.782575563853378,6.407132066163804,5.367658052541074,1.1422561617625995,12.528420955718474,16.316148468266036,4.632117303014375,11.273498221794888,17.89181041001489,-2.2174654083156504,-0.01954529798303639,2.683221300415333,-6.655522412234522,6.960406168592449,3.118,None
7,3.5495984744183886,-5.65121243385126,-4.584542957025903,-5.622454542097955,11.835111131207626,7.133311017881674,0.11322739486170974,0.11644090963928022,-5.084779081646452,10.100897684488402,-6.763134938054151,-7.802333064450192,-6.054555758516024,3.258377664960001,-8.59919665727282,5.743,None
8,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,17.692,Nearby Zero Exploration
9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,18.32,Slight Positive Shift
10,10.0,5.0,10.0,5.0,10.0,5.0,10.0,5.0,10.0,5.0,10.0,5.0,10.0,5.0,5.0,6.194,Positive Values Configuration
