iteration,x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,target,hypotheses
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.945,Balanced Center Exploration
2,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,2.941,Positive Shift Focus
3,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,2.312,Negative Extremes Exploration
4,20.0,-20.0,20.0,-20.0,20.0,-20.0,20.0,-20.0,20.0,-20.0,20.0,-20.0,20.0,-20.0,0.0,2.365,Mixed Extremes Approach
5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,9.303,Cascade of Positive Values
6,-18.998782993442916,10.185868169012132,8.015349056423432,-10.860976597689355,-24.592412201757412,-19.654922318109,-15.50191199050804,-27.26707733605387,2.3374377841121188,-3.0987925469847184,14.481094578002995,-12.469908611172738,-25.264691997176904,-14.729610264052162,-16.287542306359754,0.851,None
7,-0.18254714409285458,-2.1638558215045127,-2.3915659347471645,-0.43859778747016676,0.23991389704797586,0.19126037841381835,-0.4885887505379758,0.8318258752953014,-1.8527881587936392,-1.0581850529749341,-2.879265617149642,-0.3505057876963862,0.27661431847528406,-0.13477418283052525,-0.19345050021922225,15.813,None
8,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,17.692,Adjusted Central Exploration
9,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,4.652,New Moderate Positive Configuration
10,-4.0,4.0,-4.0,4.0,-4.0,4.0,-4.0,4.0,-4.0,4.0,-4.0,4.0,-4.0,4.0,0.0,11.179,Balanced Negative and Positive Mix
11,-1.4442174694747507,9.67147929283579,5.387257495412314,-7.027081070812265,-1.132766262673762,2.8135816615220293,-4.159076820294018,-9.50863204957286,6.557544869250563,0.9143122111689479,-4.029152891155984,6.818487740763416,1.651419459788837,7.843617217144313,-6.162005484696127,6.618,None
12,10.99843158618738,6.647292869694446,-1.3240982599906985,3.911021375821349,1.6479609530753763,6.114096202842774,4.973338773153316,6.2498284106208075,-4.805715551340924,14.889335447827847,-6.15389570103148,2.9939203916086115,-2.330894801731567,-4.848042700902472,-6.7187613798214265,5.93,None
13,-10.8396508978948,-12.508885614918682,-6.123266905755443,0.18458269562368912,10.632252967881783,-3.8103870985981345,-14.063966041468158,9.091037983617468,-1.6440863930518326,-6.261296334302404,7.816575475626884,-4.118443793224703,2.040846025095213,-7.993076589099719,-9.476235653305533,4.409,None
14,1.161585551658412,7.394739200195289,-3.012603624129291,9.67947391688859,-7.987858442506024,5.7160813046869094,-4.68213827399655,11.784140730116718,-7.154397162163974,-0.0879316660170737,-10.806340097470574,2.5553495693274613,-0.40055711383204695,-6.4438987784195945,-15.389593735819869,4.539,None
15,16.590389991553607,5.00693494077634,-9.223969405237714,2.1714865599808633,-11.211423200474787,-7.170527204270282,-7.0803668844347385,6.991336608269641,-8.78638677382106,3.3266665337881705,-7.381781236016749,-5.934463410120763,-2.0702938382971716,-5.5938234658547366,0.5531867560780874,4.727,None
16,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,17.441,Refined Central Exploration
17,8.0,9.0,7.0,10.0,8.0,9.0,7.0,10.0,8.0,9.0,7.0,10.0,8.0,9.0,6.0,5.659,Enhanced Moderate Configuration
18,-1.0,2.0,-1.0,2.0,0.0,1.0,-1.0,2.0,0.0,4.0,-1.0,1.0,-2.0,1.0,0.0,16.432,Moderate Positive-Negative Balance
19,5.0,-3.0,4.0,-2.0,6.0,-4.0,5.0,-3.0,3.0,-1.0,8.0,-5.0,3.0,-7.0,0.0,10.159,Exploring Interaction Effects
20,0.41330610991691685,6.010887922489154,-2.9141088897088245,-8.264423843241843,14.0392983889854,-7.633458036112042,-0.44164173723979516,-7.0761631553208915,-15.608664919890154,-6.664575587532823,2.836488863182808,2.477014691678093,-4.622074985571963,-5.210329850738599,-0.5080676810480469,4.872,None
21,-1.3675001298991916,-2.318483497529744,-10.164193343814027,-6.059540668248047,6.203913488051818,-3.421268641755706,-8.692772409803052,2.8873362247662797,-1.8920861135573617,-2.2785132684234988,5.832035171284005,8.550040030595497,16.615698851503346,-11.306856244629206,-2.02274674467699,4.861,None
22,-1.0510665522214424,-3.049115383762075,-8.962507882909033,9.120792750290171,-6.1302504530982524,-0.36036062286019543,4.251076635542184,8.773477757745397,4.782288669407315,4.384058489420433,-2.3432376633382397,2.157216021040554,-5.396808224518079,-7.160523222582146,12.115175720804373,6.238,None
23,-10.125402871146033,18.895298290298662,-12.185071663290032,4.032552495712025,-0.448546562928815,0.2528637384043968,5.841780390375455,-1.8037847971070846,6.29287705397077,-9.125505982410921,-3.7046833222281315,4.21468616761365,-3.5104613989121205,-5.0161197837766345,-5.03140451725346,4.871,None
24,-8.42697395006757,-6.523153517652837,-2.5504228812572833,3.7865938932903234,-8.759419519078183,16.890007914051985,0.32406158535366814,10.680542127276077,0.28093444916623156,4.953111944459927,-4.040004737255117,-1.0300117271009626,3.3580049159038694,6.747609248824119,-7.549139469293081,4.918,None
25,2.510919391508658,6.418558415021671,-16.13519491972422,-2.9657653947364544,4.602028271570013,1.3771601695672047,6.217217472409004,11.120126742633524,5.945481002038896,6.762161351000437,12.251362754303365,-1.393953800493744,-2.2006756876623257,-3.0446338914086226,-5.281296629383721,5.0,None
26,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,17.411,Slightly Adjusted Central Values
27,7.0,8.0,6.0,9.0,7.0,8.0,6.0,9.0,7.0,8.0,6.0,9.0,7.0,8.0,5.0,6.471,Enhanced Moderate Configuration
28,-1.0,1.0,0.0,2.0,0.0,1.0,-1.0,1.0,0.0,2.0,-1.0,1.0,0.0,1.0,-1.0,18.11,Balanced Mix with Minor Extremes
29,-0.5,-0.2,-0.1,-0.3,1.0,2.0,0.0,1.0,0.0,-0.5,0.5,1.0,0.0,0.0,0.0,18.101,Exploring Negative Positivity
30,-8.95173051337036,5.629122867810182,0.8869086950751814,-11.234585088259276,7.816346493056081,-4.783281531475648,-3.079690388640863,-4.34248877915887,-2.0843628131053578,16.810132428119935,-6.70086500296328,-0.12563014454485355,8.522763124921056,1.599124891398617,-9.597231593902656,4.738,None
31,-2.6133302714437043,4.743495158126883,6.8765283857326125,3.2270911700488014,10.243068299727135,15.884885306808151,5.6033607517878465,-1.8107073072048578,-9.125068429710328,10.175111731419705,-0.5483815158537482,4.088818251948837,16.682759848882178,-7.433997465457509,-0.6131730130211785,4.042,None
32,0.2447130617876354,-6.723420172694983,-4.848678653865303,4.974140102120458,0.4396165277114221,1.3289906480729314,5.513693923741613,4.439316227926277,9.639490835575309,9.622213098055461,3.672727787242799,-11.323695120421181,-17.02680284837834,13.10762866527503,-7.053895111891745,4.092,None
33,3.566464578469507,-9.591649922514556,7.488470776056978,-7.409111392343412,7.9794897942171445,7.4743785446824305,-1.4986312982433212,8.860827309303161,-9.910154160540152,0.3482446460404951,3.824432647286031,4.116118457096377,-3.620020246262367,10.343378947202687,5.130507758178815,5.181,None
34,10.88648882598686,-11.261179757230213,-0.4488506283923961,1.18854136733243,-13.536194933794398,-5.354926987533293,-0.6524116129577315,-0.5152949612839812,-3.9995490441486936,2.8595671359855217,-7.680008568132351,13.108678935608381,-3.6371655733898614,-2.0297490833720246,2.82889690637478,5.12,None
35,-8.19753460717559,-9.078466799482701,14.114203012817967,2.7320899203106848,17.834212627762476,-5.520824030049237,2.244068400025675,8.905193912080485,5.027961216692034,-7.619262244820277,-4.7174799018926095,1.0123260395126792,1.8629126721236986,4.974645974447462,0.4407436863041738,4.692,None
36,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,17.632,Refined Central Engagement
37,-0.5,1.0,0.0,2.0,0.0,1.0,-0.5,2.0,0.0,3.0,-0.5,1.0,0.0,1.0,0.0,16.769,Enhanced Mixed Configuration
38,6.0,7.0,6.0,7.0,6.0,7.0,5.0,8.0,7.0,8.0,6.0,9.0,6.0,7.0,5.0,7.127,Elevated Moderate Focus
39,10.0,5.0,8.0,11.0,12.0,9.0,7.0,10.0,6.0,4.0,3.0,2.0,1.0,5.0,4.0,6.626,Single-Sided Positive Exploration
40,0.08966161095783676,3.3756858467795254,-3.821116076472105,-5.414818053152853,-12.513617887884035,4.3448196362492055,-9.156193120370538,0.21546572773822703,2.989793327529732,0.0899295725390381,14.747725849166947,-2.9291869696694732,-2.659294043157331,-0.5149821947212381,-9.73950925652817,5.581,None
41,1.2456123091725644,-10.370139581522487,5.116180065476456,-6.562016708612273,11.248406607608722,-5.298191927571416,-4.2809878278701206,-4.815584427599504,-4.247946714900888,-5.665629560771258,9.229854192498259,6.989672284995933,4.12501453187803,2.8776972963432357,-1.6080594284430205,5.978,None
42,-1.3401811309626979,2.101930371286649,-4.741432503368326,13.378689787251439,2.427107410654493,10.795139362918448,-7.462808005229629,5.091691020340846,1.503307228802381,10.077525832316532,-11.01788729554028,14.90774121578098,-15.84266941955676,7.904092364228703,-9.542625406444817,3.476,None
43,4.259149184077678,-3.077935799936693,5.690243732684571,-1.5417535293957307,-7.521162622557288,13.848289432487235,3.0258312937927414,6.249979393521279,1.4021107487216078,-0.39191028144243845,-9.910998517042657,-6.418321703641155,1.1533336632484463,-7.466134497499311,-7.70556400707672,5.635,None
