iteration,x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,target
1,15.0,18.0,19.0,20.0,18.0,17.0,16.0,15.0,14.0,13.0,12.0,11.0,10.0,9.0,8.0,2.985
2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,9.303
3,-25.0,-20.0,-18.0,-15.0,-10.0,-5.0,-25.0,-15.0,-10.0,-20.0,-30.0,-18.0,-17.0,-27.0,-29.0,2.296
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.945
5,10.0,9.5,10.5,11.0,10.0,10.0,10.0,9.0,8.5,10.0,11.5,12.0,11.3,10.7,10.2,3.046
6,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,15.352
7,10.0,11.0,12.0,9.0,10.0,10.0,11.0,9.5,8.0,11.5,11.0,10.0,10.5,10.2,10.0,3.521
8,-1.0,0.0,1.0,-1.0,0.0,1.0,-1.0,0.0,1.0,-1.0,0.0,1.0,-1.0,0.0,1.0,18.932
9,15.0,10.0,10.0,15.0,10.0,15.0,10.0,15.0,10.0,15.0,10.0,12.0,14.0,11.0,13.0,3.577
10,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,17.692
11,3.0,3.5,4.0,3.5,3.0,3.0,3.5,3.0,3.0,4.5,4.0,3.5,4.0,3.0,3.0,10.621
12,-0.5,0.5,-0.5,0.5,-0.5,1.5,-0.5,0.5,1.5,-0.5,0.5,-0.5,1.5,0.5,-0.5,16.617
13,-10.0,-5.0,-3.0,0.0,-8.0,-10.0,-6.0,-2.0,-4.0,-7.0,-9.0,-3.0,-5.0,-8.0,-6.0,7.485
14,2.5,3.0,3.5,2.0,2.5,3.0,2.5,2.5,3.0,3.5,4.0,3.5,2.5,3.0,3.0,11.188
15,-0.1,0.1,-0.1,0.1,-0.1,0.0,-0.1,0.1,0.0,-0.1,0.1,-0.1,0.1,0.0,-0.1,21.206
16,5.0,6.0,7.0,5.5,5.0,6.0,5.5,5.0,6.0,7.5,7.0,6.0,7.0,5.5,6.0,6.786
17,12.0,13.0,14.0,13.5,12.0,11.0,12.5,10.0,11.5,14.0,13.0,15.0,11.0,14.0,12.0,2.646
18,-0.05,0.05,-0.05,0.05,-0.05,0.05,-0.05,0.05,0.0,-0.05,0.05,-0.05,0.05,0.0,-0.05,21.647
19,1.0,1.5,1.0,1.5,1.0,1.0,1.5,1.0,1.0,1.5,1.0,1.5,1.0,1.0,1.0,16.386
20,4.0,4.5,5.0,4.5,4.0,4.5,4.0,4.0,4.5,5.0,4.5,4.0,5.0,4.5,4.0,8.718
21,10.0,12.0,11.0,10.5,11.0,10.0,12.0,10.0,11.0,12.0,10.0,11.0,9.5,11.0,10.5,3.358
22,0.1,0.0,-0.1,0.0,0.1,0.0,-0.1,0.0,-0.1,0.0,0.1,0.0,-0.1,0.0,0.1,21.392
23,1.2,1.6,1.2,1.6,1.2,1.2,1.6,1.2,1.2,1.6,1.2,1.6,1.2,1.2,1.2,15.443
24,4.5,5.0,5.5,5.0,4.5,5.0,5.0,4.5,5.5,5.0,5.5,4.5,5.0,5.0,5.5,7.501
25,0.05,-0.05,0.05,-0.05,0.05,-0.05,0.05,-0.05,0.05,-0.05,0.05,-0.05,0.05,-0.05,0.05,21.617
26,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,21.077
27,3.5,4.0,4.5,4.0,3.5,4.0,4.0,3.5,4.5,4.0,4.0,3.5,4.5,4.0,4.0,9.317
28,0.01,-0.01,0.01,-0.01,0.01,-0.01,0.01,-0.01,0.01,-0.01,0.01,-0.01,0.01,0.0,-0.01,21.902
29,1.1,1.3,1.5,1.3,1.1,1.1,1.3,1.1,1.2,1.5,1.1,1.3,1.1,1.1,1.1,16.159
30,4.0,4.5,5.0,4.0,3.5,4.0,4.5,4.0,4.5,5.0,4.0,4.5,4.0,4.0,4.5,8.936
31,0.005,-0.005,0.005,-0.005,0.005,-0.005,0.005,-0.005,0.005,-0.005,0.005,-0.005,0.005,0.0,-0.005,21.925
32,1.05,1.55,1.05,1.55,1.05,1.05,1.55,1.05,1.05,1.55,1.05,1.55,1.05,1.05,1.05,16.21
33,3.0,3.5,4.0,3.5,3.0,3.5,3.5,3.0,3.5,4.0,3.5,3.0,4.0,3.5,3.0,10.324
34,0.001,-0.001,0.001,-0.001,0.001,-0.001,0.001,-0.001,0.001,-0.001,0.001,-0.001,0.001,0.0,-0.001,21.942
35,1.1,1.4,1.2,1.6,1.1,1.2,1.5,1.3,1.1,1.6,1.2,1.5,1.1,1.3,1.2,15.594
36,2.5,3.0,3.5,4.0,3.5,3.0,3.5,2.5,3.5,4.5,3.0,4.0,3.5,2.0,3.0,10.445
37,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,21.945
38,1.2,1.3,1.2,1.4,1.1,1.2,1.3,1.3,1.2,1.5,1.1,1.4,1.1,1.2,1.1,15.902
39,2.5,3.0,3.5,3.0,2.5,3.0,3.5,3.0,3.5,3.0,3.5,3.0,3.5,2.5,3.0,10.948
40,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,21.945
41,1.0,1.6,1.3,1.7,1.2,1.1,1.4,1.2,1.1,1.7,1.3,1.4,1.2,1.4,1.2,15.497
42,2.2,3.5,3.8,3.2,2.7,3.3,3.6,3.1,3.6,3.2,3.7,3.2,3.6,2.8,3.1,10.576
43,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,21.945
44,1.2,1.4,1.1,1.6,1.2,1.0,1.3,1.4,1.1,1.5,1.2,1.4,1.1,1.3,1.2,15.707
45,0.001,-0.001,0.001,-0.001,0.001,0.001,-0.001,0.001,0.001,-0.001,0.001,0.001,0.001,0.0,-0.001,21.942
46,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,21.945
47,1.1,1.5,1.2,1.6,1.1,1.0,1.4,1.5,1.1,1.6,1.2,1.5,1.1,1.3,1.2,15.585
48,0.002,-0.002,0.002,-0.002,0.002,0.002,-0.002,0.002,0.002,-0.002,0.002,0.002,0.002,0.0,-0.002,21.938
49,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,21.945
50,1.3,1.5,1.4,1.7,1.3,1.1,1.4,1.6,1.2,1.8,1.3,1.5,1.5,1.2,1.1,15.079
51,2.2,3.1,3.6,3.3,2.8,3.4,3.6,3.1,3.4,3.2,3.7,3.2,3.5,2.7,3.2,10.601
52,0.001,-0.003,0.003,-0.001,0.001,0.003,-0.001,0.001,0.003,-0.001,0.001,0.003,0.001,0.0,-0.003,21.937
53,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,21.945
54,1.2,1.5,1.3,1.7,1.2,1.1,1.4,1.5,1.2,1.7,1.3,1.5,1.2,1.4,1.2,15.219
55,0.001,-0.002,0.002,-0.001,0.001,0.002,-0.001,0.001,0.002,-0.001,0.001,0.002,0.001,0.0,-0.002,21.94
56,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,21.945
57,1.2,1.5,1.3,1.7,1.2,1.1,1.4,1.5,1.2,1.7,1.3,1.5,1.2,1.3,1.2,15.266
58,0.002,-0.002,0.003,-0.001,0.001,0.003,-0.002,0.002,0.001,-0.002,0.002,0.001,0.002,0.0,-0.002,21.938
59,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,21.945
60,1.4,1.6,1.5,1.8,1.4,1.2,1.5,1.6,1.4,1.9,1.5,1.6,1.4,1.5,1.3,14.56
61,0.001,-0.003,0.003,-0.002,0.003,0.001,-0.002,0.002,0.0,-0.002,0.003,0.001,0.0,0.0,-0.002,21.937
62,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,21.945
63,1.2,1.5,1.3,1.7,1.2,1.1,1.4,1.5,1.2,1.7,1.3,1.4,1.2,1.4,1.1,15.295
