iteration,x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,target
1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,9.303
2,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,1.995
3,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,2.312
4,20,-30,-30,20,-30,20,-30,20,-30,20,-30,20,-30,20,-30,2.06
5,5,-10,10,-15,5,0,-5,10,-3,7,-8,10,-12,8,-1,5.755
6,0,-5,0,-5,0,5,-3,0,-1,3,-7,0,0,-2,0,12.639
7,10,10,10,0,10,5,5,10,0,3,0,5,3,10,10,6.617
8,-5,5,-3,3,-1,1,-2,2,0,4,-4,1,-1,5,0,12.873
9,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,10.932
10,-2,-3,0,-5,0,4,-2,0,-2,2,-6,1,1,0,-1,13.728
11,10,8,10,0,10,6,4,10,1,3,1,5,4,10,10,6.726
12,-4,3,-1,2,1,2,-1,2,1,5,-2,3,0,5,2,13.639
13,-3,-4,-3,-4,-4,-3,-4,-4,-3,-5,-3,-4,-4,-4,-3,11.459
14,-3,-3,-3,-4,-4,-2,-4,-4,-2,-4,-3,-4,-3,-4,-3,12.066
15,-1,0,1,-3,1,5,-2,1,0,3,-4,2,1,0,-1,14.811
16,-2,2,-1,1,0,3,0,3,2,5,-1,2,0,4,1,14.584
17,0,0,-1,1,0,2,1,-1,0,1,-1,0,0,1,-1,18.67
18,0,1,0,0,1,3,1,0,0,2,-2,1,0,0,0,17.731
19,2,2,1,0,2,4,2,1,1,3,-1,3,1,0,1,15.535
20,-1,2,-1,0,1,2,0,3,0,4,-1,3,-1,1,2,15.727
21,-1,0,0,1,0,3,1,1,0,2,-2,0,1,0,0,17.643
22,0,1,0,0,1,3,1,0,0,2,0,2,1,0,0,17.731
23,2,2,1,0,2,4,2,1,1,3,0,3,1,1,1,15.535
24,0,1,-1,1,0,2,0,2,1,4,-1,3,0,1,2,16.2
25,0,0,0,0,1,1,1,0,0,1,-1,0,0,0,1,19.569
26,0,0,0,0,1,1,2,0,0,2,-1,1,0,0,1,18.548
27,1,2,1,0,2,3,1,1,1,3,0,2,1,1,1,16.493
28,-1,0,1,1,0,2,1,-2,0,3,-1,1,0,1,2,17.163
29,1,1,0,0,1,2,1,0,1,1,0,1,0,0,0,18.797
