iteration,x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,target
1,-5.0,0.0,10.0,5.0,-5.0,15.0,0.0,-10.0,20.0,-3.0,1.0,12.0,-6.0,3.0,-15.0,5.0
2,18.0,15.0,12.0,10.0,18.0,5.0,10.0,20.0,19.0,11.0,14.0,17.0,5.0,13.0,2.0,3.242
3,-30.0,-15.0,5.0,20.0,-10.0,8.0,4.0,0.0,-20.0,10.0,15.0,-25.0,-10.0,20.0,-5.0,2.846
4,-25.0,-28.0,-15.0,-30.0,-20.0,-5.0,-12.0,-10.0,-25.0,-30.0,-18.0,-14.0,-19.0,-15.0,-30.0,2.234
5,0.0,0.0,10.0,-10.0,5.0,7.0,2.0,-15.0,-2.0,3.0,8.0,-1.0,6.0,4.0,0.0,7.4
6,2.0,1.0,11.0,-8.0,6.0,8.0,3.0,-10.0,-1.0,4.0,7.0,0.0,7.0,5.0,1.0,7.969
7,15.0,10.0,19.0,10.0,12.0,14.0,10.0,18.0,16.0,7.0,11.0,15.0,4.0,8.0,5.0,3.621
8,1.0,-1.0,9.0,-9.0,7.0,6.0,1.0,-14.0,1.0,5.0,8.0,2.0,5.0,4.0,0.0,7.706
9,-28.0,-20.0,-10.0,-25.0,-19.0,-8.0,-14.0,-12.0,-23.0,-28.0,-10.0,-18.0,-22.0,-10.0,-25.0,2.362
10,3.0,2.0,12.0,-7.0,6.0,8.0,4.0,-9.0,0.0,5.0,8.0,1.0,8.0,6.0,2.0,7.609
11,18.0,12.0,19.0,11.0,14.0,15.0,10.0,19.0,17.0,8.0,12.0,16.0,5.0,9.0,6.0,3.294
12,1.0,0.0,10.0,-6.0,5.0,7.0,2.0,-8.0,1.0,4.0,9.0,3.0,6.0,4.0,1.0,8.724
13,4.0,3.0,13.0,-6.0,7.0,9.0,5.0,-7.0,3.0,6.0,10.0,2.0,9.0,7.0,3.0,6.939
14,17.0,11.0,20.0,12.0,15.0,16.0,11.0,20.0,18.0,9.0,13.0,17.0,6.0,10.0,7.0,3.125
15,2.0,2.0,11.0,-7.0,8.0,7.0,3.0,-6.0,2.0,5.0,8.0,2.0,7.0,3.0,1.0,8.307
16,-26.0,-18.0,-10.0,-20.0,-15.0,-7.0,-12.0,-10.0,-18.0,-26.0,-9.0,-16.0,-20.0,-8.0,-22.0,2.621
17,3.5,2.5,12.0,-6.5,7.5,8.5,4.5,-6.0,3.0,5.5,9.0,2.0,8.0,6.5,3.0,5.64
18,2.5,2.0,11.0,-6.0,8.0,7.0,3.5,-5.0,2.5,5.0,8.5,2.0,6.5,3.0,2.0,7.073
19,3.0,2.0,13.0,-5.0,7.0,8.0,4.0,-4.0,4.0,6.0,9.0,2.0,8.0,5.0,3.0,7.669
20,3.0,2.0,12.0,-6.0,7.5,8.0,4.5,-5.0,4.0,6.0,9.0,2.0,8.0,6.0,3.0,6.928
21,3.5,2.5,13.0,-5.5,8.0,7.0,5.0,-4.0,3.5,5.5,9.0,2.5,7.5,3.5,2.5,5.836
22,4.0,3.0,13.5,-6.0,7.0,9.0,5.0,-5.0,4.0,6.0,9.5,2.0,9.0,6.0,3.5,6.157
23,-27.0,-19.0,-9.0,-21.0,-14.0,-6.0,-11.0,-9.0,-17.0,-25.0,-8.0,-15.0,-18.0,-7.0,-21.0,2.689
24,3.2,2.5,12.0,-5.5,7.0,8.0,4.0,-5.0,4.0,6.0,9.0,2.5,8.0,6.0,3.0,6.655
25,3.5,3.0,12.5,-5.0,7.5,9.0,5.0,-4.0,4.0,6.5,9.0,2.0,8.5,6.5,3.5,5.653
26,4.5,2.5,13.0,-6.0,8.0,9.0,5.0,-4.0,4.5,6.0,9.0,2.0,9.0,6.0,4.0,6.192
27,-25.0,-17.5,-9.0,-20.0,-14.0,-6.0,-10.0,-8.0,-16.0,-26.0,-8.0,-15.0,-19.0,-7.5,-20.0,2.122
28,3.0,2.5,12.5,-5.0,7.5,8.5,4.5,-5.0,4.0,6.0,9.0,2.0,8.0,6.5,3.0,5.963
29,3.5,2.8,12.5,-5.0,7.5,9.0,5.0,-5.0,4.0,6.5,9.5,2.5,8.5,6.5,3.5,5.263
30,4.5,3.0,13.0,-5.0,8.0,9.0,5.0,-4.0,4.5,6.0,9.5,2.0,9.0,6.5,4.0,5.928
31,-25.5,-18.5,-9.0,-20.5,-14.0,-6.0,-11.0,-8.5,-16.5,-26.5,-8.5,-15.5,-19.0,-7.5,-20.5,0.694
32,3.5,2.0,12.0,-4.5,7.0,8.0,5.0,-5.0,3.5,6.0,9.0,2.0,8.5,6.0,3.0,6.503
33,4.0,2.8,12.8,-4.8,7.8,9.2,5.2,-4.0,4.2,6.4,9.2,2.4,8.7,6.7,3.4,5.527
34,4.4,3.2,13.5,-4.5,8.5,9.5,5.1,-4.5,4.8,6.8,9.8,2.3,8.2,6.3,4.2,4.932
