iteration,x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,target
1,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,2.312
2,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,1.995
3,-10,5,0,10,-5,-15,2,-20,15,12,-8,8,-2,14,-1,4.518
4,10,-10,5,-5,0,15,-15,8,-8,2,-2,12,-12,18,-18,4.22
5,-20,10,-15,5,0,18,-8,17,-3,12,-10,3,-2,14,-28,3.331
6,-5,15,5,10,-10,-8,2,-5,20,10,-2,0,-3,16,-1,4.97
7,8,-12,3,-3,1,10,-10,6,-6,4,-4,14,-14,18,-18,4.528
8,-8,12,8,0,3,-6,9,-2,16,5,-1,1,10,-2,-15,5.808
9,-3,14,7,9,-8,-5,3,-4,19,11,-1,1,-2,15,-3,5.362
10,7,-11,2,-2,2,9,-9,5,-7,3,-3,13,-13,17,-17,4.941
11,-6,13,9,1,5,-4,8,-1,17,6,0,2,11,-3,-12,5.865
12,-4,15,6,8,-7,-5,4,-3,19,12,-1,2,-1,15,-2,5.339
13,5,-10,4,-1,2,8,-8,4,-5,2,-2,12,-12,19,-19,4.981
14,-5,14,8,0,4,-4,7,0,18,7,1,3,12,-1,-10,5.872
15,-4,15,7,9,-6,-4,5,-3,19,11,0,1,-1,15,-3,5.352
16,-3,15,8,1,3,-3,6,0,18,9,1,2,12,-1,-9,5.888
17,-5,13,6,0,4,-5,9,-2,17,6,0,3,11,-2,-10,6.14
18,-4,15,7,9,-5,-4,5,-3,19,12,1,2,-1,15,-3,5.311
19,-3,15,8,1,4,-2,8,0,18,10,1,3,13,-2,-5,5.805
20,-5,14,6,1,3,-4,9,-2,17,6,0,3,10,-1,-8,6.317
21,-4,13,9,2,5,-3,7,-1,18,7,1,2,10,-3,-7,6.231
22,-3,15,9,2,4,-2,6,0,18,10,1,3,13,-2,-4,5.859
23,6,-12,7,-1,3,8,-8,4,-7,3,-2,11,-11,18,-18,4.977
24,-4,14,8,3,2,-3,7,-1,17,5,0,2,10,-1,-5,6.622
25,-2,15,10,2,5,-3,7,1,19,11,2,3,14,-1,-4,5.484
26,6,-10,5,-2,3,9,-9,5,-6,4,-2,12,-12,18,-18,4.938
27,-4,14,8,3,5,-2,7,0,18,8,2,4,11,-2,-6,6.079
28,-2,15,9,2,4,-2,6,1,18,12,1,3,14,-2,-5,5.627
29,-3,14,10,3,3,-3,7,2,19,10,1,3,12,-1,-6,5.737
30,-2,15,8,1,5,-3,7,0,18,10,2,3,13,-2,-5,5.814
31,-4,14,7,2,4,-4,8,-1,17,6,1,2,11,-1,-7,6.333
32,-2,15,9,2,5,-2,6,1,18,12,1,3,14,-2,-4,5.627
33,-3,14,10,3,3,-3,8,0,19,10,2,3,13,-1,-5,5.654
34,-4,14,8,2,3,-3,7,-1,18,6,1,2,11,-1,-6,6.302
35,-1,15,9,2,5,-2,6,1,18,12,1,3,14,-2,-4,5.636
36,-3,14,11,4,2,-4,8,1,17,10,2,4,13,-1,-5,5.755
37,-4,15,10,1,4,-3,6,0,19,11,1,2,12,-1,-6,5.636
38,-4,14,8,3,3,-2,7,-1,18,7,2,3,11,-2,-5,6.253
39,-1,15,10,2,5,-2,6,1,18,12,1,3,14,-2,-4,5.581
40,-3,14,11,3,2,-4,8,1,19,10,2,3,13,-1,-5,5.584
41,-4,15,8,2,3,-3,8,-1,18,8,1,2,10,-1,-6,6.115
42,-2,15,9,3,4,-2,6,1,18,12,1,3,14,-2,-5,5.613
43,-3,14,10,4,3,-4,7,1,19,10,2,3,13,-2,-6,5.613
44,-4,15,8,3,4,-3,7,0,18,11,1,2,12,-1,-4,5.856
45,-2,14,10,1,5,-3,6,0,19,12,1,3,13,-2,-6,5.567
46,-1,15,10,2,5,-2,6,1,18,11,1,3,14,-2,-3,5.668
47,-3,14,12,3,2,-4,8,2,19,9,2,4,13,-2,-6,5.506
48,-4,15,9,3,5,-3,7,0,18,10,1,3,12,-2,-5,5.786
49,-2,15,9,3,5,-2,6,1,18,11,1,3,14,-1,-5,5.662
50,-3,14,10,4,3,-4,8,0,19,10,2,3,13,-1,-6,5.581
51,-4,15,9,3,4,-3,7,0,18,10,1,3,12,-1,-5,5.824
52,-2,15,9,3,5,-2,6,1,18,12,1,3,14,-2,-5,5.587
53,-2,14,11,3,5,-4,8,0,19,10,2,4,13,-1,-6,5.492
54,-4,15,8,2,4,-3,7,0,18,10,1,3,12,-1,-5,5.894
55,-2,15,10,4,5,-2,7,1,18,12,2,3,14,-2,-4,5.495
56,-1,14,10,3,5,-3,7,0,18,12,1,3,13,-1,-6,5.63
57,-3,15,9,4,4,-3,8,1,17,10,1,3,12,-2,-5,5.875
58,-2,14,11,2,3,-3,7,2,19,11,1,4,13,-1,-4,5.607
59,-2,15,9,4,5,-2,6,1,18,12,1,3,14,-2,-5,5.567
60,-1,15,10,3,5,-3,7,1,18,11,1,4,13,-1,-6,5.59
61,-3,15,9,3,4,-3,8,0,19,10,1,3,12,-2,-5,5.677
62,-3,14,11,4,4,-2,7,2,19,11,2,3,14,-1,-4,5.489
63,-3,15,9,4,6,-2,7,2,18,12,2,3,14,-2,-5,5.47
64,-2,15,12,3,5,-3,8,1,17,11,1,4,13,-2,-6,5.506
65,-4,14,9,4,4,-3,8,0,19,10,1,3,12,-1,-5,5.731
66,-1,14,11,4,5,-2,6,1,18,12,2,3,13,-1,-3,5.668
67,-2,15,9,4,5,-2,7,1,18,12,1,3,14,-2,-5,5.531
68,-1,15,10,4,5,-3,8,1,19,10,1,4,13,-1,-6,5.484
69,-4,15,9,4,4,-3,8,0,18,10,1,3,12,-1,-5,5.755
