iteration,uncertainty
5,1.149547638871925
6,0.9888114969319131
7,0.9444983306667928
8,0.8539698205533579
9,0.8328853233345093
10,0.7484834741308568
11,4.961508526784371
12,5.329512063853751
13,6.002676791471469
14,5.878183703212952
15,6.648030382590895
16,6.575918489753135
17,6.552873856316853
18,7.049801835988455
19,6.953057399584724
20,7.482412665682524
21,7.3833886444300925
22,7.681728502198921
23,7.5670829538625375
24,8.46539249770616
25,8.439759389331378
30,8.223675549540829
31,8.181267272702899
32,8.065699785547208
33,8.06559420666148
34,7.993066791599334
35,7.910528825659376
36,7.871096658016643
37,7.784326119527816
38,7.810088412108713
39,7.786440119627295
40,7.73468816125724
41,7.688018257435325
46,7.670764313936783
47,7.599071196026195
48,7.6070567999193095
49,7.635589530765239
50,7.570408853150814
51,7.515763774025897
52,7.524164410056983
53,7.490253650896074
54,7.511515801754498
55,7.528833503200755
56,7.543410842482699
57,7.554342584659176
58,7.5632750411575955
61,7.445033798934828
62,7.449989316347825
63,7.45325634662435
64,7.4127347760993985
65,7.413315812626867
66,7.407873786136069
67,7.406111901042254
68,7.3858045907735415
69,7.38592181217297
70,7.371848512940787
71,7.351051462427585
72,7.3503927860455125
73,7.3523077660819025
74,7.331302062803012
75,7.2696335061793445
76,7.240963323594097
77,7.214032311504668
78,7.179597915285686
79,7.166448357269266
80,7.133391212703962
81,7.133127186332993
82,7.097207834163445
83,7.069151614602011
84,7.069708253436117
85,7.072292769479513
86,7.070386654432412
87,7.322809817201617
88,7.365610154100177
89,7.325383581167806
93,7.249000599191833
94,7.225624972933813
95,7.2178341221748425
96,7.205819747486699
97,7.179268443005501
98,7.146774759342195
99,7.116626711471597
100,7.136150965019758
101,7.14713094213757
102,7.154418891791691
103,7.160194094274545
104,7.1909561885894755
105,7.210424837096932
