iteration,AcidRed871_0gL,L-Cysteine-100gL,MethyleneB_250mgL,NaCl-3M,NaOH-1M,P10-MIX1,PVP-1wt,RhodamineB1_0gL,SDS-1wt,Sodiumsilicate-1wt,target,constraint,allowed,hypotheses
1,1.0,1.0,1.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.02,4.0,True,Balanced Dye and Scavenger
2,0.0,0.0,0.5,0.5,0.5,5.0,0.0,0.0,3.0,0.0,0.0,4.5,True,High Surfactant and Catalyst
3,0.0,0.0,2.0,0.5,0.5,5.0,0.0,2.0,0.0,0.0,0.0,5.0,True,Dye-Heavy Mixture
4,0.0,1.0,0.0,2.0,2.0,5.0,0.0,0.0,0.0,0.0,3.08,5.0,True,Optimized pH and Ionic Strength
5,0.5,0.5,0.5,0.5,0.5,5.0,0.0,0.0,0.0,0.0,0.25,2.5,True,Minimalist Approach
6,0.0,0.25,0.25,1.0,1.0,3.0,0.5,0.0,0.0,0.0,1.0,3.0,True,None
7,0.0,0.0,0.0,0.75,1.5,1.0,0.0,0.0,0.75,0.75,0.18,3.75,True,None
8,1.0,0.75,0.0,0.0,0.0,1.8,1.0,1.0,0.0,0.0,0.0,3.75,True,None
9,0.0,0.0,0.0,0.5,2.0,3.6,0.25,0.0,0.0,0.0,0.67,2.7499999999999996,True,None
10,0.0,0.0,1.0,1.0,0.0,2.2,0.0,0.0,1.25,0.25,0.0,3.5,True,None
11,0.0,0.75,0.0,0.5,0.75,4.0,0.0,0.0,0.0,1.25,17.53,3.25,True,None
12,0.0,0.75,0.0,0.25,0.5,3.8000000000000003,0.0,0.0,0.0,1.25,15.84,2.7500000000000004,True,None
13,0.0,0.75,0.0,0.25,0.75,4.0,0.0,0.0,0.0,1.5,14.16,3.25,True,None
14,0.0,0.75,0.0,0.5,0.5,3.8000000000000003,0.0,0.0,0.0,1.0,18.73,2.7500000000000004,True,None
15,0.0,0.75,0.0,0.75,0.25,3.8000000000000003,0.0,0.0,0.0,1.0,14.7,2.7500000000000004,True,None
16,0.0,0.75,0.0,0.25,0.75,3.6,0.0,0.0,0.0,0.75,17.11,2.4999999999999996,True,None
17,0.0,1.0,0.0,0.5,0.5,3.8000000000000003,0.0,0.0,0.0,0.75,19.4,2.7500000000000004,True,None
18,0.0,1.0,0.0,0.5,0.75,3.6,0.0,0.0,0.0,0.75,22.22,2.9999999999999996,True,None
19,0.0,1.0,0.0,0.5,0.75,3.4000000000000004,0.0,0.0,0.0,0.75,21.55,3.0,True,None
