iteration,uncertainty
5,5.8071865821583515
6,5.502973840095274
7,5.577932853074153
8,6.555719468564546
9,7.729173488858683
10,8.399825157481015
11,8.526580001442932
12,8.71189218794668
13,8.815371959887825
14,8.587798447808902
15,8.629905283145941
16,8.557158199163082
21,7.71288446942259
22,8.366817946440742
23,8.42179194900454
24,8.444787123297361
25,8.458724959915944
26,8.458747529655943
27,8.446542848516037
28,8.420097551673873
29,8.389589383753528
30,8.262348593990795
31,8.219305100566174
32,8.182222136712264
35,7.976135726037447
36,7.933658575994162
37,7.884670351067497
38,7.826968401719583
39,7.756755077198881
40,7.711772381274539
41,7.668167345411633
42,7.6160218461934015
43,7.568849646066266
44,7.539637636607194
45,7.479905643480248
46,7.412022678789252
47,7.363903034330937
52,7.329281060999413
53,7.31242990675199
54,7.273014903223779
55,7.232011477535192
56,7.194570922103017
57,7.15794655916265
58,7.1219043487785285
59,7.07600460757209
60,7.037311527977232
61,6.994535645895669
62,6.949436799135339
63,6.913292878605541
65,6.8091075466363735
66,6.793694237345353
67,6.747083367937349
68,6.7172097224720435
69,6.678740260770761
70,6.647099042899193
71,6.605435120148916
72,6.572041139395929
73,6.534662822859749
74,6.524593450383895
75,6.492422877442054
76,6.474385095664843
77,6.43757839751654
79,6.322291849844201
80,6.3153261425507425
81,6.301597288665798
82,6.290554151878036
83,6.279660282894455
84,6.265338285191552
85,6.256783660721807
86,6.247974528652238
87,6.237628348863592
88,6.22624699878012
89,6.213714085833804
90,6.202636599869995
91,6.191493448636814
92,6.179876137802547
94,6.110053262179092
95,6.077741464482437
96,6.068006765910823
97,6.058432561223957
98,6.049211548706764
99,6.03963291023465
100,6.029959894495972
101,6.071966618126876
102,6.074452650944896
103,6.063897502689291
104,6.0541862669903015
105,6.0337988463889936
