iteration,x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,target,hypotheses
1,-9.5,-9.5,-9.5,-9.5,-9.5,-9.5,-9.5,-9.5,-9.5,-9.5,315.379,Exploring Negative Extremes
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,805.347,Center of Parameter Space
3,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,365.578,Positive Extremes
4,-8.0,8.0,-8.0,8.0,-8.0,8.0,-8.0,8.0,-8.0,8.0,745.567,Mixed Extremes
5,-5.0,-3.0,-1.0,1.0,3.0,5.0,-5.0,-3.0,-1.0,1.0,760.971,Diagonal Exploration
6,-4.665712815771252,-4.366984727596948,-0.9654997381577992,-1.9472003274919096,-0.08935773067880248,4.610078679626415,-2.5892050432293123,-2.2944483006085843,-2.464280317841208,-0.7516049730986634,765.228,None
7,-4.111525221604082,2.9470339591818915,-6.411910708915044,0.6925593883243087,-2.619867452675521,4.912063306671233,1.746504548707968,5.953412893173262,-2.1765848804956374,1.1031477916117993,726.69,None
8,1.2487231060073198,0.31903323226170516,6.514950056442554,2.3487863093678802,-6.693201732744364,2.3061866844294587,-4.7275505897916075,-0.2714363973722418,-5.185578293567921,4.512822702182438,734.84,None
9,4.388513707939078,-3.4174261998125637,4.7381220142102825,-6.884248461210727,2.52633137737686,2.59092201035525,-1.387577992202459,-1.397591801021254,5.5351368552553675,-5.489279302630138,733.437,None
10,-1.7245951771133616,-5.480525666276255,2.7459187608308757,1.744314355900245,3.404871823587442,-2.878086138627882,8.191207538168017,-5.266417013778395,-2.5317910633813034,1.9786220707199458,741.065,None
11,-6.917960940586833,6.928963404649919,5.006521148980413,1.6487789096286976,-1.2236517742614843,-1.332633993549029,0.743028594459362,-3.87559306782892,2.3436910730845195,-5.046151119594715,744.567,None
12,-1.1029267743690927,4.441429677425299,1.2381305421266704,-7.621608688009313,5.596906072772197,-4.157592826786309,-2.1457497326463315,0.2820736595185963,-3.586278293450373,5.257432164039728,756.729,None
13,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,806.021,Center Exploration
14,-3.0,3.0,-3.0,3.0,-3.0,3.0,-3.0,3.0,-3.0,3.0,762.217,Mixed Values Exploration
15,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,751.773,Slightly Negative Exploration
16,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,800.232,Positive Exploration
17,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,800.891,Exploration of Intermediate Values
18,-2.4125269348487492,-4.377297185272341,3.4378458542568153,3.0041878575786125,2.7865237744314415,-4.756119914330696,-2.63866221779498,9.429201282031858,2.7985723099032542,1.5831770269062184,733.157,None
19,3.3072553242651024,2.411335117301534,-3.783338655269039,-1.1223195599863194,-2.4544261194151273,1.43477157129748,0.7335702119999916,-5.556775836300703,6.16738434638577,7.678460697461409,747.846,None
20,6.909263706846037,3.8957867364772354,-1.5238890838727923,3.069107840221131,4.9155353709770475,2.555479253224327,-0.2519070156299379,-1.5444819271220205,-6.141734253066982,-3.2117360638284227,743.524,None
21,-10.0,10.0,10.0,-10.0,1.1106215202339,10.0,10.0,-10.0,-10.0,10.0,263.56,None
22,10.0,10.0,-10.0,-10.0,10.0,-10.0,-10.0,10.0,1.7332911908510724,10.0,263.198,None
23,1.201335662801817,-9.662484712932027,-1.5526850904879639,10.0,-10.0,10.0,2.3123552941511547,-0.9627143820603079,10.0,-2.861571287227904,497.645,None
24,-2.661,0.317,5.067,-1.27,5.031,-0.468,-0.946,2.459,-3.108,0.054,769.116,Exploration of Slightly Negative and Positive Values
25,-2.66,0.317,5.067,-1.27,5.031,-0.468,-0.946,2.459,-3.108,0.055,769.117,Slight Variation in Parameter Values
26,-0.9110198040259937,3.4258130394748973,3.255574282250426,2.486256611952018,2.1632839119160585,-6.104401580228056,0.18746064149059927,-2.755172316740651,2.6764209102658327,5.530795810576703,755.977,None
