iteration,x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,target,hypotheses
1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,733.063,Positive Quadrant Exploration
2,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,724.175,Negative Quadrant Exploration
3,3.0,-3.0,4.0,-2.0,1.0,-1.0,2.0,-4.0,0.0,-5.0,783.728,Mixed Values Exploration
4,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,315.64,Boundary Exploration
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,805.347,Central Point Exploration
6,-1.3397527877597852,2.3759608706561224,-0.6520385010162748,1.8871080369040207,-2.003307726341614,1.4266106986850815,-1.4458311438184452,-4.013254748589425,-1.463747617012066,2.141854864948593,787.732,None
7,-2.2845255587630553,4.235543618720597,3.396865706153346,-2.6642095227586915,-3.027576102131616,5.230511891400368,5.3356370203558185,1.9367531023012565,5.073351783707761,-1.8350109683205686,747.389,None
8,3.965051224866864,-1.9641376720085453,1.3361720152603964,5.1379814903125505,7.948378314762715,-0.9408694285856986,-0.8115941115230738,0.5946443473920536,-2.7649449491290623,3.2641794088784355,775.876,None
9,9.270206857350551,1.5272709701279943,-0.3460787259966614,1.8554521454946844,-2.9955790750971927,-3.394057754834015,-1.0986192084835913,1.3606063348064654,4.696202278746303,2.859003773556922,743.483,None
10,-2.8396477797934634,4.751367584873789,-0.7279530451702213,-1.8581296312996873,8.675955193268598,-2.2899708785766264,5.139224645504619,-1.4939082895412055,0.39829594189958917,2.0870169684859246,746.448,None
11,-0.2584533622755778,-3.9829322893841006,4.345924420636946,4.781533010182567,0.2568404188351928,7.183416479335439,-1.2923504512518331,4.075720862473687,-2.1306974673246026,-0.4810450957861236,779.184,None
12,2.147512517693057,5.126589383211372,7.27453847549704,-0.21880702272380034,0.38966773556843437,-0.644285240281114,-1.2144241552880581,4.425032553893104,-7.128487470437365,-0.03987996102221059,755.934,None
13,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,805.432,Central Point Exploration
14,2.0,-2.0,3.0,-1.0,0.5,-0.5,1.5,-3.0,0.5,-4.0,786.048,Refined Mixed Values Exploration
15,4.0,-4.0,2.0,-2.0,1.0,-1.0,3.0,-3.0,0.0,-2.0,785.353,Positive and Negative Balance
16,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,806.021,Refined Central Exploration
17,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,729.939,Boundary Avoidance
18,-2.850199987840475,-3.1306879455976633,-5.181297004049022,-1.4593919368895105,3.849359675341165,5.13977735923738,-6.000503711005125,5.31357902027271,4.307794673519912,5.693803964889578,716.749,None
19,-1.9446412584952986,-1.1990216743001334,-2.577992890623574,8.189934657234398,-1.9103843700048864,-1.6535447477465033,6.267660383104197,4.276265463793868,-2.821126903046004,0.28577017710503366,747.561,None
20,10.0,-10.0,10.0,-10.0,10.0,8.185427667310849,-1.7743183338266157,-10.0,-10.0,-10.0,300.132,None
21,-3.202915954544729,-5.4810727238667045,10.0,0.6746433915709941,-0.6539606253727278,-7.534638400960177,0.7810423689971969,-0.4421945620740078,2.0066683727128205,3.697509692997944,705.941,None
22,6.666878990681923,0.08737084672543696,0.06617271444324527,-4.969838420916066,-4.951152442569207,-10.0,10.0,-10.0,3.324653079957213,-10.0,547.818,None
23,3.877824709104422,4.252316710803759,-5.055913859879918,1.7508651987199213,0.2676337535295409,5.493203907714697,0.252949605771707,4.415873742583676,-4.533581784906412,0.9344862785081871,774.566,None
24,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,805.533,Central Point Exploration
25,1.5,-1.5,2.5,-0.5,0.0,-0.5,1.0,-2.0,0.5,-3.0,794.903,Refined Mixed Values Exploration
26,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,805.664,Slight Perturbation Around Central
27,3.0,-3.0,1.0,-1.0,0.5,-0.5,2.0,-2.0,0.0,-1.0,788.566,Balanced Positive and Negative Values
28,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,511.883,Avoiding Extreme Boundaries
29,-2.9287842083010798,-3.0389259392026347,-2.7298312097846096,-2.855649625074762,-3.03931903151252,-2.8171148558000887,-3.1909236208572085,-3.09781642234159,-3.4423334156703773,-3.1478591850858884,735.324,None
30,-9.514132250698745,-9.5121176731969,-9.514141999147405,-9.51215811788052,-9.511961421306554,-9.5121305482058,-9.513031778674035,-9.510525084911846,-9.510665740929147,-9.51010024907435,308.515,None
31,1.1223060820366462,-0.2191466697369274,1.6311753743276203,2.321416264410352,0.45545335310167434,1.939558207919548,-0.3498576254271899,-0.7854957748349581,-2.41787670983638,0.11686653944904353,796.105,None
32,1.0951730899316612,1.7870970582624013,1.3855534824152338,0.15168564980089905,0.8487131461291801,-0.5128834370363201,0.8097320964108841,-3.02791195285764,-1.036888351074595,0.5432689858343152,796.853,None
33,1.0838001909980766,1.5022659977260762,0.4538852806255636,0.18209922538233708,-2.24326978103012,2.5185766287641616,1.2846943103904302,-1.3812299250984392,-0.4361159413888016,-0.48955949379072455,795.287,None
34,1.8965382735222047,2.674211754002647,-2.1389407513168863,1.6293087830275879,0.4333140513837648,1.2749726419391545,0.0851731858180992,0.22022033340497754,-2.160550686185513,1.102860104232924,790.601,None
35,2.0875253801993825,0.47102420885663854,-0.03936797416771346,2.954865637599394,-1.0761835879634312,-0.19447064421153423,-0.7557860496242594,-1.9726506292783001,0.9711865666642409,0.14539154526811243,796.673,None
36,-0.9560944310052314,0.29883995892069026,-0.5161203048692681,2.9631327046717786,0.2932641120135964,0.5510874794144256,2.577811107213956,-1.7302103946653813,-0.4626779210890496,-0.4135504039314563,797.679,None
37,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,805.829,Central Point Exploration
38,1.0,-1.0,2.0,-0.5,0.0,-0.5,1.0,-1.5,0.5,-2.0,800.474,Refined Mixed Values Exploration
39,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,806.23,Slight Perturbation Around Central
40,2.0,-2.0,1.0,-1.0,0.5,-0.5,2.0,-2.0,0.0,-1.0,791.535,Balanced Positive and Negative Values
