iteration,x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,target,hypotheses
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,805.347,Center Exploration
2,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,315.64,Positive Extremes
3,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,73.345,Negative Extremes
4,10.0,-10.0,10.0,-10.0,10.0,-10.0,10.0,-10.0,10.0,-10.0,205.176,Mixed Extremes
5,-5.0,-2.5,0.0,2.5,5.0,-5.0,-2.5,0.0,2.5,5.0,760.35,Diagonal Exploration
6,-2.8986208997660654,1.5719786469500714,-1.0044221907062834,3.46621451160086,0.8897294949805692,0.6249586054691846,-1.9515460412574923,2.519111907211404,-0.057366997408628405,4.41330196969115,788.619,None
7,-3.976356827146928,-1.0823631496316786,1.1893716353639832,1.693221720706351,3.8513913914897397,-7.334173173101748,-3.0087385221543217,2.792616244859456,-0.69893486925017,3.159319374604566,767.99,None
8,-7.658636732038364,8.5651055349582,-1.2977141661631442,-0.36987290704826575,1.9487100453321275,-2.3117134067487566,6.052518098424787,1.1851301283295013,-1.1135977717229535,-0.11446445512553188,746.462,None
9,1.724631721944497,8.802565454889447,-2.8214118436572106,5.610662432045398,5.64808662516238,-1.0352138499432502,-6.6279290390580625,-1.1105968201084295,-1.0752645583880078,-4.20892553052727,699.221,None
10,1.2472583496856835,3.146979115353077,-5.064032259036476,-9.110811670962319,1.9915979027259183,0.41336334064826863,-0.9279087266291212,7.425700149072435,-0.8890249936685318,6.639871300303498,756.733,None
11,3.5458584817062158,1.1093029440542348,-7.189009721944713,3.4615679960727737,-6.959774823296259,-6.019171419832826,5.3109763927053075,6.115534466405517,0.85880682322933,4.712731934143443,682.107,None
12,-4.400089633940605,4.839796357788627,9.19383740713511,-5.805300747578934,-4.42743838644807,2.744447408938413,-4.484777184204848,2.856903141429453,-0.3753791095545145,4.710961600971905,722.476,None
13,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,806.021,Central Exploration Refined
14,5.0,-5.0,5.0,-5.0,5.0,-5.0,5.0,-5.0,5.0,-5.0,728.863,Mixed Positive and Negative
15,-3.0,-1.5,0.0,1.5,3.0,-3.0,-1.5,0.0,1.5,3.0,782.833,Diagonal Exploration Refined
16,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,796.721,Exploration of Slightly Negative Values
17,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,806.79,Exploration of Slightly Positive Values
18,0.15265873227492407,-6.473053806274639,2.9880644854014586,-1.8832437245045424,5.565237555987347,5.0715980249680515,4.25349884103684,3.5491950923276856,-5.3645771472966075,-2.056478283973273,719.155,None
19,6.109602131071788,1.8403824408554152,2.799125833437835,-3.5589997717154462,0.6167729044398544,-0.7667989807344383,2.572256319023266,-7.277645063881236,-1.8926151373728202,4.740720039446415,749.639,None
20,1.8106602807305243,-0.34702065337433935,0.8383877566054516,-4.5214618490827805,-0.9977426042843737,1.9198337191070167,0.13820701428396887,1.5244026702081985,9.20730171403924,-4.504438572422463,758.906,None
21,0.3237604278581274,-1.8067306487072823,8.343809613026036,6.274707012848455,-3.208262360821523,-2.11601662318999,3.1345296106572875,-2.9584648415405876,1.7461752293048174,-4.567609788328308,748.944,None
22,-10.0,10.0,-10.0,-10.0,10.0,10.0,-10.0,10.0,10.0,10.0,210.176,None
23,5.502737437408427,2.354552550333806,3.222627347795452,-7.179968924214937,0.5083252117711762,-4.146785476331073,2.220334521299827,5.002197580396153,-1.1682207467792298,-1.8294872395473714,749.807,None
24,10.0,-9.308,2.703,1.618,-2.443,1.51,-10.0,5.766,-2.373,10.0,588.401,High Positive and Mixed Values
25,-10.0,8.065,4.439,10.0,-10.0,10.0,10.0,-10.0,-10.0,10.0,308.868,Extreme Negative and High Positive
26,1.706728343393948,0.5465097683562053,-1.3103652957713745,-2.2597329737143204,3.0793027097495105,-1.1908600386963564,6.5511780749935875,-2.8795746794386847,2.7892843676810073,-3.544897549457055,768.51,None
27,-0.21633857619503083,0.8416635772936674,7.2815448372145894,-3.0372371607401076,3.080538685048023,-0.9935743687397884,-0.11812304369462605,-3.1302801230866173,2.647939360756374,-2.8336076028130455,781.051,None
28,-1.8727003272215357,-2.918829268170073,3.9656028452055256,-5.651765276457814,-1.446057207623564,-2.530842835209025,5.378193177251273,1.9956746548947273,3.6657194274655986,4.1525846338105366,742.017,None
29,-10.0,10.0,10.0,10.0,-8.510016295440359,-10.0,-5.043577371139165,10.0,10.0,-10.0,347.438,None
