iteration,x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,target,hypotheses
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,805.347,Center Exploration
2,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,315.64,Positive Extremes
3,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,73.345,Negative Extremes
4,10.0,-10.0,10.0,-10.0,10.0,-10.0,10.0,-10.0,10.0,-10.0,205.176,Mixed Extremes
5,5.0,-5.0,5.0,-5.0,5.0,-5.0,5.0,-5.0,5.0,-5.0,728.863,Diagonal Exploration
6,2.265735291556295,-2.0720931115313976,2.2657319909989524,-2.0720935921801167,2.265732521298845,-2.0720953133240303,2.265734219269962,-2.0720962849944278,2.2657354598579587,-2.0720938825475113,774.883,None
7,-1.9012554253162899,-2.1913073569429704,-1.6021807680645062,-0.26986212901626444,5.7643065534797575,1.7334815861436637,4.270153605449366,3.514500231308552,-2.6122490448539355,-0.8397299685772251,763.29,None
8,0.1692245847114088,3.5644988692380295,2.558616612807143,-5.245191342032226,3.0719622177041246,5.657178987324771,-3.3506479785935666,2.8265250993399285,-0.43537188776067637,-2.560377569083911,766.132,None
9,-2.838567446580482,1.1545393638224728,6.177401848687427,-4.429820507454167,-2.6716247919836875,0.25074058443800934,2.626002408344807,4.024749102056838,-3.3236407206169325,5.432868685821354,760.969,None
10,-1.3176449967034531,2.4253246495861913,3.8417067951994013,2.6467736448577233,5.807624945019065,0.4041051587160529,-4.988955952307438,-2.717651089806258,-5.362114596805749,5.747800362934972,748.44,None
11,-2.9881975355747925,-3.687762199715791,6.105518597323672,6.322061780376876,-2.630307626503497,4.181864467939129,-4.003483064538755,5.293182429860547,-0.2863346767272263,-1.7684097634535847,737.716,None
12,-0.007797204930307936,4.531855041270318,-2.7351492693231934,0.15212398318554743,0.8402421223289048,-5.325077738939528,-5.009003421383625,9.242713194333646,1.5479489161984796,3.3307620117684684,727.594,None
13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,806.79,Central Exploration (Refined)
14,2.5,-2.0,2.5,-2.0,2.5,-2.0,2.5,-2.0,2.5,-2.0,775.637,Perturbed Center
15,3.0,-3.0,3.0,-3.0,3.0,-3.0,3.0,-3.0,3.0,-3.0,767.568,Diagonal Exploration (Refined)
16,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,796.721,Exploration of Slightly Negative Values
17,4.0,-4.0,4.0,-4.0,4.0,-4.0,4.0,-4.0,4.0,-4.0,789.992,Mixed Moderate Values
18,-8.161204247359535,4.818100228536601,2.864366169236642,-0.18364746813123634,1.2595366164496786,0.5494173509972602,2.4610767520378602,-3.4786159280442472,5.6706360185390645,-0.2992212435368552,771.368,None
19,0.9418895372786324,7.8015318746616416,3.9637085086611146,2.1652750662751425,-1.5386546489151571,-1.4082494951343845,4.4443759143701005,-1.7598771773826494,-3.8550384237154627,-5.274358303685481,783.175,None
20,1.6799732279677742,2.0525107991459133,1.0518739986952665,-0.7407230695544951,-3.390816093877072,7.444035216966235,5.446240884336967,-7.735439445113471,-0.9327347515143601,0.6433281051436199,768.483,None
21,2.5540194901356417,9.02794635844087,-3.697923576138874,-5.012550436006372,1.3774308853673989,-2.324297086979163,4.8113060125728495,-4.141585710011947,0.3410315640616446,2.900096910759025,742.516,None
22,2.396023133121723,4.0237380168532555,-2.833610652559862,7.0410645234961615,2.1588904455062394,2.8341937160650907,-1.1992057761982966,-5.429050203180717,3.9921081564965357,-7.336782330793631,758.938,None
23,0.6147167120868364,2.4083862832260894,-0.27865292225289007,-0.9197429382302633,-7.485602041471813,2.09689612554837,6.545053548867597,3.0420263544311004,5.557754666103038,-5.859219739266749,749.361,None
24,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,805.117,Central Exploration (Refined)
25,2.0,-1.5,2.0,-1.5,2.0,-1.5,2.0,-1.5,2.0,-1.5,790.309,Perturbed Center (Refined)
26,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,804.062,Exploration of Slightly Negative Values (Refined)
27,2.0,-2.0,2.0,-2.0,2.0,-2.0,2.0,-2.0,2.0,-2.0,778.139,Diagonal Exploration (Refined)
28,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,802.621,New Mixed Moderate Values
29,0.8066681161599732,-0.8121329043699765,2.3545485859587285,9.891198764843956,-4.50792708250177,-6.0099950742779535,6.707256797959595,-5.385617139572378,0.6580287192837241,3.981628626591535,685.437,None
