iteration,x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,target,hypotheses
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,805.347,Balanced Center Point
2,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,315.64,Positive Extremes
3,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,73.345,Negative Extremes
4,10.0,-10.0,10.0,-10.0,10.0,-10.0,10.0,-10.0,10.0,-10.0,205.176,Mixed Extremes
5,-3.5,4.2,-1.8,6.7,-2.3,3.1,-7.4,1.5,-5.0,2.9,742.728,Random Exploration
6,2.675289146383676,-0.00848796395772844,1.356836058563589,-1.9062174591752683,-2.8566610545272875,-3.140113994583076,-3.174072335199236,1.9358114864927884,1.0004571334538408,-2.4433470297091127,774.089,None
7,0.2848683041679052,3.32416535671419,-2.063342592244477,-0.09931242748815593,-4.700281357421055,1.9619041885060455,-0.7455624708391579,6.945357219177736,0.3042861458766602,2.629825816732073,784.24,None
8,0.366404919462477,3.1207868106576893,0.48776923163617525,3.6020794233183686,-3.9752928641376917,2.4899917098174704,1.8807358818208613,8.550384711058648,2.2647239070622405,0.04596752431334572,783.535,None
9,-2.869588805797844,4.160939507616565,-0.5763163016723253,3.240531677475914,5.441209975042888,-5.15283768241478,-1.5629765784078011,9.56101270150195,-3.178865468395427,-1.88366993510571,709.797,None
10,-1.3190039921195753,-5.126065283672621,0.537072277281326,7.560735277617916,-4.774367037193427,-0.13597037069845908,-4.109948224925233,2.7549909463273243,6.850400244121379,4.842137426073571,769.123,None
11,-3.270883924383173,5.169973599047636,-0.20154480207119665,2.1531630086857394,-3.262036141748278,7.0762635268761205,-5.05369687110247,0.03851605712164708,8.771662846730944,-4.3521949011271435,737.196,None
12,0.9808856325857759,-5.246533307214912,7.3137556431061945,2.4163690070413586,-5.316145005308924,8.411687495687387,-2.223586900252701,4.5577099936168475,-3.82393759952928,-0.05028501398621922,744.182,None
13,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,806.021,Refined Center Point
14,2.0,-0.5,1.0,-2.0,-2.0,-3.0,-3.0,2.0,1.0,-2.0,775.635,Perturbed Center Exploration
15,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,802.621,Mixed Perturbation
16,-4.0,2.5,0.0,5.0,-1.0,3.5,-6.0,0.5,2.0,-3.0,759.241,Exploratory Random Point
17,8.447762388295175,-1.7752573095059128,-10.0,10.0,-10.0,3.5349089708014985,6.889237894163417,2.067182599226335,0.2449286880851309,-2.334265701562695,562.863,None
18,-6.995143949474635,3.9175534488100525,8.231713294845429,0.6290721439561746,-8.267669075471854,-2.132795576701554,3.0948881272259814,1.8821570787206579,2.360976466164794,3.781170692619738,750.139,None
19,-10.0,-9.23579307027148,-0.4583032343711896,-7.560396435267657,-10.0,10.0,6.636405687719378,10.0,10.0,10.0,408.134,None
20,1.2224105998329338,6.552796814039016,9.544263976992111,10.0,-10.0,-3.9072711528067203,-10.0,10.0,1.6300185329855357,4.022219022517932,472.882,None
21,-2.008710738352924,8.702660286413296,4.2840680927721735,-3.299043185254387,-4.067063168340748,3.6929559050312672,5.9842278672997535,2.712220929052469,-4.55888322039171,-5.875434515517076,741.449,None
22,-1.567238358501976,-0.5940384221018409,3.1551443277406954,2.727395749993606,-4.068599548336482,-0.6346930190427511,2.771117718309462,0.21584459840672662,2.4974035214431844,-1.197364867179336,795.441,None
23,-6.229,-9.849,3.367,10.0,10.0,10.0,-10.0,-10.0,-4.038,10.0,364.968,Extreme Negative Exploration 1
24,-10.0,-7.734,7.684,10.0,10.0,10.0,-7.334,-10.0,-10.0,10.0,357.095,Extreme Negative Exploration 2
25,-3.1805024871152465,10.0,-3.9988328654852676,1.0093241603437157,-1.9401574376277648,-6.024829854212562,2.3524039680589444,-3.5130664813631167,5.936327834361656,3.732220054594707,681.908,None
26,10.0,10.0,-6.110397502284008,-4.801373237647817,3.8553116197943593,10.0,-8.037672203333747,10.0,-10.0,-10.0,450.683,None
27,1.7038313463895602,1.5838311508932468,4.454552670806129,-1.9348276366667727,-5.018790038305021,2.637479323061492,-0.07960081974345393,-1.3526757766711448,0.7119111315635201,0.7385310731521398,784.745,None
28,0.4998469531564002,-0.02460057862547742,4.038046600546303,0.17187868775888102,-2.9959046567794636,-2.361992314620698,5.004231469826227,3.9482435934639675,-5.812184193129044,1.6885681897173692,752.498,None
29,-10.0,5.225364961197594,-0.6105303950452075,6.105065001879567,-5.6379831327531,5.078398640266342,1.9444910037692682,7.576481326661207,-2.989989077059959,0.2156016103242455,654.294,None
30,2.095009731504844,-1.5229924805581252,0.6579101563627655,2.121718060739883,-2.8598994315058737,2.246447347249344,-0.8429101478507616,3.4317773626687833,2.9782941248977313,-2.371984854357268,788.78,None
31,-1.3265127521962263,3.6807238366050337,3.6276379864715738,-1.3559613768061476,-1.4000797033934003,-0.933403115936868,1.449056050999817,1.931302254401428,1.62067599834216,-2.4387672996626564,794.983,None
32,1.575959725615982,0.57496437902808,1.5091864869403706,3.1686920803969225,-1.2489004445585175,-2.290532190843567,-1.0136228674140058,-1.4665295727588636,0.907070950821345,0.34255751575506554,792.125,None
33,-1.0605877486922937,-7.024568631444308,-10.0,10.0,5.356738660451693,-10.0,-6.944149361049853,10.0,10.0,10.0,397.522,None
34,-1.127,-0.092,1.217,3.743,-6.562,2.798,-2.721,1.32,3.707,3.381,755.748,Balanced Exploration Point
