iteration,AcidRed871_0gL,L-Cysteine-100gL,MethyleneB_250mgL,NaCl-3M,NaOH-1M,P10-MIX1,PVP-1wt,RhodamineB1_0gL,SDS-1wt,Sodiumsilicate-1wt,target
1,0.0,0.0,0.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,2.9
2,1.0,1.0,1.0,1.0,0.5,4.0,0.5,0.0,0.0,0.0,0.02
3,0.5,0.25,0.5,0.5,0.5,2.6,0.25,0.75,0.25,0.0,0.02
4,0.0,1.0,0.0,0.25,0.0,1.8,0.25,0.75,0.25,1.0,0.07
5,0.0,0.25,0.25,0.75,0.75,2.2,0.25,0.25,0.75,0.5,0.13
6,0.0,0.0,0.0,0.5,0.5,5.0,0.0,0.0,0.0,0.0,2.93
7,0.0,0.0,0.0,0.25,0.25,5.0,0.0,0.0,0.0,0.0,2.54
8,0.0,0.0,0.0,0.5,0.5,5.0,0.0,0.0,0.25,0.0,2.22
9,0.25,0.0,0.0,0.5,0.5,5.0,0.0,0.0,0.0,0.0,1.81
10,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.93
11,0.0,0.0,0.0,1.5,0.0,5.0,0.0,0.0,0.0,0.0,2.78
12,0.0,0.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,2.65
13,0.0,0.0,0.0,0.5,0.0,5.0,0.0,0.0,0.0,0.0,2.08
14,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.25,0.0,1.81
15,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,1.6
16,0.0,0.0,0.0,0.75,0.0,5.0,0.0,0.0,0.0,0.0,2.2
17,0.0,0.0,0.0,0.0,0.5,5.0,0.0,0.0,0.0,0.0,2.31
18,0.0,0.0,0.0,0.5,0.0,5.0,0.0,0.0,0.25,0.0,1.57
19,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,2.39
20,0.0,0.0,0.0,0.0,0.75,5.0,0.0,0.0,0.0,0.0,2.0
21,0.0,0.0,0.0,0.25,0.0,5.0,0.0,0.0,0.0,0.0,2.02
22,0.0,0.0,0.0,2.0,0.5,5.0,0.0,0.0,0.0,0.0,4.68
23,0.0,0.0,0.0,0.25,0.5,5.0,0.0,0.0,0.0,0.0,2.58
