iteration,AcidRed871_0gL,L-Cysteine-100gL,MethyleneB_250mgL,NaCl-3M,NaOH-1M,P10-MIX1,PVP-1wt,RhodamineB1_0gL,SDS-1wt,Sodiumsilicate-1wt,target
1,1.0,0.0,2.0,0.0,0.0,5.0,0.0,1.0,0.0,1.0,0.0
2,0.0,3.0,1.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0
3,0.25,0.75,0.0,1.0,0.0,3.6,0.25,0.5,0.0,0.0,0.13
4,0.5,0.75,0.25,0.5,0.75,4.4,0.0,0.0,0.0,0.75,0.3
5,0.0,0.25,0.75,0.25,0.5,2.2,0.5,0.75,0.0,0.5,0.01
6,0.0,3.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,4.78
7,0.0,1.5,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,13.01
8,0.0,1.0,0.0,1.0,1.0,5.0,0.0,0.0,2.0,0.0,0.01
9,0.0,3.0,0.0,0.0,0.5,5.0,0.0,0.0,0.0,1.0,13.21
10,0.0,2.5,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,13.61
11,0.0,3.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,1.0,16.32
12,0.0,3.0,0.0,0.0,1.5,5.0,0.0,0.0,0.0,0.0,16.53
13,0.0,2.5,0.0,0.5,1.0,5.0,0.0,0.0,1.0,0.0,0.24
14,0.0,3.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,1.0,7.41
15,0.0,3.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,16.43
16,0.0,2.5,0.0,0.5,1.0,5.0,0.0,0.0,1.0,0.0,0.24
17,0.0,3.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,1.0,7.41
18,0.0,3.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,16.43
19,0.0,2.5,0.0,0.5,1.0,5.0,0.0,0.0,1.0,0.0,0.24
20,0.0,3.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,8.85
21,0.0,3.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,16.43
22,0.0,2.5,0.0,0.5,1.0,5.0,0.0,0.0,1.0,0.0,0.24
23,0.0,3.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,8.85
24,0.0,3.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,16.43
25,0.0,2.5,0.0,0.5,1.0,5.0,0.0,0.0,1.0,0.0,0.24
26,0.0,3.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,8.85
27,0.0,3.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,16.43
28,0.0,2.5,0.0,0.0,1.0,5.0,0.0,0.0,0.5,0.0,3.5
29,0.0,3.0,0.0,0.0,0.5,5.0,0.0,0.0,0.0,1.0,13.21
30,0.0,3.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.5,18.65
31,0.0,2.5,0.0,0.0,1.0,5.0,0.0,0.0,1.0,0.0,0.22
32,0.0,3.0,0.0,0.0,1.5,5.0,0.0,0.0,0.0,0.5,15.13
33,0.0,2.5,0.0,0.0,1.0,5.0,0.0,0.0,1.0,0.5,0.23
34,0.0,3.0,0.0,0.0,0.5,5.0,0.0,0.0,0.0,1.5,11.6
35,0.0,3.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,16.43
36,0.0,2.5,0.0,0.0,1.0,5.0,0.0,0.0,0.5,0.0,3.5
37,0.0,3.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,8.85
38,0.0,3.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.75,18.0
39,0.0,2.5,0.0,0.0,1.0,5.0,0.0,0.0,0.25,0.5,10.45
40,0.0,3.0,0.0,0.0,1.5,5.0,0.0,0.0,0.0,0.25,16.29
41,0.0,3.0,0.0,0.0,1.0,5.0,0.0,0.0,0.5,0.25,3.59
42,0.0,3.0,0.0,0.0,0.5,5.0,0.0,0.0,0.0,0.5,12.29
43,0.0,3.0,0.0,0.0,1.25,5.0,0.0,0.0,0.0,0.75,15.95
44,0.0,2.5,0.0,0.0,1.0,5.0,0.0,0.0,0.0,1.5,13.92
45,0.0,3.0,0.0,0.0,1.25,5.0,0.0,0.0,0.0,0.5,17.1
46,0.0,3.0,0.0,0.0,0.5,5.0,0.0,0.0,0.0,1.25,12.7
47,0.0,3.0,0.0,0.0,1.0,5.0,0.0,0.0,0.25,0.0,10.18
48,0.0,2.5,0.0,0.0,1.0,5.0,0.0,0.0,0.0,1.0,15.93
49,0.0,3.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.5,18.65
50,0.0,2.5,0.0,0.0,0.5,5.0,0.0,0.0,0.25,0.5,7.32
51,0.0,3.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,8.85
52,0.0,3.0,0.0,0.0,0.75,5.0,0.0,0.0,0.0,1.0,15.47
53,0.0,3.0,0.0,0.0,0.25,5.0,0.0,0.0,0.0,1.25,11.8
54,0.0,2.5,0.0,0.0,0.5,5.0,0.0,0.0,0.0,1.25,11.45
55,0.0,3.0,0.0,0.0,0.5,5.0,0.0,0.0,0.0,0.75,13.02
56,0.0,3.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.5,10.33
57,0.0,2.5,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.25,14.7
58,0.0,3.0,0.0,0.0,0.75,5.0,0.0,0.0,0.0,1.25,13.9
59,0.0,2.5,0.0,0.0,1.0,5.0,0.0,0.0,0.25,0.75,10.6
60,0.0,2.0,0.0,0.0,0.5,5.0,0.0,0.0,0.0,1.0,13.66
61,0.0,3.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.25,18.04
62,0.0,3.0,0.0,0.0,0.5,5.0,0.0,0.0,0.25,0.5,8.04
63,0.0,2.5,0.0,0.0,1.0,5.0,0.0,0.0,0.0,1.0,15.93
64,0.0,3.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.25,18.04
65,0.0,3.0,0.0,0.0,0.5,5.0,0.0,0.0,0.0,0.5,12.29
66,0.0,2.5,0.0,0.0,1.0,5.0,0.0,0.0,0.0,1.0,15.93
67,0.0,3.0,0.0,0.0,0.25,5.0,0.0,0.0,0.0,1.5,11.41
68,0.0,2.5,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.75,15.92
69,0.0,2.5,0.0,0.0,1.0,5.0,0.0,0.0,0.25,1.0,10.42
70,0.0,3.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.5,18.65
71,0.0,3.0,0.0,0.0,0.5,5.0,0.0,0.0,0.25,0.75,8.35
72,0.0,2.5,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.5,15.46
73,0.0,2.5,0.0,0.0,0.5,5.0,0.0,0.0,0.0,1.0,11.5
74,0.0,3.0,0.0,0.0,0.75,5.0,0.0,0.0,0.0,0.75,16.39
