iteration,AcidRed871_0gL,L-Cysteine-100gL,MethyleneB_250mgL,NaCl-3M,NaOH-1M,P10-MIX1,PVP-1wt,RhodamineB1_0gL,SDS-1wt,Sodiumsilicate-1wt,target
1,1.0,0.5,0.5,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
2,3.0,0.0,0.5,0.0,1.5,2.0,0.0,0.0,0.0,0.0,0.0
3,1.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0
4,0.0,1.0,0.0,2.5,1.0,2.0,0.5,0.0,0.0,0.0,3.69
5,0.0,0.5,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,1.55
6,0.0,1.5,0.0,2.5,0.0,2.0,0.0,0.0,0.0,0.0,3.31
7,0.0,1.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,1.69
8,0.25,1.0,0.0,1.5,0.0,2.0,0.0,0.0,0.0,0.0,2.0
9,0.0,0.5,0.0,1.0,1.0,2.0,1.5,0.0,0.0,0.0,0.65
10,0.0,1.5,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,4.73
11,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,6.32
12,0.0,1.0,0.0,1.5,0.0,2.0,0.0,0.0,1.5,0.0,0.05
13,0.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,3.41
14,0.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,5.73
15,0.0,1.5,0.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,1.24
16,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,5.26
17,0.0,2.0,0.0,0.0,0.5,2.0,0.0,0.0,0.0,0.0,6.53
18,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.33
19,0.0,1.5,0.0,0.5,0.0,2.0,0.0,0.0,0.0,0.0,4.69
20,0.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.5,3.59
21,0.0,1.5,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,3.05
22,0.0,1.0,0.0,0.5,0.0,2.0,1.0,0.0,0.0,0.0,3.16
23,0.0,1.5,0.0,0.5,0.0,2.0,0.0,0.0,0.0,0.5,5.82
24,0.0,2.0,0.0,0.0,0.0,2.0,0.5,0.0,0.0,0.0,3.35
25,0.0,1.5,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,6.77
26,0.0,1.0,0.0,0.5,0.0,2.0,0.0,0.0,0.0,0.5,6.17
27,0.0,1.0,0.0,0.0,0.0,2.0,0.5,0.0,0.0,0.0,2.84
28,0.0,2.0,0.0,0.0,0.0,2.0,0.25,0.0,0.0,0.0,3.98
29,0.0,1.5,0.0,0.25,0.0,2.0,0.0,0.0,0.0,0.5,5.9
30,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,6.95
31,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.25,4.86
32,0.0,1.5,0.0,0.0,0.0,2.0,0.25,0.0,0.0,0.0,3.64
33,0.0,1.0,0.0,0.0,0.25,2.0,0.0,0.0,0.0,0.5,8.61
34,0.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,2.48
35,0.0,1.5,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.5,7.49
36,0.0,1.0,0.0,0.0,0.0,2.0,0.75,0.0,0.0,0.0,2.75
37,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.5,5.37
38,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.5,7.37
39,0.0,1.5,0.0,0.0,0.0,2.0,0.5,0.0,0.0,0.0,3.16
40,0.0,1.0,0.0,0.5,0.0,2.0,0.0,0.0,0.0,1.0,6.59
41,0.0,1.5,0.0,0.0,0.0,2.0,0.75,0.0,0.0,0.0,3.29
42,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.75,5.86
43,0.0,1.5,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.25,5.02
44,0.0,1.0,0.0,0.0,0.0,2.0,0.5,0.0,0.0,0.5,3.05
45,0.0,1.25,0.0,0.0,0.0,2.0,0.25,0.0,0.0,0.0,3.72
46,0.0,0.5,0.0,0.0,0.0,2.0,0.5,0.0,0.0,1.0,2.34
47,0.0,1.75,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.5,7.35
48,0.0,1.75,0.0,0.0,0.0,2.0,0.25,0.0,0.0,0.5,4.45
49,0.0,1.5,0.0,0.0,0.0,2.0,0.25,0.0,0.0,1.0,4.85
50,0.0,2.0,0.0,0.5,0.0,2.0,0.0,0.0,0.0,0.0,5.44
51,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.5,7.13
52,0.0,1.75,0.0,0.0,0.5,2.0,0.0,0.0,0.0,0.5,7.93
53,0.0,2.0,0.0,0.0,0.0,2.0,0.25,0.0,0.0,1.0,5.14
54,0.0,1.5,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.32
55,0.0,1.75,0.0,0.0,0.0,2.0,0.5,0.0,0.0,0.0,3.27
56,0.0,2.0,0.0,0.0,0.0,2.0,0.5,0.0,0.0,0.25,3.57
57,0.0,1.75,0.0,0.0,0.25,2.0,0.0,0.0,0.0,0.75,7.73
58,0.0,1.75,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.75,6.07
59,0.0,2.0,0.0,0.0,0.0,2.0,0.5,0.0,0.0,0.75,3.74
60,0.0,1.5,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.5,5.69
61,0.0,1.25,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,6.84
62,0.0,2.0,0.0,0.0,0.0,2.0,0.5,0.0,0.0,0.5,3.69
63,0.0,2.0,0.0,0.0,0.0,2.0,0.25,0.0,0.0,0.5,4.61
64,0.0,1.5,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.25,7.15
65,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.5,5.32
66,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.25,6.73
67,0.0,1.5,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.75,6.28
68,0.0,1.0,0.0,0.0,0.0,2.0,0.5,0.0,0.0,1.25,2.46
69,0.0,1.75,0.0,0.0,0.0,2.0,0.75,0.0,0.0,0.0,3.19
70,0.0,1.5,0.0,0.0,0.0,2.0,0.25,0.0,0.0,0.75,4.64
71,0.0,2.0,0.0,0.0,0.0,2.0,0.5,0.0,0.0,1.0,3.73
72,0.0,1.25,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.5,7.41
73,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.25,7.16
74,0.0,2.0,0.0,0.0,0.0,2.0,0.75,0.0,0.0,0.5,3.24
75,0.0,2.0,0.0,0.0,0.0,2.0,0.5,0.0,0.0,1.25,3.69
76,0.0,1.5,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.75,7.84
77,0.0,2.0,0.0,0.0,0.0,2.0,0.75,0.0,0.0,1.0,3.07
78,0.0,2.0,0.0,0.0,0.0,2.0,0.25,0.0,0.0,1.5,5.63
