iteration,AcidRed871_0gL,L-Cysteine-100gL,MethyleneB_250mgL,NaCl-3M,NaOH-1M,P10-MIX1,PVP-1wt,RhodamineB1_0gL,SDS-1wt,Sodiumsilicate-1wt,target
1,0.0,2.5,0.0,0.5,0.5,4.0,0.0,0.0,0.0,0.0,12.43
2,0.0,4.0,0.25,0.0,0.25,2.0,0.0,0.0,0.0,0.0,0.76
3,0.0,0.75,0.25,0.0,0.75,2.0,0.25,0.25,0.5,0.5,0.22
4,0.5,0.25,0.25,0.25,0.25,1.4,0.0,1.0,1.0,0.0,0.01
5,0.0,0.0,0.75,0.75,0.0,3.2,0.0,0.5,0.5,1.0,0.01
6,0.0,3.0,0.0,0.0,0.5,4.0,0.0,0.0,0.0,0.0,12.49
7,0.0,2.5,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,4.83
8,0.0,1.0,0.25,0.0,0.5,3.0,0.0,0.0,0.0,0.0,1.55
9,0.0,4.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,7.21
10,0.0,3.5,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,5.25
11,0.0,4.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.5,8.79
12,0.0,4.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.25,8.23
13,0.0,3.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,8.85
14,0.0,3.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.25,5.73
15,0.0,4.0,0.25,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.78
16,0.0,2.5,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.5,6.2
17,0.0,3.5,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,3.88
18,0.0,3.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.75,7.86
19,0.0,4.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.75,8.82
20,0.0,3.5,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.25,4.75
21,0.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,7.49
