iteration,AcidRed871_0gL,L-Cysteine-100gL,MethyleneB_250mgL,NaCl-3M,NaOH-1M,P10-MIX1,PVP-1wt,RhodamineB1_0gL,SDS-1wt,Sodiumsilicate-1wt,target
1,0.5,0.5,0.5,1.0,2.0,3.0,0.0,0.0,0.5,0.0,0.01
2,0.25,0.75,0.5,2.5,1.0,3.0,0.0,0.0,0.0,0.0,0.12
3,0.0,0.0,1.0,0.5,1.0,4.0,0.0,0.0,0.0,0.0,0.01
4,0.25,0.5,0.25,0.25,0.25,4.8,0.5,0.25,0.5,0.5,0.2
5,0.0,0.5,0.5,0.5,0.5,3.0,0.0,0.75,0.25,0.0,0.01
6,0.0,0.0,0.25,0.5,0.5,4.0,0.25,0.0,0.0,0.0,0.9
7,0.25,0.0,1.0,0.0,1.0,3.0,0.75,0.0,0.0,0.0,0.01
8,0.0,0.25,0.25,0.25,2.0,3.0,0.0,0.0,0.0,0.0,0.33
9,0.0,0.0,0.25,0.25,2.0,3.0,0.0,0.0,0.0,0.0,0.2
10,0.0,0.25,0.0,0.0,1.0,4.8,0.0,0.0,0.0,0.0,3.09
11,0.0,0.5,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,6.37
12,0.0,0.0,0.25,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.56
13,0.0,0.0,0.0,0.0,2.0,4.8,0.0,0.0,0.0,0.0,0.63
14,0.25,0.5,0.0,0.0,1.5,4.0,0.0,0.0,0.0,0.0,1.93
15,0.0,0.0,0.5,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.17
16,0.0,0.0,0.0,0.0,1.5,4.8,0.0,0.0,0.0,0.0,0.99
17,0.0,1.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,10.53
18,0.0,0.0,0.0,0.25,1.0,4.0,0.0,0.0,0.0,0.0,2.15
19,0.0,1.0,0.0,0.0,1.0,4.8,0.0,0.0,0.0,0.0,9.53
20,0.0,0.5,0.0,0.0,2.0,4.8,0.0,0.0,0.0,0.0,2.44
21,0.0,0.25,0.5,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.23
22,0.0,0.5,0.0,0.0,1.0,4.8,0.0,0.0,0.0,0.0,5.15
23,0.0,0.75,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,8.89
24,0.0,0.25,0.0,0.0,2.0,4.6,0.0,0.0,0.0,0.0,1.26
25,0.0,0.0,0.0,0.25,1.5,4.8,0.0,0.0,0.0,0.0,1.04
26,0.0,1.25,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,11.43
27,0.0,0.0,0.0,0.5,1.0,4.6,0.0,0.0,0.0,0.0,2.1
28,0.0,1.0,0.0,0.0,1.5,4.8,0.0,0.0,0.0,0.0,7.7
29,0.0,0.5,0.0,0.0,1.75,4.8,0.0,0.0,0.0,0.0,2.68
30,0.0,0.0,0.0,0.0,2.5,4.8,0.0,0.0,0.0,0.0,0.51
31,0.0,1.5,0.0,0.0,1.5,4.8,0.0,0.0,0.0,0.0,13.97
32,0.0,0.5,0.0,0.0,0.5,4.8,0.0,0.0,0.0,0.0,5.8
33,0.0,0.25,0.0,0.5,1.0,4.8,0.0,0.0,0.0,0.0,3.98
34,0.0,0.25,0.0,0.0,1.75,4.8,0.0,0.0,0.0,0.0,1.46
35,0.0,1.0,0.0,0.0,2.0,4.6,0.0,0.0,0.0,0.0,7.6
36,0.0,0.5,0.25,0.0,1.0,4.8,0.0,0.0,0.0,0.0,1.11
37,0.0,1.25,0.0,0.0,1.0,4.8,0.0,0.0,0.0,0.0,11.43
38,0.0,0.75,0.0,0.0,2.0,4.8,0.0,0.0,0.0,0.0,4.47
39,0.0,0.0,0.0,0.5,1.0,4.8,0.0,0.0,0.0,0.0,2.05
40,0.0,1.5,0.0,0.0,0.5,4.8,0.0,0.0,0.0,0.0,11.03
41,0.0,0.75,0.0,0.0,2.5,4.8,0.0,0.0,0.0,0.0,3.9
42,0.0,0.25,0.0,1.0,1.0,4.6,0.0,0.0,0.0,0.0,5.9
43,0.0,1.5,0.0,0.0,1.0,4.8,0.0,0.0,0.0,0.0,13.11
44,0.0,0.5,0.0,0.0,1.5,4.8,0.0,0.0,0.0,0.0,3.15
45,0.0,0.75,0.0,0.0,1.0,4.6,0.0,0.0,0.0,0.0,7.85
46,0.0,0.0,0.0,0.0,0.5,4.6,0.0,0.0,0.0,0.0,2.45
