iteration,irrad,tmin,tmax,vap,wind,rain,wav,SMLIM,target
1,5464.161915216111,-2.5976990187441764,-10.296069143618052,6.899621990729429,3.156867738474963,14.178596072127378,75.60629529022734,0.861272706475236,0.41
2,6755.13261429149,-13.344344909332214,49.109371098046026,2.0002788998761925,2.6723836759128137,19.611336434153593,36.91501742586358,0.07559880826577783,0.41
3,1747.5472141947587,13.840930830282431,1.8097706734383117,8.730790748968406,1.2250545048398318,5.626079665504994,9.378804973983382,0.25384711565021223,0.65
4,466.8684387606922,23.49223679187574,20.047474781256973,3.2134707740820287,0.2834878624322098,9.111910026494405,89.09244151043893,0.4410820689209975,0.41
5,3522.205937668917,-23.831579282190695,23.22121116293126,4.997368038314954,4.362176212387833,2.830746487262684,54.934924462040094,0.7382185843711528,0.41
6,5478.129581648277,-12.765498155936324,-9.933001019021109,9.114796426584778,1.3584991060204101,3.308769718695728,9.430423071966942,0.29080356956165276,0.41
7,809.0096317701095,-0.4115677221017471,22.688371134954608,7.517848907275034,2.4986906349658966,12.522227764129639,33.034969741315656,0.2795142685888691,0.41
8,1748.0145902374268,2.1684815135772055,17.597143891741467,8.608869560523878,2.1274656347148135,7.8918270485235285,23.462082644185664,0.9221828579902649,0.78
9,1710.3132291592042,12.913691997528076,41.81172013282776,8.59126167225238,2.9086685180664062,9.697952907730835,68.5906032198811,0.847507655620575,0.67
10,1730.1783264188136,-9.641162753105164,6.854142248630524,8.595960588930092,1.8964815139770508,6.791589750965032,63.05975914001465,0.6383450627326965,0.41
11,1693.8319541000876,-18.03225338459015,41.274887919425964,8.699140981175368,3.9546194672584534,13.519116640090942,61.69139742851257,0.983886739174398,0.41
12,1725.8875361080245,4.925769281915301,41.81172013282776,8.56875208554121,2.9086685180664062,12.245299816131592,72.74442911148071,0.847507655620575,0.78
13,1578.4628101394621,8.985540105066534,14.076013565063477,8.829742230455667,2.9943591356277466,19.59316372871399,43.076080083847046,0.8294253777830849,0.93
14,1441.7020763374069,4.646352759685037,41.274887919425964,8.958393521618648,3.9546194672584534,13.519116640090942,61.69139742851257,0.9221828579902649,0.67
15,1632.331778048633,8.304854853266434,13.590137958526611,9.412747937806,3.5834676027297974,11.588191986083984,66.03909730911255,0.7015222329157325,0.96
16,1526.4710189630187,9.746376143488305,25.452521688690226,5.904851248347919,4.183743894100189,14.343640804290771,99.5524525642395,0.4845026135444641,0.82
17,1501.6372747745565,5.68866073271451,4.7875374234806,6.889324840307235,0.7621508836746216,4.866692423820496,68.18367838859558,0.5533671379089355,0.65
18,1685.8783564675227,7.726165989075781,12.585383791918694,8.80037469625473,4.024314970882878,11.588191986083984,66.03909730911255,0.6834666132926941,1.0
19,1750.1858357418464,7.19919871339782,11.577919465140816,8.80037469625473,4.014779432688783,11.588191986083984,66.03909730911255,0.6834666132926941,1.04
20,1820.8391789842447,6.680474857802579,10.469781606704238,8.80037469625473,4.063826672959934,11.588191986083984,66.03909730911255,0.6834666132926941,1.06
21,1970.2294393117165,5.601186473148232,13.590137958526611,8.80037469625473,3.5834676027297974,11.588191986083984,66.03909730911255,0.6834666132926941,1.21
22,2177.2431782896274,4.354965745415328,13.590137958526611,8.80037469625473,3.5834676027297974,11.588191986083984,66.03909730911255,0.6834666132926941,1.39
23,2320.628905822088,3.2312625683378755,13.590137958526611,8.80037469625473,3.5834676027297974,11.588191986083984,66.03909730911255,0.6834666132926941,1.53
24,2485.6344290831266,2.022607933420609,13.590137958526611,8.80037469625473,3.5834676027297974,11.588191986083984,66.03909730911255,0.6834666132926941,1.03
25,2171.3340551496603,5.707105322425576,14.076013565063477,6.754987561702728,2.9943591356277466,19.59316372871399,43.076080083847046,0.48922163248062134,1.39
26,2263.5419204213667,5.423630908560824,41.81172013282776,4.719363446831703,2.9086685180664062,12.245299816131592,72.74442911148071,0.847507655620575,1.12
27,2176.816971282404,5.747124538915315,14.076013565063477,6.754987561702728,2.9943591356277466,19.59316372871399,43.076080083847046,0.48922163248062134,1.39
28,2317.6413420438166,7.9211991316682955,-7.718626409769058,4.27691650032997,3.9210832118988037,9.082411527633667,50.27455687522888,0.36733317375183105,0.41
