iteration,tilt,azimuth,system_capacity,dc_ac_ratio,target
1,150.12792169292663,1.360162246721079,1.0021731215295528,27.20993153686558,1.57
2,52.83212069416069,1.0461692973843988,4.538944016175748,31.10046543387429,0.43
3,142.83629072304117,1.2694083670016785,8.964695773662601,61.66975503570836,2.08
4,73.60280990334627,1.4390587181954726,1.520364270760597,60.3420759160562,0.51
5,150.22972885216572,1.279344914222876,3.6673518333094415,17.829134017639092,1.48
6,141.03926955778297,1.4421952818833137,9.443908392394086,61.988747661481895,2.02
7,185.42089104600703,1.0198924132400635,12.52791257592356,84.32252275415529,2.71
8,243.27783157281863,1.1075954644192314,17.74764602184165,44.08232067837018,1.98
9,353.8191546524247,1.0139994057168598,2.083684439035593,89.35488577575998,0.02
10,193.35205971879512,1.3474326103957452,19.376434351529017,50.12197719608648,2.84
11,208.5882304255756,1.134683191820451,17.488006723020217,0.5749136901098351,1.44
12,208.26436821908007,1.2249167427651115,1.424499413883724,66.97222253367539,1.86
13,172.39608723125988,1.1641296203465783,18.62829126619228,65.32766966284464,3.08
14,315.9834632287843,1.3786714853777406,17.162106470102444,0.9168994352504444,1.29
15,167.79736568123772,1.36423359358224,19.71343759297022,88.71156992844837,2.75
16,0.2714558055352523,1.0921391644616143,10.03041128473036,88.1158296801393,0.02
17,184.1557355819932,1.280537627075527,19.81430838681601,65.49045656582858,3.05
18,172.11570857222335,1.4710346476795493,19.89089384161885,46.64013718239993,2.77
19,173.69155047265454,1.3324962749447349,19.96468515773332,76.67157681121881,2.97
20,175.57962000225268,1.4786201559441394,10.961823542289446,67.03696416185406,2.48
21,248.21451902359223,1.2951553053133045,19.67812942379,89.69239289041417,1.48
22,0.0172818831620436,1.219626222892599,13.497624078855718,2.736126180478914,1.14
23,203.89812028739985,1.413803828359324,19.344817731196123,86.30091587707334,2.55
24,263.78657799259906,1.386151252697046,1.1060340231710704,3.6830529621342456,0.96
25,359.03457870554473,1.4248871301747064,7.791182561271022,2.82742643860887,0.97
26,157.05080465469248,1.002481334854601,19.74553475438895,67.13798927869512,3.16
27,159.96493063506074,1.0319609840571489,19.326327152847867,58.58511351055205,3.13
28,103.51567609747696,1.1611641996148168,19.028147263038584,1.2548262408145183,1.46
29,166.97843659815757,1.1686511399824018,19.68085317885728,66.96523434642428,3.1
30,294.2937093219521,1.3063156738631467,18.58962547493192,55.58782191835241,0.56
31,134.83858385159994,1.0380810385634414,18.39948175980289,89.27606712283742,2.23
32,218.15162800059235,1.3932530491547797,19.631662359385324,49.74226937984733,2.45
33,148.18550086925413,1.0837237757126856,19.688951578547726,59.900519672408016,2.89
34,178.41414995201848,1.2062765827807649,19.90089145318136,56.772229957844985,3.1
35,184.43449144764529,1.4679464938779945,19.993092207701697,84.74210515115932,2.8
36,170.98132682611848,1.494924811651635,19.823082693420965,58.67647580161888,2.86
37,96.1458981381966,1.2186610587026374,17.288823100512566,89.7192740164752,1.07
38,186.7020900179189,1.3585104117770888,19.6390587841394,26.719868301360453,2.42
39,215.5029733769236,1.229145270074668,2.929467095474769,31.972571050205683,1.65
40,153.53786803992747,1.1047987205062408,3.002712324466948,89.05056375841544,1.82
41,171.1638902474819,1.3910975206535814,19.85185697366113,0.5641946188608049,1.41
42,213.65124729129383,1.2028499945254405,2.600588124867592,89.9018962612321,1.65
43,153.76642685800755,1.1424965581951263,19.73790097148072,40.71128611640599,2.77
44,288.78077113944045,1.113556987679408,1.068428482446492,89.58917785383576,0.32
45,359.8217734857752,1.3915727896767436,19.482605081803264,39.681047963342266,0.0
46,123.1518561458962,1.2385532004624848,19.532244922913367,36.94744889660191,2.1
47,220.69492932935384,1.031069623942168,19.783581050194883,67.63189442231518,2.7
48,242.20710192732284,1.0675393190112985,2.264147575571466,64.97915900082077,1.34
49,185.51887913132867,1.0040563873690285,2.9722689812813403,36.13660240174102,1.93
50,201.3999621239908,1.3897923242021248,19.763553028937,61.35948046427948,2.8
51,50.92454226249475,1.3177900982000832,19.61960333709076,0.4767855237945417,1.38
52,184.52500232600417,1.1394345223042652,19.891290463049938,47.79157005621485,3.07
53,155.04218825340644,1.2581309638326894,19.80469916972126,84.96545478074911,2.7
54,157.24457118676042,1.0107664781579735,18.910788713091023,56.26574608626334,3.08
55,183.4432419081025,1.1230275738943467,18.88504867432167,54.81073584315253,3.1
56,158.1961472306732,1.2434657573555934,19.13105356855871,63.50615926626496,2.89
57,0.6014768474168131,1.038716165295837,16.574544675147365,40.50551348922247,0.0
58,46.27192892531704,1.0239739843170406,3.335254472835832,89.78254242151246,0.05
59,99.00609710196392,1.1070042748915014,1.0609196963814311,31.15388056781287,1.04
60,134.38136716311777,1.2764728209337302,19.910531044397583,0.330248846743425,1.43
61,147.5267428453938,1.2798139987704709,19.38822336568233,72.67726747651074,2.63
62,238.6761766391703,1.2235238550131458,19.39173644269809,13.300825842341812,1.74
63,140.34582363779262,1.2283295262252305,19.60840961537424,44.19726383484146,2.5
64,303.11312321905126,1.1014114515575268,1.113536253104337,21.82328341926463,0.57
65,122.07394234438242,1.0175206186399448,1.0040506521752968,88.70250969624729,1.2
66,75.06227738681933,1.0869969133059856,1.556791839347984,0.033264064355778,0.96
67,200.3681617762332,1.0301357967100202,19.834788285271504,33.06448563780084,2.8
68,161.48532134986792,1.1814968220358415,18.59552979775408,75.92232002063186,2.91
69,174.66729403472044,1.346199896677913,1.514447907333209,89.81885701948319,1.91
70,199.8759225986616,1.026064628071934,19.34778079981488,73.50208406158956,3.11
71,115.07521252872152,1.4502171170784923,19.91048213586346,55.98885879864879,1.85
72,207.74527503775744,1.0617795354974937,19.57633070465116,72.90441344994147,2.93
73,225.00849624876577,1.3899210929655963,19.76303101713764,29.714589449914858,2.13
74,29.133719516282085,1.4988465693438413,1.978335590079444,0.6115792782105256,0.94
75,268.4600087529825,1.3680505284336442,19.49560652912384,30.261496364864065,1.36
76,185.23310514846,1.1280454308912702,1.6539956916975316,3.0334044811161966,1.06
77,159.80721387234232,1.043369940842097,19.430403008576,50.255343368442944,3.06
78,222.9390651242769,1.08705721796903,19.70843445978651,82.57536462068263,2.41
79,192.9934423323444,1.01768225636355,10.69324599084787,73.82377061232975,2.62
80,229.39927773376127,1.1432245837237731,1.6634632279798651,0.2317722516869025,0.96
81,162.12523821203175,1.0419643970213903,19.96256724667256,24.98004060483592,2.6
82,192.34378168685228,1.447631817242499,19.773085937404915,76.74511066273169,2.83
83,149.17612762692784,1.230795810490917,19.869083019121216,24.7885136102746,2.32
84,233.8768761779601,1.3547038172917765,19.910513369878515,62.01195225570931,2.13
85,321.239123547675,1.0629086755016883,19.08987387132198,88.14643194015326,0.03
86,281.57850057197004,1.2269537589420192,19.86469086837508,0.5084474941543726,1.44
87,128.36123931698475,1.122474645247433,1.913242276154055,44.32781694319216,1.53
88,170.8470043249216,1.1121609593280004,19.85558100439852,35.321993982340366,2.85
89,187.78122385674507,1.3675253775652354,19.68097002219611,36.19395959602423,2.65
90,204.40038981786893,1.4773403433681327,18.962264877773947,23.538741196805805,2.15
91,205.4537307133415,1.2704692255693666,19.01841316932439,40.68125612906375,2.62
92,176.99800369225545,1.2612587223675291,18.894522790872976,69.19522570276655,3.02
93,161.78827587413025,1.155431589695461,1.6277253613426783,47.47203877284058,1.93
