iteration,tilt,azimuth,system_capacity,dc_ac_ratio,target
1,197.5728614138369,1.3575946831862098,12.452504145361234,49.03948646972072,2.44
2,152.5157277620057,1.322947056533328,9.314157013991158,80.25957007038718,2.16
3,346.91859378037054,1.191720759412889,16.042775723570628,47.600542777761405,0.0
4,204.4960419938156,1.4627983191463303,2.349685105759852,7.841636973138664,1.19
5,7.278623078517259,1.416309922773969,15.784978268047158,78.30109334221372,0.01
6,211.21817984036431,1.294078835245586,1.6510737666923605,89.86739199375188,1.64
7,152.34701713697655,1.1736135815347917,11.328134404874469,80.42971270054714,2.32
8,170.28008382895746,1.3367216945601046,19.51104421577249,67.32949140273074,2.96
9,149.49854355082664,1.3350517039650365,19.931966546588505,45.41299073742701,2.62
10,113.84510456986608,1.1754498563386953,19.81629300774836,76.31088736041697,1.79
11,122.6214169441803,1.4256974621379386,19.67701638454346,8.998221787103997,1.58
12,172.49765603234255,1.007339977166895,19.79497852220483,37.1423218142864,3.01
13,40.71996593822354,1.3711897666435462,8.947634270368283,0.0444060525511913,1.12
14,265.6187649694117,1.4733787446454585,18.236090806287105,88.36324126171469,0.97
15,178.478622853078,1.3544746480171193,19.451798365998545,89.87707654661043,2.78
16,275.7879323432888,1.338595234153628,16.647041652943358,0.5188282295765478,1.31
17,160.1687596006256,1.487661629358265,19.970338097809524,0.5759084807069126,1.38
18,169.81202660280772,1.25678370098158,3.02541165715276,40.552045672488376,1.95
19,175.76471699003696,1.0155221091226427,19.858716779284784,55.37913992980312,3.3
20,186.19386690212144,1.284339292222255,19.82858955238209,59.26746366809686,3.02
21,145.194393232958,1.239316931031876,19.85969695962337,88.77138753855992,2.42
22,80.53590595699856,1.1768971205858771,1.7689652215913714,41.25903752577994,0.74
23,0.1937025573838946,1.317608566760157,4.754307563104581,0.022255137954078,1.02
24,180.1937523320761,1.3599967970267106,19.883303775847537,46.565635598833325,2.86
25,229.64565457745505,1.0898315303321695,19.77191156533479,47.2212430472095,2.43
26,252.20428086310253,1.2058949016499143,1.7888320243438094,40.10091853788459,1.19
27,212.0147562482847,1.1305931533074656,19.92059601413996,69.87402569811594,2.8
28,353.6820402021753,1.4624045828577088,1.757115143695806,0.7947405714245603,0.93
