iteration,irrad,tmin,tmax,vap,wind,rain,wav,SMLIM,target,hypotheses
1,4000.0,15.0,25.0,2.0,1.0,5.0,50.0,0.5,4.22,Moderate Irradiance and Temperature
2,7500.0,10.0,30.0,1.0,0.5,2.0,30.0,0.4,9.19,High Irradiance with Controlled Temperature
3,3000.0,12.0,22.0,3.0,0.2,10.0,70.0,0.6,2.43,Optimal Moisture and Temperature
4,2000.0,18.0,28.0,8.0,0.1,0.0,80.0,0.7,0.97,High Humidity and Low Wind
5,8000.0,20.0,35.0,4.0,1.5,1.0,90.0,0.8,6.76,Extreme Irradiance with Adequate Water
6,6978.811625901188,-0.3856126693944347,25.043660279487277,0.06,1.7868431624210501,3.4290690427618267,0.0,0.8108523459033872,0.41,None
7,3997.4081671460667,26.773696039114597,26.167438046982618,1.2549430166489908,4.776966289654584,16.81208994709406,47.5965368374461,0.8813863184143738,3.44,None
8,7534.311497186281,2.4339069095668964,12.61972295847659,0.7011351522819624,3.0739773160520216,1.7456452873036283,32.186648172045295,0.6043014733551665,3.35,None
9,7485.979045222643,19.76965978887015,25.72040748896616,7.9438407289909065,0.5221163117954697,7.867436179668932,35.551495053306546,0.803404479652345,8.79,None
10,7486.982134513276,10.805422984195923,40.115115445323546,0.06,0.0,0.3134159290298757,27.174602863489895,0.17308852705713682,6.32,None
11,7471.83131626668,21.045399740618535,22.6277853672186,2.581848614980426,1.271173339174596,1.7051152539822612,30.77307827924517,0.9086649131855373,9.21,None
12,7991.381245603755,17.51525511615101,43.315809036157496,3.1694274984241555,2.736721443760815,5.327030257237313,83.5445452719381,0.3885704441015978,3.61,None
13,7492.218270055582,17.750481638935007,4.4658619039503265,3.0031958505319873,2.3723556372247727,6.806250837398771,25.080427742143897,0.257210424089094,2.64,None
14,794.4019056423394,-12.635697931805524,-5.370713989883315,9.226335004576603,2.665238926344698,16.6815271556013,41.132970608838406,0.7600129081759037,0.41,None
15,7480.448697396408,16.53708177138475,17.779988813072052,2.391657807509605,3.6742808757708363,1.1787644056594204,31.369102979705577,0.4650594774511335,10.0,None
16,7481.742580825969,22.96332407148119,15.863324014823306,7.635292939960762,3.6926979860400024,0.2149356830515914,32.367272381628176,0.5178417827268612,9.85,None
17,7473.607825568343,24.08714691111343,15.692631614673331,8.604548212903175,3.480880139494506,5.9511317350628,35.51880647386181,0.36148287395939016,9.79,None
18,7471.670172528925,29.41460143069292,9.873610563866883,6.208094157269848,4.472695324761828,4.447958655069519,51.255870795963624,0.9195678676980272,9.58,None
19,7484.022241214475,18.00263729350904,4.595517958180292,9.138330723550196,2.7748663873841872,7.064005813165988,38.12010709239204,0.747014509472682,2.8,None
20,7463.713987659738,27.67018480701617,-1.1147954497219814,5.079179740064867,1.3774782312600324,0.5049082502250779,68.38049685966784,0.885227639264574,1.37,None
21,7498.79372159204,16.619770121946452,24.52478555508592,4.975295878028133,2.8536689281909133,4.621892295716357,21.24548349810188,0.22955999874303912,9.42,None
22,7800.0,15.0,20.0,3.0,1.0,2.0,60.0,0.5,10.22,High Irradiance with Moderate Temperature
23,7200.0,14.0,22.0,2.0,0.5,3.0,50.0,0.6,9.73,Balanced Irradiance and Temperature
24,7500.0,16.0,24.0,4.0,1.0,1.0,80.0,0.7,9.55,Optimal Moisture with High Irradiance
25,8000.0,18.0,25.0,2.0,0.1,0.0,70.0,0.5,9.53,High Irradiance with Low Wind
26,6000.0,15.0,20.0,5.0,0.5,4.0,90.0,0.8,8.43,Exploring Lower Irradiance with High Moisture
27,7475.367322068479,28.391207692104803,19.37167751728192,4.756525104973487,5.0,0.0,42.63329577406846,0.26521737882072777,8.81,None
28,7803.288359016889,22.1723977546798,21.51948721698254,8.05399365613203,2.1090667974611055,8.858548327261943,60.88653146919314,0.16453073512243277,9.51,None
29,7812.734305970418,14.478357927270892,16.4099027477101,8.95731862528174,1.4423680568628434,5.545551193423379,45.9326914350511,0.22787503360896189,10.28,None
30,7473.495820195406,29.317374319939603,15.58851408815633,4.453515501672413,0.16043674136794472,12.746067972827685,48.48848153592152,0.40755812197680685,9.34,None
31,7481.325018381332,19.999988624517158,22.557097659908276,9.351757784673087,5.0,0.0,25.92603615874396,0.0,9.37,None
32,7800.0,16.0,22.0,3.0,1.0,2.0,70.0,0.5,10.06,High Irradiance with Moderate Temperature
33,7500.0,18.0,24.0,4.0,0.5,1.0,85.0,0.7,9.38,Optimal Moisture with High Irradiance
34,8000.0,17.0,23.0,2.0,0.1,0.0,75.0,0.6,9.98,High Irradiance with Low Wind and Moderate Temperature
35,7200.0,15.0,25.0,3.0,0.5,2.0,60.0,0.5,9.25,Balanced Irradiance and Temperature
36,7800.0,20.0,25.0,5.0,0.5,1.0,90.0,0.8,9.11,Exploring High Irradiance with Increased Moisture
37,7813.622066159471,9.443654657240646,17.161528431837823,6.418533322718512,0.1878138129702826,0.0,60.50862338081314,0.6232396235154288,10.23,None
38,7796.190117792255,6.481527235571399,16.5169205643434,5.339292258107156,2.622298793387036,11.242865351431861,57.12286283809491,0.5986144951460408,9.08,None
39,7812.055666204075,8.049801998653699,14.934422512632878,1.9211308989524465,3.8986162871449053,4.890570181779075,42.59370185287054,0.2666942124335041,8.34,None
40,7806.204211906492,20.12231682993135,9.235235376749934,9.979725924395018,4.988950310330562,1.8284647596424164,81.22272221785765,0.7345418492623292,7.38,None
41,7810.725111659727,14.648619813331562,27.02801492267522,10.0,0.0,0.0,53.80063819378646,0.850415386105361,9.45,None
42,7805.088275774297,2.516540166227972,28.839028076543254,0.06,0.0,0.0,73.22476344098145,0.0,5.99,None
43,7809.555630654145,28.138101453785055,2.9164545417527314,5.139366396062336,1.28079899886953,2.592976939324485,55.03262204189223,0.09138151534173622,4.54,None
44,7800.0,16.0,22.0,3.0,0.5,2.0,70.0,0.5,10.06,High Irradiance with Moderate Temperature
45,7500.0,19.0,25.0,4.0,0.5,1.0,85.0,0.7,9.05,Optimal Moisture with High Irradiance
46,8000.0,18.0,24.0,2.0,0.1,0.0,75.0,0.6,9.74,High Irradiance with Low Wind and Moderate Temperature
47,7400.0,15.0,25.0,3.0,0.5,2.0,60.0,0.5,9.42,Balanced Irradiance and Temperature
48,7800.0,20.0,26.0,3.0,0.5,1.0,80.0,0.7,8.91,Exploring High Irradiance with Moderate Moisture
49,7495.772329288356,6.272955692233438,22.215124451856788,0.08690704184132152,1.588169819550862,13.594693629272312,79.9949326626799,0.7592383607684072,10.05,None
50,7494.915646756138,-1.368258927203641,21.024590771923812,2.8585384278242327,1.41603277630499,6.248645368435392,86.9676831021715,0.30451434435426417,0.41,None
51,7507.994381776273,2.060730379920386,22.58513105145321,2.7742153059052823,0.5502368017697434,13.986989667963277,71.52256845494647,0.6333136048377089,3.67,None
52,7486.056603608541,11.278815396731318,18.7811779832844,4.819882318366051,2.645417672890308,15.627571269590408,63.457301218143435,0.09013319872392966,10.05,None
53,7820.591536971928,23.33782243623454,22.618683151766803,9.878043111093458,1.4609493895777885,3.5359664667112822,51.48279009319564,0.46668175505715903,9.13,None
54,7491.918823262059,23.662650746996945,23.253940491044872,3.0510848604437113,3.7068713495065597,19.64186950272781,74.13847731379161,0.866405168150541,8.73,None
55,7192.747672584718,16.24151649633845,29.34206692788682,8.68226590107775,2.4253590930231317,17.23769193901662,42.89429505231729,0.6401602649921891,8.37,None
56,7480.870951302068,9.758670197838711,26.158014927638533,4.408566946787005,0.30336167377670364,8.829606299593458,72.55608387926598,0.4768531939433599,9.7,None
57,7850.0,17.0,21.0,3.0,0.5,2.0,72.0,0.5,10.16,High Irradiance with Moderate Temperature
58,7550.0,19.0,25.0,4.0,0.5,1.0,90.0,0.7,9.08,Optimal Moisture with High Irradiance
59,7450.0,16.0,26.0,3.0,0.5,2.0,65.0,0.5,9.22,Balanced Irradiance and Temperature
60,7820.0,21.0,27.0,3.0,0.5,1.0,82.0,0.7,8.58,Exploring High Irradiance with Moderate Moisture
61,7798.857446194421,15.79613901626545,21.477787777786105,9.572902277560392,0.011038918904143213,3.795172231756434,42.924288704492895,0.1409429333848543,10.14,None
62,7479.088192384571,15.146437172328035,27.93514048099364,1.9578534523847666,4.052762178860018,19.94805548358134,70.70801742374779,0.7666503634829106,8.99,None
63,7847.458465112678,7.457163741551021,30.061370809151065,3.912756383281816,2.429060984497526,9.679309462317914,64.48085112490178,0.430840476027073,9.61,None
64,7998.505106725394,-0.17248628728950877,8.761275102771467,0.7862757713941986,1.2779450740518667,2.4904962007398113,75.25129097412034,0.37699580653471876,0.41,None
65,7489.443862158821,13.62298805048129,29.494772505987918,4.678623631911544,2.1572120138150135,12.899980804096645,67.10367137322264,0.043807719970385794,8.9,None
66,7480.1617393923325,11.526500801267083,12.465709182483138,1.1698578498229653,1.950469240206964,17.286429476607474,68.9544735092656,0.7978896795510939,7.38,None
67,7854.464469704475,8.633780816475635,29.23005568933099,1.1160561626342629,2.457052010364888,12.650407070970546,77.55303582015384,0.7870935226832433,9.64,None
68,7850.0,17.0,22.0,3.0,0.5,2.0,70.0,0.5,10.02,High Irradiance with Moderate Temperature
69,7600.0,20.0,26.0,4.0,0.5,1.0,85.0,0.7,8.78,Optimal Moisture with High Irradiance
70,7500.0,16.0,24.0,3.0,0.5,2.0,65.0,0.5,9.55,Balanced Irradiance and Temperature
71,7842.11656572092,11.870542893655642,21.79518560912154,4.887957139626731,1.002287424802958,8.597266246837249,74.95507499668874,0.914722741036415,10.28,None
72,7861.6092261370195,0.1833471726661955,20.592184862278785,7.269780361163651,4.330371565685017,4.887169662100826,75.51347407731211,0.10878123863825229,0.42,None
73,7827.878349572144,13.407858055752484,22.691825622048086,7.181694220583749,1.8786231865164353,12.135801027277884,60.3333322849591,0.980697048608064,10.16,None
74,7833.970613364077,11.375741479066,26.262606772177563,8.981085907263415,0.4550053726871117,2.698635802475504,70.79311212758144,0.4520513511307003,9.83,None
75,7828.915200245284,20.730860529716438,30.687680913284822,7.810301189434821,3.377641076877222,16.488019585185324,57.53230452057533,0.9797139775272516,7.88,None
76,7826.913197069857,10.625202231471576,19.08991927861478,8.346026300159457,2.4610576497110594,4.6104803634163405,54.25260810387213,0.6163665308192148,10.29,None
77,7835.500219415619,8.524355836224835,19.76132970429031,1.4143645945413772,0.9775033294350793,18.613593409634824,68.68983070959095,0.19717987761999045,10.28,None
78,7843.013527215107,16.640243710384347,30.066585633849243,7.673571576998193,0.5159032347695425,9.967074849398754,83.75225657201145,0.6490292754557446,8.6,None
79,7842.463068569424,23.754773432954664,34.255513944681454,0.459978729275285,1.2246824097523346,19.799584575075983,73.38939640211262,0.48560936561852885,6.17,None
80,7821.567402365818,4.304930386457961,16.96286998529589,6.932356229225678,2.035058711433547,8.988143049907624,69.95363532887055,0.5100062969752007,8.82,None
81,7836.886579198742,11.802364812722175,19.438813666197966,0.06,0.0,7.324191691740714,65.28386042394116,0.7685582609676722,10.3,None
82,7210.056224388352,3.033974621072616,17.078477702040608,7.059430996614186,4.34188110119688,4.443529917439992,44.78506254841498,0.16436891081163585,8.25,None
83,7835.786511071238,1.918307903534476,27.1625475540393,3.55505309295573,2.650621294318318,18.854099741112964,63.80141934986037,0.49091609496211397,3.17,None
84,7811.624581031381,14.451794508553668,24.23733759306827,4.898976579242254,2.589299126294174,3.561477537269837,51.24205585117563,0.16470730398589795,9.87,None
85,7816.485084299037,14.655856084641016,20.067653764826083,2.341207726125871,4.692140850640471,12.764198754733414,56.35224794412461,0.5727503926499928,10.24,None
86,7466.767482135653,6.5895196758788686,28.316330850714785,8.925408773521896,2.8043780519368107,11.098535111934005,65.64902672010527,0.8014722530585098,9.61,None
87,7799.474357845297,21.17087727504135,28.063088748943244,4.799377680948944,4.992603584009956,2.234251406708878,63.45641452671481,0.9804488305625753,8.32,None
88,7860.0,16.0,23.0,3.0,0.5,2.0,72.0,0.5,9.96,High Irradiance with Moderate Temperature
89,7620.0,20.0,26.0,4.0,0.5,1.0,88.0,0.7,8.79,Optimal Moisture with High Irradiance
90,7950.0,19.0,25.0,2.0,0.2,0.0,78.0,0.6,9.36,High Irradiance with Low Wind and Moderate Temperature
91,7400.0,15.0,25.0,3.0,0.5,2.0,65.0,0.5,9.42,Balanced Irradiance and Temperature
92,7832.649183489587,9.695107405730802,13.01582065074578,0.2448234946788665,2.7217537347381136,14.255464841102427,63.58882963292493,0.26485739439757694,7.44,None
93,7817.550198767316,12.044475006029685,13.46424483524445,9.251592926288845,1.5476067180617303,3.778512795849418,59.709440021477164,0.8345857495452418,8.32,None
94,7862.759537570089,28.487986088287208,19.851941777042626,2.0557035737682754,1.8330334545137728,4.31354939842596,64.78545070971732,0.41744538159248423,8.96,None
95,7833.0678619690725,18.295834446958338,20.492376289929886,0.2706734406985917,3.369266181238611,7.28076254130311,62.03748057822687,0.7415770143889324,10.11,None
96,7851.888329866824,12.05343092585538,43.56372010071107,7.04922748581308,3.2820462125552914,5.648850945420538,69.97172068358452,0.20531499189027858,4.69,None
97,7833.750166490011,18.808412124298705,25.641266791748066,6.994385895448052,2.4130715903581956,9.561974087967089,65.28666698758884,0.8594912585984779,9.18,None
98,7811.154279309374,16.45702824100126,19.46105304032747,8.07092323170556,1.1880602793741013,5.0581062476021055,39.213650337659764,0.17456147182487336,10.21,None
99,7837.675001197197,12.145430568831404,19.248422312558084,0.06,0.0,16.95731631663239,73.26377924473188,0.028285584681455242,10.3,None
100,7831.838003919733,16.82150662332335,22.59753323790534,7.566757013241157,3.3301376335353656,5.865194767545779,46.28428783004179,0.017526251014818528,9.93,None
101,7860.0,18.0,21.0,3.0,0.5,2.0,72.0,0.5,10.09,High Irradiance with Moderate Temperature
102,7450.0,16.0,24.0,3.0,0.5,2.0,65.0,0.5,9.51,Balanced Irradiance and Temperature
103,7450.765323159154,8.238160451861411,24.241121288312712,5.261850037207684,4.733740887568548,13.48683837580834,65.27143317456972,0.8406111501561009,9.98,None
104,7801.916644287834,24.688026420026468,27.821831926566766,7.656556229094295,3.2036525929234987,6.787144482361249,31.985652848132805,0.3813184385208317,7.85,None
105,7439.699549233522,5.889846801514658,20.500100347812918,8.370422181897869,0.5733210573918357,13.764369412136135,55.13690122720436,0.3132396395960183,9.98,None
