iteration,irrad,tmin,tmax,vap,wind,rain,wav,SMLIM,target,hypotheses
1,7000.0,10.0,25.0,2.0,1.0,5.0,50.0,0.5,9.43,Optimal Irradiance and Moderate Temperature
2,5000.0,15.0,30.0,3.0,0.5,10.0,80.0,0.8,5.77,High Moisture and Temperature Balance
3,7500.0,5.0,20.0,1.0,0.0,2.0,30.0,0.4,9.98,Low Wind and High Irradiance
4,6000.0,12.0,28.0,2.5,1.5,8.0,60.0,0.6,7.82,Balanced Rainfall and Temperature
5,8000.0,8.0,22.0,2.0,0.2,1.0,40.0,0.3,10.41,Maximized Irradiance with Controlled Moisture
6,7503.200885424882,2.634646535219865,8.574603637410487,1.1649880652740492,0.73204279628934,2.1713272496175207,29.4339141347735,0.9210321181670814,1.52,None
7,1158.6830072581815,-6.1725279682946095,27.830892074146618,1.7549674701993834,1.7997783836916426,16.60404935448731,25.640133778897123,0.28639641900057455,0.41,None
8,6449.076157689262,0.1792939956110544,-16.528484227698094,2.453464933813221,3.3979791396751,17.010988270474176,45.039769539511184,0.1577730293610976,0.41,None
9,5998.6193234688635,-26.161131975102418,24.899939010900525,9.899253356335787,2.684223360431953,12.718316416135963,85.87463624710261,0.9382235101583419,0.41,None
10,5553.172143659651,29.43926180084207,32.38995389548886,0.36259591863388,0.11029754020531857,15.678374298278994,55.53178865437306,0.6915740077289275,4.38,None
11,6421.5252705153225,-3.0613813242089236,-10.207912106379958,7.6077148321692505,0.3449175399481913,0.11019388097550209,59.122872295662845,0.7798595601754363,0.41,None
12,3463.8378548512314,-13.815425336042622,6.277536858535385,6.221880310758444,4.4213730114494245,15.00874955852396,7.618804208818242,0.26041002770873745,0.41,None
13,7941.859636000016,-6.944203916097248,40.868989549410266,2.519898028705699,1.5740429965510327,15.259541059333536,24.880188807469505,0.8870893699704903,0.41,None
14,5995.557038253537,14.226028946940062,23.4160160076733,4.392997728041628,3.5005901635339685,13.571883391371333,67.31536914406114,0.9681641362852573,8.2,None
15,5002.927472712404,11.677520182623986,24.74400887662295,1.312748426844183,0.9900555912460524,7.231647461181927,81.95749083818126,0.285806260714344,6.57,None
16,7494.261218933914,3.00386114492089,22.38049280933531,1.9531917740237572,3.596692939368948,8.7217482930212,40.82442869549998,0.9829711029193814,9.99,None
17,5994.4920077173065,10.164893466923253,19.457231969321946,3.417390005449013,2.203031784392438,9.621862795956835,65.67765756596138,0.5713309293084994,8.57,None
18,7503.0581330571595,-0.7618101955133554,21.559452703914175,2.5397134883722954,4.3124024141128805,7.612781266726381,44.803062813405106,0.5846642368180742,0.41,None
19,8000.0,10.0,20.0,2.0,0.5,1.0,50.0,0.4,10.41,High Irradiance with Moderate Temperature
20,6000.0,12.0,25.0,2.5,1.0,5.0,70.0,0.6,8.18,Moderate Irradiance and Optimal Moisture
21,7500.0,8.0,22.0,2.0,0.2,2.0,40.0,0.3,10.06,Controlled Temperature with High Irradiance
22,6500.0,10.0,24.0,3.0,1.5,6.0,60.0,0.5,9.04,Balanced Rainfall and Temperature
23,7000.0,5.0,20.0,1.5,0.1,1.0,30.0,0.4,9.61,High Irradiance with Low Wind
24,5004.881840235528,4.140509086062437,27.758635921567077,3.8092602928426538,1.8671706965098696,5.836846462726493,86.99410701400197,0.3368274142149026,6.74,None
25,6999.176936014637,0.7563214193599244,12.751799693198265,7.23241916001737,4.6767792847164475,15.161712503079386,37.177004494525555,0.8088108601541477,0.7,None
26,7991.44337347567,12.370115751856758,17.942210986279306,4.880112507922271,3.9943935214940356,8.864783079100123,47.21996566406751,0.8066654232833032,10.4,None
27,7000.359845292784,9.720443713550171,26.03019210015583,0.06,0.0,0.0,38.33133734208243,0.2788685659767608,9.33,None
28,7491.36497712229,12.333230734094442,24.80964792927341,2.3688712895126716,0.18326733842657983,17.662919966936464,37.5935373872503,0.7843918782894154,9.71,None
29,6498.287035870104,14.51334951491237,15.097460150448406,1.317583983518728,3.8016115332802918,10.210689914788622,58.78032479251234,0.9411302133229186,9.13,None
30,7988.541554373215,14.78709150194183,5.523443755040116,3.2823384540403766,3.887518985224507,11.613790235898758,37.98383972683715,0.5503668134894276,2.69,None
31,7491.630033045897,4.195878955717566,23.185544637553647,2.51156383638815,1.7263121687474297,5.3140330602965244,33.532704639157245,0.7124654180393748,10.03,None
32,7993.862642949231,0.5528150317491445,34.69369298025979,9.524223465172978,4.165568739142581,3.4679843429723456,42.121922398732835,0.09872478993149392,0.61,None
33,8000.0,12.0,22.0,2.0,0.5,1.0,50.0,0.4,10.38,High Irradiance with Moderate Temperature
34,7500.0,12.0,22.0,2.5,1.0,5.0,70.0,0.6,10.02,High Irradiance with Optimal Moisture
35,6500.0,10.0,25.0,2.0,0.5,3.0,60.0,0.5,8.93,Moderate Irradiance with Controlled Temperature
36,7000.0,8.0,24.0,2.5,0.2,4.0,50.0,0.4,9.64,Balanced Rainfall and High Irradiance
37,7500.0,10.0,20.0,1.5,0.1,2.0,40.0,0.3,10.06,High Irradiance with Low Wind and Moderate Temperature
38,7482.590014960161,17.242390106009296,20.860357124104745,2.5685196349461235,0.9418555365084491,11.873514083192536,42.7879077339256,0.6550872837274687,9.88,None
39,7491.314283848589,23.537387631728265,14.270493449545555,7.177999838229157,0.3165241973285493,3.6774820928446017,74.57077317659454,0.8934920140327421,9.9,None
40,7492.652393063883,10.418375810198008,24.095917980752834,0.134792757340838,0.9683898868683207,6.076972443102987,40.02122426631283,0.9024846637346102,9.92,None
41,7988.870048962912,20.579174652986396,20.388869442301477,2.6821789322666443,1.3783682879254062,1.307662803253673,44.45543060306779,0.3739666230237815,10.06,None
42,7487.945797882529,5.87116236726844,20.964577988058863,7.972322722453965,0.242096200715457,12.023875825827659,45.63218173342406,0.6723941741381744,10.02,None
43,7486.455687709702,5.180488864527752,21.792487138157167,1.347130624211984,5.0,12.959748353655685,40.8132691485406,1.0,10.02,None
44,7487.635030037578,29.141008022678193,21.40293007078283,7.901036886075203,2.3790236776621065,11.597611371335779,34.062599083176984,0.37530596043597,8.29,None
45,7995.6268140841075,13.557460290177708,20.046572495446476,6.950967247235076,3.945922556197587,13.302115426125024,60.860932494153055,0.9616037022162675,10.39,None
