iteration,irrad,tmin,tmax,vap,wind,rain,wav,SMLIM,target,hypotheses
1,6000.0,15.0,25.0,2.0,1.0,5.0,50.0,0.5,7.96,Optimal Irradiance and Temperature
2,4000.0,10.0,20.0,3.0,0.5,10.0,80.0,0.8,4.7,High Moisture and Moderate Temperature
3,5000.0,12.0,22.0,1.5,0.2,2.0,30.0,0.4,6.77,Balanced Irradiance and Low Wind
4,7000.0,18.0,28.0,2.5,0.8,3.0,60.0,0.6,8.23,High Irradiance with Controlled Rainfall
5,3000.0,14.0,24.0,5.0,1.5,0.0,40.0,0.3,2.31,Moderate Temperature and High Vapour Pressure
6,4992.83458526177,-0.27123292720935765,28.276187748240297,4.672572949031585,3.2051106096850286,4.7026613459035715,36.50109975468134,0.5932719134125037,0.41,None
7,5449.762954527303,10.187819308943773,7.019387397510929,2.382556361189317,0.11633446479897447,6.316081647560234,61.915610143627774,0.9575557594559606,2.46,None
8,6972.927646526448,-8.54977681503463,29.242766962461694,4.260595949328705,3.192142407197169,15.071777176447219,95.17170785235123,0.2881713867537341,0.41,None
9,5638.816335528663,27.461461679543582,-10.022666016063518,4.043498849475872,3.0030145096331267,5.446250242190009,60.14898968869945,0.3076598143243813,0.41,None
10,1878.017509248653,4.36234315115518,1.8519571700297632,4.556517829761254,0.0823018180745344,10.707938206443634,95.93476447251975,0.0981753380517163,0.41,None
11,7873.2839411936475,-21.701453747338924,22.64876367567885,5.270475485726111,2.696960160622962,19.004552983985235,84.87611914386608,0.3686019748759002,0.41,None
12,7500.0,16.0,26.0,2.0,1.0,5.0,70.0,0.5,9.26,High Irradiance and Moderate Temperature
13,5000.0,14.0,24.0,3.0,0.5,8.0,90.0,0.7,6.48,Moderate Irradiance with Optimal Moisture
14,6000.0,12.0,22.0,2.5,0.1,4.0,50.0,0.6,8.47,Controlled Irradiance with Low Wind
15,8000.0,15.0,25.0,2.0,0.5,6.0,80.0,0.5,9.85,High Irradiance with Moderate Rainfall
16,4000.0,10.0,20.0,3.0,1.0,2.0,40.0,0.4,4.7,Avoid Extreme Conditions
17,7506.291615986008,8.160169083423007,21.290255907816423,0.3270163326051469,4.526121640731677,7.9479490738494345,84.38631422380433,0.6714540462708107,10.06,None
18,7998.678959023023,13.953890766220269,27.570330568200646,6.138430928641277,2.825492869238262,10.720948459909984,66.81830978899461,0.08958006379984518,9.55,None
19,7513.9723792999885,7.883709345839435,34.92624981228686,9.832796235809024,3.6862339300456197,1.0769849296454859,80.30902341838018,0.09368133906517895,8.65,None
20,8000.0,5.157488980817786,19.64850392357444,0.0929686850922038,0.29238937132497256,1.2589413251811508,70.86430030608977,0.0022289772061780374,10.3,None
21,7987.4632352605695,5.132276844856143,6.957840932523187,0.8837891391689254,1.2744767697170145,1.0182061845508916,74.62950123489209,0.7124125096892054,1.55,None
22,8000.0,10.0,20.0,2.0,0.5,5.0,75.0,0.5,10.41,High Irradiance with Moderate Temperature
23,6000.0,15.0,25.0,3.0,0.5,6.0,85.0,0.7,7.96,Moderate Irradiance with Optimal Moisture
