iteration,irrad,tmin,tmax,vap,wind,rain,wav,SMLIM,target,hypotheses
1,4000.0,10.0,25.0,2.0,1.0,5.0,50.0,0.5,4.48,Moderate Irradiance and Temperature
2,7500.0,15.0,30.0,3.0,0.5,2.0,70.0,0.7,8.63,High Irradiance with Controlled Temperature
3,3000.0,5.0,20.0,1.5,1.5,10.0,80.0,0.6,2.63,Optimal Moisture and Temperature
4,3500.0,12.0,22.0,5.0,0.2,8.0,60.0,0.8,3.43,Low Wind and High Humidity
5,8000.0,-10.0,40.0,8.0,4.0,0.0,20.0,0.2,0.41,Extreme Conditions for Stress Testing
6,3125.4394840103687,0.26400081768453276,-8.715521685078173,1.9810353516330388,3.7478099685752704,14.719646443888639,59.45428620131875,0.4968401070957492,0.41,None
7,7505.486937648223,8.241559021823285,37.06065513018446,6.738561227173245,3.287542057907463,2.3258251604193836,71.92958901053717,0.9625068208806888,8.2,None
8,7464.469031227465,30.0,-14.286515558310382,0.06,0.0,0.0,58.03415710185685,0.0,0.41,None
9,7492.33385497604,16.575959276484788,26.71758349428032,7.443750037790787,4.28904256268109,12.081430368696022,66.88397312412374,0.7742260494790871,9.04,None
10,4004.1902380677907,9.686287299981686,30.26764287268199,4.253461243105676,0.9807089975912148,0.7241138336128139,54.98817288031961,0.8113543611398619,4.16,None
11,7503.730664388757,17.415088917047683,22.566569811464582,3.6738006763234043,4.2352948550865275,15.943641018518946,81.98940507555787,0.8145098863961053,9.65,None
12,7502.0699459870075,28.37179109124373,43.20281224323068,8.287920198306995,1.2273139190288107,16.426795925329085,59.492371098915854,0.6932985901794692,1.81,None
13,7484.524523955931,8.295711881032837,25.988358343722766,1.3267009725826908,0.11147160259761146,18.54960858621993,79.0652460376039,0.4240313857997349,9.81,None
14,7488.531227382889,9.245763149578337,22.931089091638583,3.1984395485060038,3.3563169068110454,10.916527476896093,98.4402669339468,0.9561895471411435,10.04,None
15,7494.334146946068,0.5994474621463901,29.146685442534434,5.235659293435206,3.1888942212842855,3.910643824458031,82.72558044064806,0.17253266637108855,0.67,None
