iteration,tilt,azimuth,system_capacity,dc_ac_ratio,target,hypotheses
1,30.0,180.0,10.0,1.2,2.15,Optimal Tilt for Midday Sun
2,45.0,90.0,15.0,1.3,1.19,Maximize Morning Energy
3,20.0,270.0,12.0,1.1,1.24,Evening Energy Capture
4,35.0,180.0,8.0,1.4,2.09,Balanced System Capacity
5,25.0,150.0,20.0,1.5,2.18,High Capacity for Optimal Output
6,4.634699859835536,166.80245196324123,20.0,1.0369675323786136,1.79,None
7,33.96094875943092,163.07105201855782,20.0,1.0,2.9,None
8,41.606379801649155,161.91026557278505,20.0,1.0,3.05,None
9,56.33704847471751,157.285235925087,20.0,1.0,3.17,None
10,33.423112378634734,163.537493277979,19.975301948309195,1.1226355755481492,2.76,None
11,37.17137829489682,158.91257969460668,20.0,1.0,2.94,None
12,51.73100296613729,159.56534320757237,20.0,1.0,3.17,None
13,55.0,160.0,20.0,1.0,3.2,High Tilt and Optimal Azimuth
14,60.0,160.0,20.0,1.0,3.23,Exploring Higher Tilt Angles
15,45.0,150.0,20.0,1.0,2.94,Moderate Tilt with High Capacity
16,30.0,90.0,15.0,1.3,1.25,Lower Tilt for Morning Capture
17,20.0,180.0,20.0,1.2,2.34,High Capacity with Low Tilt
18,57.9050372034956,160.52166245695238,13.174178719610957,1.0,2.76,None
19,61.33859819360622,167.85374355866182,20.0,1.0,3.32,None
20,68.10693617396997,165.92416574083117,20.0,1.0,3.31,None
21,65.0,160.0,20.0,1.0,3.23,High Tilt and Optimal Azimuth
22,70.0,160.0,20.0,1.0,3.22,Exploring Higher Tilt Angles
23,50.0,150.0,20.0,1.0,2.99,Moderate Tilt with High Capacity
24,55.0,165.0,20.0,1.0,3.26,High Capacity with Moderate Tilt
25,35.0,100.0,15.0,1.3,1.44,Exploring Lower Tilt for Morning Capture
26,67.78098231931929,177.19033622341257,20.0,1.0,3.38,None
27,77.08564368324127,174.66328805780876,20.0,1.0,3.32,None
28,72.447399588098,176.4268879224268,11.943223363047784,1.0,2.79,None
29,58.40492948183462,178.7738981295777,19.88598387721398,1.1597962157762012,3.16,None
30,84.42404063820952,165.03193915433957,20.0,1.0,3.15,None
31,75.0,160.0,20.0,1.0,3.19,Exploring Higher Tilt Angles
32,80.0,165.0,20.0,1.0,3.21,Maximizing Energy Capture
33,50.0,155.0,20.0,1.0,3.08,Moderate Tilt with High Capacity
34,65.0,170.0,20.0,1.0,3.35,High Capacity with Moderate Tilt
35,40.0,95.0,15.0,1.3,1.32,Exploring Lower Tilt for Morning Capture
36,77.92000242186148,188.2548854662129,19.853590842805456,1.3028599429863856,2.96,None
37,88.74565083793405,144.81313463179626,19.45041083432718,1.0139554158616828,2.59,None
38,62.62616724787978,212.63596384219176,19.62010036273471,1.3008741964758643,2.65,None
39,89.35040307111393,357.2522608296054,10.44227049039218,1.0975292990842687,0.03,None
40,13.646305491304805,206.06955707154893,20.0,1.0,2.18,None
41,87.15245409171258,0.39578212788380807,6.653435971041263,1.418423518305171,0.02,None
42,85.0,170.0,20.0,1.0,3.2,Maximizing Tilt and Azimuth
43,90.0,165.0,20.0,1.0,3.05,Exploring Maximum Tilt
44,72.0,162.0,20.0,1.0,3.24,High Capacity with Moderate Tilt
45,58.0,168.0,20.0,1.0,3.31,Moderate Tilt with High Capacity
46,40.0,100.0,15.0,1.3,1.44,Exploring Lower Tilt for Morning Capture
47,0.1769834240567525,357.5726551392825,4.951449318559963,1.1085869917112474,1.05,None
48,90.0,240.60726327150334,20.0,1.5,1.59,None
49,0.0,0.0,1.0,1.5,0.95,None
50,90.0,293.14060824636374,1.0,1.0,0.26,None
51,90.0,109.76998011651682,1.0,1.0,0.97,None
52,45.32044063725932,223.48788228956877,1.0,1.0,1.62,None
53,1.804376248902042,47.74397869923112,19.985065044449325,1.1672814423858573,1.41,None
54,85.0,175.0,20.0,1.0,3.23,Maximizing Tilt and Azimuth
55,90.0,170.0,20.0,1.0,3.11,Exploring Maximum Tilt
56,72.0,165.0,20.0,1.0,3.28,High Capacity with Moderate Tilt
57,58.0,169.0,20.0,1.0,3.32,Moderate Tilt with High Capacity
58,42.0,100.0,15.0,1.3,1.43,Exploring Lower Tilt for Morning Capture
59,90.0,56.275683427261896,20.0,1.3162394303294533,0.2,None
60,0.0,124.63400160829346,1.0,1.0,0.95,None
61,90.0,202.76401436400042,1.0,1.0,1.76,None
62,35.08322198040698,320.8726233102513,20.0,1.5,0.22,None
63,1.6645008250236926,190.86759448460256,2.2161729839342543,1.164661399925407,1.03,None
64,42.382207665360994,199.59190226518695,19.64574416109391,1.2916109412433974,2.73,None
65,89.49560001071897,159.96344799849422,4.12229361137803,1.0375183564619368,1.98,None
66,41.0132857571602,31.97273598105425,1.0,1.0,0.02,None
67,85.0,178.0,20.0,1.0,3.24,Maximizing Tilt and Azimuth
68,90.0,172.0,20.0,1.0,3.13,Exploring Maximum Tilt
69,72.0,166.0,20.0,1.0,3.29,High Capacity with Moderate Tilt
70,59.0,168.0,20.0,1.0,3.31,Moderate Tilt with High Capacity
71,43.0,101.0,15.0,1.3,1.45,Exploring Lower Tilt for Morning Capture
72,0.0,238.9191107025322,1.0,1.5,0.95,None
73,44.08285784666984,134.93840118987265,1.0,1.0,1.6,None
74,0.0,302.39055060393287,1.0,1.0,0.95,None
75,53.03790732794915,253.96559082773172,18.91609673060519,1.0278805455993385,1.8,None
76,59.484713126261646,197.57564627978547,19.863439877759536,1.1719339978117618,3.03,None
77,69.00368174689908,136.05937204050284,20.0,1.0,2.67,None
78,42.87060792906528,360.0,1.0,1.5,0.0,None
79,58.974537679082616,198.55249973396292,1.0,1.0,1.96,None
80,0.0,77.7957964353236,1.0,1.0,0.95,None
81,88.0,178.0,20.0,1.0,3.19,Maximizing Tilt and Azimuth
82,90.0,175.0,20.0,1.0,3.14,Exploring Maximum Tilt
83,75.0,170.0,20.0,1.0,3.31,High Capacity with Moderate Tilt
84,65.0,165.0,20.0,1.0,3.3,Moderate Tilt with High Capacity
85,45.0,100.0,15.0,1.3,1.42,Exploring Lower Tilt for Morning Capture
86,30.417451292677296,194.31559933749156,19.869736540566784,1.0271782426021192,2.78,None
87,35.94585066291198,0.0,20.0,1.0,0.0,None
88,39.29921949393363,131.22975607850273,19.307565321253545,1.4220760472705525,2.17,None
89,89.90685561070569,205.53931364875982,19.737494667587878,1.3045065618986276,2.55,None
90,33.6758967431462,222.92645526107174,20.0,1.0,2.53,None
91,47.56512679379678,175.32384760897858,19.913933060499,1.3881143608060444,2.85,None
92,52.52580187727102,275.28966498313645,1.668051886534579,1.243502741275245,0.75,None
93,67.61459577339127,184.40186391859487,19.67857363160962,1.270690844186897,3.05,None
94,27.797952719397514,242.10861709751126,20.0,1.0,2.1,None
95,50.29730878076178,232.26250746614812,19.893325726197613,1.4543148597133049,2.14,None
96,88.0,179.0,20.0,1.0,3.19,Maximizing Tilt and Azimuth
97,90.0,176.0,20.0,1.0,3.15,Exploring Maximum Tilt
98,76.0,171.0,20.0,1.0,3.31,High Capacity with Moderate Tilt
99,66.0,166.0,20.0,1.0,3.31,Moderate Tilt with High Capacity
100,46.0,101.0,15.0,1.3,1.45,Exploring Lower Tilt for Morning Capture
101,29.166722023508754,200.728051604121,1.0,1.0,1.66,None
102,76.08453565892077,231.44962635722052,1.4469630977343848,1.018694940269582,1.44,None
103,69.29732202856346,174.5437828324325,20.0,1.0,3.37,None
104,71.9191038028271,143.76502875682647,1.1542988819681823,1.4381779045014982,1.72,None
105,72.23188717832879,203.14342355523092,20.0,1.0,3.13,None
