iteration,tilt,azimuth,system_capacity,dc_ac_ratio,target,hypotheses
1,30.0,180.0,10.0,1.2,2.15,Mid-Range Tilt and Azimuth
2,60.0,200.0,15.0,1.3,2.64,High Tilt for Winter Optimization
3,10.0,90.0,5.0,1.1,1.05,Low Tilt for Summer Optimization
4,45.0,270.0,12.0,1.4,1.09,Optimal Azimuth for East-West Orientation
5,40.0,150.0,8.0,1.2,2.06,Balanced System Capacity
6,72.27515000642065,184.89980550846317,16.574632329375532,1.2970802831824817,2.84,None
7,88.63180496469407,187.90363599270268,2.1336419542869334,1.3202338450802193,1.94,None
8,62.28978400552588,182.04808678221502,20.0,1.4896833202570365,2.91,None
9,62.0894601934016,182.61360959954354,19.017697462683117,1.0972800701689636,3.18,None
10,62.68637962465878,184.15375295211948,16.70467205824884,1.0,3.13,None
11,59.713985979194895,183.1000933244626,17.547787027652443,1.0,3.19,None
12,60.476586643215555,188.85388450831357,18.91437198022537,1.417651140907265,2.87,None
13,60.47579742950916,179.48287947128867,13.788771605890702,1.2406779161311046,2.74,None
14,59.71,183.1,17.55,1.0,3.19,Optimal Tilt and Azimuth
15,60.0,185.0,20.0,1.2,3.12,High Capacity with Moderate Tilt
16,62.0,180.0,15.0,1.3,2.77,Balanced Configuration
17,62.0,182.0,18.0,1.5,2.8,Exploring Higher DC to AC Ratio
18,45.0,270.0,16.0,1.2,1.24,Lower Tilt for Afternoon Capture
19,64.83441213917929,187.56930400274777,18.006924091405697,1.2033004205732107,3.0,None
20,64.09438387126642,185.61086119357427,19.698760890755885,1.0496279981771086,3.28,None
21,54.596867410686116,185.60657184404118,13.770219079365392,1.247473229582084,2.69,None
22,61.32752340976579,185.40311986800938,18.438392913162332,1.06932042070118,3.16,None
23,65.55411852115557,180.84183599800554,9.20510207600097,1.0471595988044484,2.58,None
24,71.20920714601736,191.34226165863905,20.0,1.0,3.31,None
25,74.66339214431467,192.02787882790605,16.81147980366903,1.1405926843315428,2.92,None
26,65.0,185.0,17.0,1.1,3.05,Refined Optimal Tilt and Azimuth
27,70.0,185.0,20.0,1.2,3.13,Higher Tilt for Enhanced Capture
28,75.0,182.0,19.0,1.3,2.97,Exploring 75° Tilt for Maximum Output
29,68.0,180.0,18.0,1.1,3.12,Moderate Tilt with High Capacity
30,62.0,190.0,16.0,1.3,2.79,Balanced Configuration with 62° Tilt
31,73.20673655212944,175.77520045291445,18.052404894646198,1.3905548182143175,2.86,None
32,69.1441489027742,198.91350294372523,18.66482191999749,1.2327428658239885,2.89,None
33,78.70215026161678,203.52212719945294,19.145318795588047,1.3693993963286089,2.68,None
34,66.24706602256413,192.88954377026005,19.883137317683307,1.1565245603324272,3.11,None
35,69.5245966714428,189.23188029606345,19.79378213208286,1.114594649296292,3.18,None
36,69.64563832371232,192.62832199178192,19.981776439424692,1.219808644632851,3.05,None
37,76.76731706046343,188.83986031014385,19.451285758412517,1.4970592506246705,2.81,None
38,76.45752743424127,1.373870866040603,4.174046078133347,1.2503610238942655,0.0,None
39,70.0,185.0,20.0,1.1,3.23,Refined Optimal Tilt and Azimuth
40,75.0,182.0,19.0,1.2,3.05,Exploring 75° Tilt for Maximum Output
41,72.0,190.0,20.0,1.3,3.0,Higher Tilt with Maximum Capacity
42,68.0,180.0,17.0,1.1,3.06,Moderate Tilt with New Capacity
43,64.0,190.0,16.0,1.3,2.79,Balanced Configuration with New Tilt
44,69.64023217670514,179.0604182678861,19.65504987131126,1.0030595627197507,3.35,None
45,70.96477877365437,181.52189626165554,20.0,1.0,3.37,None
46,68.50364930781086,172.25843985468467,19.97774730193027,1.498924469277882,2.88,None
47,67.69702782509411,183.6489842093527,20.0,1.0,3.37,None
48,71.18229154007018,179.4011193396356,19.83331846329602,1.0147781761654875,3.34,None
49,81.78692255212073,178.51246978833413,18.987332307780758,1.1199560849663066,3.07,None
50,83.42527420511772,184.69047523605923,18.815344027476385,1.363755173905711,2.82,None
51,71.0,182.0,20.0,1.1,3.24,Refined Optimal Tilt and Azimuth
52,75.0,185.0,19.0,1.2,3.04,Exploring 75u00b0 Tilt for Maximum Output
53,72.0,188.0,20.0,1.4,2.94,Higher Tilt with Maximum Capacity
54,68.0,182.0,17.0,1.3,2.88,Moderate Tilt with New Capacity
55,64.0,191.0,16.0,1.2,2.86,Balanced Configuration with New Tilt
56,78.42526726297756,179.47325783714993,13.956039605782777,1.018175911530273,2.88,None
57,81.72392162988302,171.52135841427818,19.965874459681093,1.4693826710393314,2.81,None
58,86.91739422901844,178.8226906002684,16.628147086152634,1.2666550610426501,2.74,None
59,72.71998475145635,197.90955315362623,11.851933730970003,1.3668293970101137,2.45,None
60,67.20739023901909,166.2590508114519,12.272449777688054,1.2600111814251902,2.59,None
61,63.282461423674015,196.27402566534863,18.722150316906593,1.4728835935350904,2.77,None
62,71.0,183.0,20.0,1.1,3.24,Refined Optimal Tilt and Azimuth
63,75.0,186.0,19.0,1.2,3.04,Exploring 75° Tilt for Maximum Output
64,72.0,187.0,20.0,1.3,3.02,Higher Tilt with Maximum Capacity
65,68.0,184.0,17.0,1.1,3.05,Moderate Tilt with New Capacity
66,64.0,192.0,16.0,1.3,2.78,Balanced Configuration with New Tilt
67,73.82007799629687,352.1134099427051,18.29211338349011,1.3026952551212148,0.0,None
68,89.74278433388304,82.29211476464361,17.69199754115629,1.0330718705241844,0.78,None
69,64.3474848761873,210.49198549521446,19.98404085323992,1.1265701580375351,2.86,None
70,65.55892260600427,222.2380527835517,20.0,1.0,2.72,None
71,52.924392442316375,213.4943720079639,18.10094377507241,1.0542446269827672,2.75,None
72,62.02576712315152,216.2041838720759,7.409154534213291,1.2866301139614622,2.01,None
73,38.28542249056852,212.2855956411418,17.068047229732297,1.0708526386103703,2.55,None
74,68.0,188.0,17.0,1.2,2.94,Moderate Tilt with New Capacity
75,64.0,191.0,16.0,1.4,2.73,Balanced Configuration with New Tilt
76,0.16483295446000135,11.497902128358074,16.8832332823385,1.0320947677898162,1.44,None
77,0.016584538733082077,332.15683327719165,1.4167340155106796,1.2505542388432216,0.95,None
78,74.49186240615441,241.89506320462442,19.877417793023728,1.252757665091804,1.88,None
79,1.1794911686391507,237.9603171046292,3.4511946232858164,1.1282078560664708,1.03,None
80,89.42054284440202,156.60635731345104,19.884974639933976,1.1172410467869458,2.78,None
81,88.86092280697717,143.69866581977845,17.44407145538962,1.3658936752820805,2.2,None
82,87.870924133595,163.41099374486095,9.578186072615036,1.345327521233175,2.24,None
83,89.50827785351952,299.38744168891253,1.6924218925171348,1.1667679582386934,0.18,None
84,75.0,188.0,19.0,1.2,3.03,Exploring 75° Tilt for Maximum Output
85,72.0,189.0,20.0,1.3,3.01,Higher Tilt with Maximum Capacity
86,68.0,186.0,17.0,1.1,3.04,Moderate Tilt with New Capacity
87,64.0,193.0,16.0,1.2,2.84,Balanced Configuration with New Tilt
88,44.8491480509739,48.26182176139059,2.567312683577822,1.03895987779867,0.19,None
89,1.1749058299009951,136.5945193945288,18.842763990932003,1.0345125925590708,1.56,None
90,47.55316095899842,229.16007686630746,20.0,1.0,2.55,None
91,2.5897795332980267,286.08070363220844,19.55626541687757,1.4255704000691811,1.32,None
92,56.96476493333394,110.95783587520805,1.2369800788571435,1.0678659926271235,1.23,None
93,40.73359289577254,315.9613324497786,18.566188289553182,1.1720472811584854,0.24,None
94,0.0,193.1211654750677,20.0,1.0,1.57,None
95,90.0,39.2646442294678,20.0,1.5,0.03,None
96,74.6801692480413,157.63242214622989,20.0,1.0,3.15,None
97,71.0,184.0,20.0,1.1,3.24,Refined Optimal Tilt and Azimuth
98,72.0,188.0,20.0,1.3,3.01,Higher Tilt with Maximum Capacity
99,68.0,186.0,17.0,1.4,2.81,Moderate Tilt with New Capacity
100,68.17588493973446,150.21555422333145,18.394509692451066,1.3910657128773514,2.6,None
101,73.76989893692347,164.54043076170885,19.33899531330266,1.145034095562282,3.05,None
102,78.06010232627517,156.67810684442077,14.34181734452461,1.329100844713799,2.49,None
103,80.39562225498427,218.3205011637108,18.30652095944171,1.3778841071739618,2.3,None
104,66.67468383139231,159.93079129391853,19.86986132566006,1.1488116869979963,3.04,None
105,24.649573531158754,359.5964544147907,17.994489411290377,1.1025647069306266,0.16,None
