iteration,tilt,azimuth,system_capacity,dc_ac_ratio,target,hypotheses
1,30.0,180.0,10.0,1.2,2.15,Mid-Range Tilt and Azimuth
2,60.0,180.0,15.0,1.3,2.77,High Tilt for Winter Optimization
3,15.0,180.0,12.0,1.1,1.87,Low Tilt for Summer Optimization
4,30.0,90.0,8.0,1.5,1.05,East-West Orientation
5,45.0,180.0,20.0,1.4,2.82,Max Capacity Exploration
6,54.682323948109584,197.76900167779274,20.0,1.5,2.76,None
7,44.880054362505874,179.91237099245177,18.630213701750428,1.0124998091305266,3.1,None
8,44.42366084989855,176.9744269069355,16.177156308922562,1.4209228323561875,2.61,None
9,46.88909299417008,179.91800845911007,17.1557014944025,1.122808619403266,2.91,None
10,42.09346267368268,182.58391241362543,15.903299069274134,1.2217960089276747,2.68,None
11,45.991732106731526,182.35226622393597,16.46542227367079,1.458621430795513,2.63,None
12,45.0,180.0,18.0,1.2,2.87,Optimized Mid-Tilt and Azimuth
13,46.0,180.0,19.0,1.3,2.85,Slightly Higher Tilt Exploration
14,40.0,180.0,20.0,1.4,2.73,Lower Tilt with Higher Capacity
15,45.0,90.0,15.0,1.2,1.22,Eastward Orientation with Moderate Tilt
16,45.0,180.0,20.0,1.5,2.75,High Capacity with Optimal Tilt
17,46.551848989941256,177.4373646730579,18.94710235969734,1.3506336349225891,2.82,None
18,49.00601294442619,179.6217506376755,14.032239248630134,1.4266737771095204,2.56,None
19,50.99994147577545,181.03761985613014,19.27093977662414,1.2542931655330087,2.97,None
20,53.44926550012257,180.26473539360043,18.175110772181974,1.1565167604695765,3.02,None
21,51.90069240419516,179.60134540720475,16.969129627130172,1.207299845509552,2.89,None
22,55.17533622757456,177.79339397823193,18.581019650441963,1.2196030049373556,3.0,None
23,53.25312224785002,184.73834202382545,18.67660311741428,1.0724887007114288,3.13,None
24,54.0,182.0,19.0,1.3,2.94,Optimized High Tilt and Azimuth
25,55.0,180.0,20.0,1.4,2.93,Exploration of Higher Tilt
26,50.0,180.0,20.0,1.5,2.82,Mid-Range Tilt with High Capacity
27,50.0,90.0,15.0,1.2,1.2,Moderate Tilt with Eastward Orientation
28,54.0,182.0,20.0,1.5,2.85,High Capacity with Optimal Tilt
29,54.37894392321898,188.99810213845245,17.727834362929585,1.2863086563528416,2.86,None
30,49.56411356384969,185.18063733573175,17.119883073897743,1.0063999452879737,3.06,None
31,56.198325686428745,185.31769041904786,12.515112040659105,1.2298092755273875,2.64,None
32,52.915755667979866,185.32530664884715,15.252123625960882,1.3697501222178374,2.68,None
33,48.331931074934104,193.82621362777368,18.46610219253068,1.047828616419677,3.03,None
34,50.76893002677366,186.74230542699235,19.976751884761782,1.0,3.27,None
35,49.364674704869834,188.8320887128912,19.548219059094098,1.2796488974428857,2.92,None
36,44.68461288791755,198.15833838451312,19.790115533847707,1.0659956332565041,3.0,None
37,55.0,185.0,20.0,1.4,2.92,Optimized High Tilt and Azimuth
38,56.0,180.0,20.0,1.5,2.87,Exploration of Higher Tilt
39,52.0,180.0,20.0,1.5,2.84,Mid-Range Tilt with High Capacity
40,50.0,90.0,16.0,1.3,1.19,Moderate Tilt with Eastward Orientation
41,54.0,183.0,20.0,1.5,2.85,High Capacity with Optimal Tilt
42,44.3379898510464,194.11204186408213,13.447506475578727,1.075535540745468,2.63,None
43,48.88013342505231,199.5309481509746,16.934107910404105,1.0,2.93,None
44,44.50711096368887,205.21689721393716,20.0,1.0,3.0,None
45,38.77909022078114,202.88764889266818,20.0,1.0,2.94,None
46,40.17707310603375,210.11035976417395,19.453382055568817,1.0555030380911192,2.76,None
47,44.24978717615499,204.85987613138303,14.318330055255467,1.0229728279190844,2.62,None
48,37.10591512826505,195.8917169103558,20.0,1.0,2.98,None
49,31.78557833239519,200.03517500669327,17.912653395508137,1.3282918518372646,2.42,None
50,35.8967065763424,190.77524147049584,19.610088648848098,1.1795590711388595,2.77,None
51,55.0,187.0,20.0,1.4,2.91,Optimized High Tilt and Azimuth
52,56.0,181.0,20.0,1.5,2.87,Exploration of Higher Tilt
53,52.0,182.0,19.0,1.5,2.79,Mid-Range Tilt with High Capacity
54,50.0,92.0,16.0,1.3,1.24,Moderate Tilt with Eastward Orientation
55,54.0,184.0,20.0,1.5,2.85,High Capacity with Optimal Tilt
56,50.77112963577309,209.95211228445027,18.203033666320355,1.088101169966585,2.78,None
57,58.97924315872657,169.91870029147339,17.596312348360723,1.1150210984862148,3.03,None
58,54.03252752028623,168.65857019858464,19.68263233828982,1.0,3.26,None
59,54.19012914173969,165.00302182677686,16.610063180316835,1.0338707556056614,2.98,None
60,54.87689972771838,170.17813512070322,17.33846540388313,1.1572326796313381,2.95,None
61,49.85962715241336,168.64917870896832,19.593312404200653,1.291643045290248,2.91,None
62,56.06133438874439,164.6089075873418,19.158872102421853,1.1954502624291505,2.99,None
63,65.22474499234869,172.85741547619764,19.30379197636927,1.417847690990356,2.91,None
64,65.13903374931604,167.63430838228047,13.639626791938431,1.496252105327366,2.56,None
65,49.22554782040195,160.85867409222027,19.68159104350002,1.1254890590965105,2.99,None
66,55.0,188.0,20.0,1.4,2.91,Optimized High Tilt and Azimuth
67,56.0,183.0,20.0,1.5,2.87,Exploration of Higher Tilt
68,52.0,185.0,20.0,1.5,2.83,Mid-Range Tilt with High Capacity
69,50.0,91.0,16.0,1.3,1.22,Moderate Tilt with Eastward Orientation
70,54.0,185.0,20.0,1.5,2.85,High Capacity with Optimal Tilt
71,49.552107743009856,157.86871642817508,12.492182259730875,1.3707705193002506,2.4,None
72,51.65403422616494,164.08146741923343,19.98862000454308,1.2669938147558326,2.93,None
73,40.08768602763521,161.84365317019837,17.65323565570255,1.4206815270503337,2.54,None
74,73.5348036441457,179.21886949275006,16.314109071886897,1.249252593202875,2.87,None
75,58.18488687273506,169.5030911620769,19.768766088541224,1.2424297539055826,3.03,None
76,74.62179763769974,172.39492370384298,20.0,1.0,3.33,None
77,77.82988056952583,172.85100650064433,20.0,1.0,3.31,None
78,76.51876722086104,169.70874432746717,20.0,1.0,3.3,None
