iteration,x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,target,hypotheses
1,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,2.393,Upper Bound Exploration
2,-5.0,0.0,5.0,-5.0,0.0,5.0,-5.0,0.0,5.0,-5.0,0.0,5.0,-5.0,0.0,5.0,10.785,Mid-range Exploration
3,-25.0,-20.0,-25.0,-30.0,-26.0,-20.0,-28.0,-24.0,-22.0,-30.0,-29.0,-25.0,-30.0,-21.0,-23.0,2.069,Lower Bound Exploration
4,10.0,-10.0,10.0,-10.0,10.0,-20.0,-20.0,10.0,0.0,-15.0,5.0,-5.0,10.0,-15.0,0.0,3.932,Balanced Mix
5,-10.0,5.0,-5.0,10.0,8.0,0.0,-3.0,12.0,-8.0,15.0,-2.0,2.0,4.0,-7.0,6.0,6.325,Negative-Positive Transition
6,1.2769734782907918,2.9770322778434704,18.011929292320524,7.1363901984199885,-6.13592887728365,-4.128722363057225,-10.680230864909607,-3.691344456406604,-1.3885933103134427,-11.479454694920676,-2.8474630640858827,15.370902887571837,-1.5890249187137506,0.8075770536262006,10.656746163279351,3.949,None
7,0.0421626112270701,8.077123757633316,18.250492611283825,-19.263000461218017,8.981041341152519,0.43972926717262695,-13.255442112393151,-11.773679175597309,14.543323702891044,19.5823203887185,-2.180194398623648,2.189477003428671,-9.6778232120615,-10.601924312057815,-17.08554617915271,1.974,None
8,-15.904286676105052,-24.485690230210256,-4.853243187697792,-14.250134422966127,-18.94580694426415,-13.461405182201641,-4.558759718177232,-11.976238462461144,-10.845369846041322,-14.471392017324238,-12.120861806178873,2.4560554879686336,15.831814803936616,-18.10136678134181,15.462476375983982,1.374,None
9,-3.9082084905081054,-27.262642608917325,-23.9621364786448,-25.681601439728013,-5.307491566278895,-23.54443455878874,-23.58227448401869,10.239958057301976,-11.170579300586983,-10.88700722984223,-9.23226493000773,-6.7542751718283895,-20.45941779352483,9.397034717732112,-0.6619946476984673,0.846,None
10,-16.08502781305803,-1.0667572689884857,12.053602027549232,-12.554390322098993,0.07670861522062111,-28.717868219903636,-28.103999142340157,-19.849111925887897,12.021401347016976,-11.574132269566093,0.30446810892646425,1.535385492986638,8.280922219218489,-7.621887371969368,-24.35016139639328,1.218,None
11,9.270968787586611,-5.056911387303032,10.348675021004347,-19.8963055360063,-4.124568647309186,-2.342445222004649,-21.807723387971535,-12.259153597631375,9.113287928752108,14.290697929731877,16.270827754328934,-11.84704638924531,17.04875519483361,-27.291900140935084,2.03460822638025,1.726,None
12,-27.082361370169934,-16.513997857073715,-1.9183885574277362,0.1224002517868179,7.2246602588131665,-23.096066192845427,16.02178188930108,19.234074677056547,10.771593431816271,-1.6406829794337625,12.45220783778366,10.940180437461308,-20.767610279888487,-15.721299626265896,-25.759017047728392,1.225,None
13,-14.216885324822528,-3.1193738298968263,-16.464457782233723,17.630256409931377,-18.236198317661042,-10.714325151413085,-11.773103253240865,-21.52282813079651,-7.324224033137568,-19.377835410384513,-2.2813040147872385,2.3021534210214867,1.3303616942005974,-26.063604180523626,-27.602324391236642,0.861,None
14,-5.918909858271317,0.7106141861894005,2.783814570306774,-3.0467836722528316,1.6889081674063373,5.070731630265514,-4.221106794658845,2.4874244042798375,3.284579837194997,-2.0460316848122013,-0.08545398083502012,4.070789019927596,-3.832650082480132,-0.7133539117694611,5.396551567159429,10.472,None
