iteration,x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,target,hypothesis
1,11.535033220326923,13.199485026399449,11.46092291347061,5.539976145007559,0.32273237601898686,-3.550545355204762,3.7832008435594986,3.291143918221887,5.396807882403536,4.621855346131833,5.968741059714473,5.759257476295334,9.565685617830036,8.716565665165302,7.094442665914999,4.413,centered_guess_for_maximum
2,4.335753741265545,6.713539997556442,4.229881965075009,-4.228606168325447,-11.681805164151335,-17.21505432312404,-6.738283019246822,-7.441220881497877,-4.433132082452191,-5.540206185350149,-3.616085386618048,-3.9153473921356134,1.5224024348520047,0.3093749707809863,-2.007941613309205,5.014,alternative_guess_for_maximum
3,19.05071735667369,19.76405418467356,19.018955781467906,16.48140595805928,14.245443278037879,12.58546631705083,15.728501898914136,15.517620259064238,16.420048102011055,16.087925428312914,16.665162437579323,16.57538371621949,18.206710839411357,17.842802114980035,17.1476062128282,0.854,initial_guess_for_maximum
4,18.734290863653232,19.68540584172589,-21.308032867997294,-24.69142981305172,12.327264097981107,-29.886011672255595,14.304673944645362,-25.97647634084235,15.22673478039248,-25.21607008218108,15.553553622135151,-24.56612623992416,17.60894977841868,-22.876236449814733,-23.8031635469132,0.411,mixed_strategy_guess_for_maximum
5,13.67147013959081,18.4270331410466,13.459727010696,-3.4572154222200524,-18.363583601135467,-29.430059786128506,-8.476559085375474,-9.882431998131757,-3.8662664323715177,-6.080410209879879,-2.232176308883478,-2.830699122872982,8.044778780146451,5.618728704104562,0.984104805171981,1.839,Global
6,9.390449768539373,-1.033806588514902,-2.864595910519023,8.555766786211253,3.3694567461266978,9.816430548999056,7.7436797240742425,3.7431188664666806,13.479617418666647,-2.071539166954826,-2.896853319898426,2.044100147833703,13.107805580197029,-3.517109394682646,-2.6974387554566936,5.172,centered_guess_for_maximum
7,1.4507762578324428,-3.4591023044688187,3.0289397408945167,12.365998612233353,10.743520937393287,6.2963119196774,1.826311065999933,0.2971117237099019,12.980365514520523,6.130679964207408,0.05807869254983311,0.6159233683284553,13.042956524101212,0.4292342733935257,-1.882523118073669,5.317,centered_guess_for_maximum
8,-3.750024999999999,-3.750024999999999,-3.750024999999999,13.750024999999999,13.750024999999999,13.750024999999999,4.674351803475725,-1.424477554328527,13.750024999999999,-0.10820884485196558,-3.750024999999999,-3.750024999999999,13.750024999999999,-3.750024999999999,-3.750024999999999,3.89,centered_guess_for_maximum
9,0.3039357915299714,2.018009384194282,12.161764388892067,11.454322387529826,12.97467576771954,1.3993988647777282,7.634468051070037,2.9487217788318505,6.345617463791704,-1.3333523900135598,7.796002683106597,5.47120355198402,12.188807540523593,2.5098983227459977,-0.5273915290644848,4.67,centered_guess_for_maximum
10,3.7763726098971966,-11.460026559011318,0.9032685911932886,0.054103651999889646,-4.285543493506856,-3.3075923790300505,-4.979975225320888,1.9893368355925238,2.33546655413399,6.096033046490615,-2.358913135501948,3.461157660924744,-0.7026882569314866,-1.5945951067479436,-3.879086429719912,8.667,Global
11,1.9804368491856497,-30.0,-0.030853385615106754,-3.0697738338531115,-12.496671205961505,-1.0444990086202213,-13.20481572396379,9.831379280473886,-2.602601254214184,16.81325259476105,-6.484682181296444,11.427564932914297,-13.4221236306873,-2.395549456543991,-5.601130567657442,2.178,Global
12,6.4467654690235605,-10.532406904482695,-2.861069324557879,-4.933208197309393,1.9155703610927561,-7.647225179061384,-1.4076446454297202,-3.360310550250721,5.609171441736017,4.5599233222680144,3.9138080070856853,-2.056845819272202,2.2385722422162515,-3.073092910125422,-5.0834206171702,7.632,Global
13,1.0930149118993833,-1.1057920484220514,0.8651343318353729,1.9391703572623957,-1.209675652482831,-5.787073389970956,-7.5310243580053795,2.724166360281166,5.312408509165258,6.5791977368239865,-3.5920386468997703,6.017572168135667,0.269289095984833,-9.63656145518855,-15.46529316570883,6.108,Global
14,4.2714857748733674,-18.429230766225274,2.940338383578359,4.0330874273303365,-5.776442408017921,-4.27073613146919,-5.88197271325943,0.3726470555740125,3.137302965537051,-4.177342247460658,-3.383307259481508,-4.416352450706464,6.655014865204298,5.159937682651594,-0.5457391492471069,5.845,Global
15,2.2592096268361,-5.525373882663027,-2.531069683379705,-3.0591898993915216,-2.9642621431909406,0.36510924257224386,2.3455723177253502,-5.390872273772615,-1.0866931523436112,9.466395553332452,-3.532250742979655,3.680196990158225,-3.6299264001236073,-3.47847745949195,5.157502353583405,8.603,Global
16,5.566017488431772,-16.030694588677008,-0.6837285769927567,-1.9905761757947746,-2.5162980467900544,-2.8999142876449793,-2.7282049400617567,0.612856517267256,3.051320374488488,6.329593953947759,0.37022664934260574,1.2549801851421793,-0.16428340064033153,0.3964979398265245,-0.6125298807422576,7.56,alternative_guess_for_maximum
17,2.7229481384282543,-12.224464027127558,3.118959237997033,2.2331226353122684,-8.437709036609196,-1.4781548885783995,-6.669921437454887,4.208549918682726,-0.1975798974456907,6.176276848505803,-5.636210501098449,5.659386570332746,-2.2723994119875015,0.3425423522198339,-1.6364654085124624,7.008,alternative_guess_for_maximum
18,5.577967556072746,-3.9336917852968,2.002006136039266,1.3918924133873252,-1.7282956913715344,-2.9554548868626647,-2.0535675689993673,-0.4539870321391332,1.6380591567228595,10.085568084377647,-2.405653010821168,-8.675628556502973,-8.781900996994873,-13.28933715302615,2.556091150785762,6.363,Global
19,-2.9798379575091265,-3.808611527864318,-5.34441322645241,-10.743995457355995,-1.626252378368735,-1.7562655354994146,-5.1099436698058405,-8.522474096972221,8.084825983591989,5.399267662155938,-5.360763331120616,10.602473390459618,-1.2002478918356585,2.1411113708976375,-1.402328969229312,6.331,Global
20,4.480343297286986,-7.385017385745967,-5.75168053360575,1.6764310408639402,-3.980514658184475,-4.9255507587920775,5.2539779333105,-4.788835007048536,-9.897188418636022,10.393170522087011,-0.7553343202172734,6.145219226730621,4.693367187342256,-4.580039614122759,-6.273277895094396,6.283,Global
21,4.46385826849953,-8.130608182600383,5.413111135622765,-5.5152676326713195,-2.2874031954209224,-3.7008693954943985,5.257593422384896,-1.3135504197383678,3.545898166014467,-0.6269803869790859,-1.326896479503825,9.552028235535543,-5.124967857928258,-9.811602228149535,0.7053086767944352,6.84,Global
22,1.241262591351213,-0.5560409998369363,-6.1123400966049335,-5.1199787531523375,-1.1674236426515572,2.061165920089415,-2.828194689345657,5.322555603444844,-2.0925556754133483,4.798628728180478,3.3281328161501023,-0.511716126221208,-5.892149703900572,1.750594276460714,-1.9114029852508152,10.339,Global
23,-1.3217843558908287,5.275847405957513,-13.9117480401332,-11.660965993714287,-0.5358885975356165,7.961822096189686,1.6738306557290417,3.9420953398773437,-8.882546248920299,6.859710002458988,5.79288014354077,-3.0291448932344087,-13.275288809593452,3.662891956358056,5.392424528977582,4.846,Global
24,-0.3520192494671134,-2.0286614474922704,0.06224359524851332,-8.675995318920563,-3.902797029937829,3.4022445305844626,-5.562455713999285,7.631460946805932,-0.02578660252174029,7.427773037240232,4.621157866288109,-1.966787634858183,2.669189983472839,-1.0017958439142458,-3.4920803862402154,8.393,Global
25,6.389008133932377,-1.9089585846806956,-6.380460062611112,-1.9020845748606934,6.180599536485072,-3.5834670068647183,-6.774602930118223,8.911628321993478,-0.9713629720076469,3.6102027603790656,-1.8833650747281419,1.4943396831946743,-5.35741248031454,3.746797001740126,-2.5649162373598005,7.951,Global
26,0.7520529943895514,-2.4998071062514486,-4.8756660119563255,1.8252783825761958,-6.533307257713906,1.2315065867721486,-1.814720461604537,1.141648336851618,3.740465509439287,3.937029336588458,7.787434207994914,0.09320087534083298,-8.775249524863277,3.298017723270234,-6.543606812445678,8.442,Global
27,-3.082919028350724,-4.377137326643943,-4.610135057839132,-5.975563086172275,-2.785935392317133,-0.8418938610658276,3.516286015114763,5.677379844051097,-0.9103595250987435,2.6454546620471024,-3.928017064720528,-3.697203544214213,-5.784055255444624,1.387368824042506,-6.280149729075099,9.046,Global
28,0.5140467098289758,-4.1573555012492545,-5.851812724763269,-3.7839119008696427,0.545943714760148,4.25276673238701,-0.77292223530658,7.248087832520615,1.4056968907284606,7.295366762086562,1.4531769557196632,-0.07446582982101789,-6.917089163137494,-0.20898097089296086,-4.113366350170825,8.945,alternative_guess_for_maximum
29,-1.8342972214063213,0.688948331914929,-8.603430487462067,-8.103487861079742,-1.4911663924724594,2.153680914021662,-0.09501147983573496,6.387356493156564,-5.567859256023194,2.479118719322606,3.0085131499674156,-2.6216407586960777,-6.461790152846717,4.428169959560599,-2.3457433287368237,8.022,alternative_guess_for_maximum
30,8.574677001393908,-1.6681314007033539,-4.739763777419297,-6.058046231255535,-5.23378891569359,4.419330418022414,-6.410348833027915,-0.38411804944018535,-2.798042130655436,0.6066464819990383,-0.31535011619362635,-0.6149008815652234,-5.5205592699764,-1.8007687931846246,-3.9980599034671305,8.386,Global
31,-1.6700288082138917,-1.6206144957979833,-8.3359862169057,-2.059388916096894,-5.36354211249992,-5.19027945026875,-4.897508366029419,5.609743060874562,0.3986877254925574,3.5025055124515454,3.807296463266933,1.694971308301258,-3.4048620694655796,-3.6971583921218354,3.613365913167198,8.676,Global
32,-13.304854685610861,-6.243779075881484,5.290386956841356,-11.034000341490266,-5.03465816100188,-13.561269053569877,18.70261636760435,5.087225211027628,5.67935734643781,5.797624866613607,-15.465126793891983,-16.68292412183752,-12.08738509858785,8.29551363537922,-15.971442863661403,2.283,Global
33,-30.0,-30.0,-30.0,20.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,20.0,2.008,Global
34,-2.952860960050569,-2.489868263722215,2.251250658967122,-2.804922539917958,2.2464638100727314,-1.460725736285756,-5.936351138041803,-1.0245421354794253,-5.280222773753791,5.220196507002744,4.153783437378452,0.30792597043233627,-7.079045081167186,1.2084833333716716,-1.6147464643599319,10.029,Global
35,1.7227890758437097,-0.4077727383795167,-1.0951504516374824,-3.1324935482613996,-0.7909521988791594,-0.04600005519867351,-4.947369140657908,1.808614163483334,-1.7716069230519575,5.12017399134979,2.8274301251398013,-0.23400051154219997,-6.220197840447334,0.6971644861578653,-1.5107734744594958,11.796,alternative_guess_for_maximum
36,5.051162465081472,2.723035594218164,-0.9378288873681822,-2.9640019225757928,0.2533835019017902,2.7411677442720257,-7.466620814667625,1.5174673161056802,-1.9254456226163277,6.414932015039218,5.747359664156156,0.2840690659310118,-7.4028204497869705,1.5484270712929329,0.14344666071101211,9.116,alternative_guess_for_maximum
37,0.62732671694529,-1.1569922379531983,0.19253988036133973,-3.054409981253735,-0.9338134681939232,-1.7518435724012813,-4.179228423872884,3.928019941600532,-1.0340440315245043,1.2583159744061951,2.420410424927008,-0.7857986607860968,-6.365539411222902,1.3622987415728418,-3.4826501073594933,11.914,alternative_guess_for_maximum
38,1.3571346355227905,0.9189469727928579,-0.34108140182798946,-0.9517215664171984,-0.5389357611625485,-1.0894389005488039,-1.4874118033495327,0.5229405995245265,-0.588662787034657,1.8092588863712638,-0.8720407612378137,-1.8750131842502171,-8.299883963852885,0.5661028844851609,-1.0038781847338236,12.575,alternative_guess_for_maximum
39,0.41148250070522024,1.3288174478136923,3.518860283061018,-3.8764617151817027,-2.8048764927822165,-1.7442285547158,-2.205752515211109,2.403158356166229,1.6454510573220444,4.313657740891171,0.10747216442774803,-5.463122202902462,-9.92806426065318,-0.05161439022627634,-0.6318381136393877,9.727,alternative_guess_for_maximum
40,3.3705702011779897,0.18032673335452254,-2.2703966451629283,0.6927832775601646,0.9023840988049885,-0.07160980643560985,-2.4183056822259417,-0.13002414980627194,-3.367982319800041,-0.5144013883941592,-0.8824644369871102,1.4083632534178767,-5.758351187466361,1.4884650828004382,-3.4482605153965116,12.465,alternative_guess_for_maximum
41,-5.237849345096382,6.751213946544318,-1.0532837729413775,8.119804509345816,0.30003164957378237,1.692257964155096,-0.6734534905482664,-0.5357587026588888,-5.8679374105836,-5.822640275773799,-7.7195524781891205,1.702247677284567,-10.558347013552787,0.4326629176453707,0.6555985223821718,7.34,Global
42,-30.0,20.0,-30.0,-30.0,20.0,20.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,20.0,-30.0,2.024,Global
43,-30.0,-30.0,20.0,-30.0,20.0,-30.0,-30.0,20.0,-30.0,-30.0,-30.0,-30.0,20.0,-30.0,-30.0,2.024,Global
44,-30.0,-30.0,20.0,-30.0,20.0,-30.0,20.0,-30.0,-30.0,-30.0,20.0,20.0,-30.0,-30.0,20.0,2.046,Global
45,-30.0,-30.0,-30.0,-30.0,-30.0,20.0,20.0,-30.0,-30.0,-30.0,-30.0,20.0,20.0,-30.0,-30.0,2.024,Global
46,0.701374354760786,1.2906525493815484,-2.5395758311183214,0.28929085086198414,2.2209855332042387,-2.5294694099814787,-2.237599840503124,-0.46107348282912103,2.2328150463065923,0.4170928577119544,-1.2327995286079099,3.031895947404829,-8.549080759674979,5.7831575384287195,-1.4913335074845075,10.578,alternative_guess_for_maximum
47,2.368872036114846,-1.186453443816797,-1.9143576116073309,3.5017587240985515,-0.6764858767458826,0.9744618036229743,-1.3361017993064324,-0.05458319730833184,-3.4098581829885184,-2.17999735299539,2.282969704090647,-2.9427567034398416,-9.383630571348313,-2.779630617767789,-2.43003940842946,10.636,alternative_guess_for_maximum
48,-30.0,-30.0,20.0,-30.0,-30.0,20.0,-30.0,-30.0,20.0,-30.0,20.0,-30.0,-30.0,-30.0,-30.0,2.024,Global
49,-30.0,20.0,-30.0,-30.0,20.0,-30.0,-30.0,-30.0,-30.0,20.0,-30.0,20.0,20.0,-30.0,20.0,2.046,Global
50,20.0,-30.0,20.0,-30.0,20.0,20.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,20.0,20.0,20.0,2.06,Global
51,-30.0,-30.0,-30.0,20.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,20.0,20.0,20.0,20.0,-30.0,2.034,Global
52,-30.0,20.0,-30.0,20.0,-30.0,20.0,-30.0,20.0,-30.0,20.0,-30.0,-30.0,20.0,-30.0,-30.0,2.046,Global
53,3.3009349317019923,1.7327312184034664,0.9464727902128927,-2.338535717823316,3.1202198966827,-0.5435189006570826,-1.1359954297195036,3.0116427075641283,-3.844823604994903,0.6321619344010423,-3.2009335531654473,0.21857987495776723,-4.091353461975794,-1.1353889543735527,0.2890630101416584,12.904,alternative_guess_for_maximum
54,3.61491747534998,2.2312843827546085,2.091646296715655,-4.292481194019759,-0.765379371761741,1.6483543420562903,2.672381587771952,-0.8659584797421285,-3.4606798535878367,-0.04535796414205317,-1.8823139154746857,4.090293256226975,-6.166636469565017,-1.338445989151278,-1.693366862781862,11.461,alternative_guess_for_maximum
55,1.1466273054424023,3.0721734293246485,0.7407744147050489,0.9756720691675188,1.874438216971385,3.608229098179712,-1.8053352418658872,-0.059885641477784225,-2.37838796647913,0.6498210670099799,-4.65072907497296,-3.5094133815820006,-0.660219569710578,1.8936937012897004,-1.0773331541943163,13.063,alternative_guess_for_maximum
56,5.344345650092692,4.092006216693035,-0.5036539007269608,2.298688997963081,6.000421684911154,1.997508910109863,0.39692253702288144,-1.1367339580153815,-6.327550059261786,1.8208621255788624,-10.88995137331705,-4.2163230998243275,-5.436037045038068,1.2006679121988288,-0.44020584093437565,8.381,alternative_guess_for_maximum
57,0.0476810015537711,2.78365015905048,1.6902634858764465,0.6578177747349366,1.1433314811251583,1.965821840104271,-0.5710417033295987,2.419444721851688,-0.6468983141762017,-1.6487810044517184,0.9288819413441589,0.01300134653402456,0.8933274460000507,0.6422364278432229,0.7395319248163916,15.494,alternative_guess_for_maximum
58,-1.502521037999149,2.4214068691854793,0.3184376969618239,-1.8075865614055806,-0.469807339725268,1.6339023395792946,-2.2892330834614394,2.4083461005523956,-3.3626844107752136,-2.5376503858251973,0.2928162391861702,-0.965763401098097,-2.2108387400602663,0.0801557145868308,0.6183077966919457,13.843,centered_guess_for_maximum
59,2.6906915635590822,-0.981209948322875,3.9226469971749505,2.4019026748842998,-1.8707605901844533,-3.750024999999999,-3.1709480760452546,-2.113187499970687,1.8029309849007582,0.13779891760905202,2.5595203040306993,-1.3186366836721732,-0.9012427116835423,-2.830409177018679,-3.106996498051399,12.766,centered_guess_for_maximum
60,-30.0,20.0,-30.0,20.0,-30.0,20.0,20.0,-30.0,-30.0,-30.0,20.0,-30.0,20.0,20.0,20.0,2.076,Global
61,-30.0,20.0,20.0,20.0,20.0,20.0,-30.0,20.0,-30.0,-30.0,20.0,-30.0,20.0,-30.0,20.0,2.095,Global
62,-30.0,20.0,-30.0,20.0,-30.0,-30.0,20.0,20.0,20.0,-30.0,-30.0,20.0,20.0,-30.0,20.0,2.076,Global
63,-30.0,-30.0,-30.0,20.0,20.0,-30.0,-30.0,-30.0,20.0,20.0,20.0,-30.0,-30.0,20.0,20.0,2.06,Global
