iteration,x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,target,hypothesis
1,3.559882097940193,-25.666683487560853,11.3309914407271,-22.926000236893184,6.20827156535861,12.46624999466411,-27.69769775085842,14.955330785920452,-4.5077798595895455,-15.246397968821746,13.464549143616157,-4.344301421661907,-6.221969500741727,-19.086452083649856,6.747127427759016,1.048,Randomized Guess for Global Maximum
2,15.76994766593758,12.69442238686498,16.622457325652263,15.764903827696891,15.65274402485122,14.977494415899582,14.034844871499669,17.144522729404137,14.747392543925764,14.501186233953376,17.15849427411553,16.468553935630148,13.509327954585634,16.35182374894613,13.883278603348504,1.084,Initial Guess for Global Maximum
3,8.719883942712631,0.5185002847136233,10.99323829913613,8.706433735425355,8.407341550944833,6.606679678448009,4.092952796972702,12.385409808787434,5.993075964857306,5.336527172739212,12.422667183731718,10.58283011409314,2.691577271397306,10.271550264767962,3.688776923934948,3.848,Alternate Guess for Global Maximum
4,-24.5500528233524,-21.851867907991124,1.241564430091623,7.294739716971044,12.754583035288665,-22.567458269042305,6.081331211878094,-2.0182198776850893,-0.00864317540323789,-5.82932978106458,11.475501765654954,14.114264407015344,-28.317747318689698,11.487604961603594,-17.889019136833838,1.253,Diverse Guess for Global Maximum
5,-8.200254892899814,-28.703688408605434,-2.5168761060645437,-8.233880369086155,-8.98160989562555,-13.483258949806295,-19.767568298107875,0.9635483175331849,-15.017266316273844,-16.658636244856666,1.056691638464745,-3.5428952861480454,-23.271002732753324,-4.321093936712678,-20.778006717654236,1.357,Global
6,7.376904431808513,6.369749961020982,6.037950411229408,5.654206146090012,12.162324759035702,11.000350299818702,1.2309880206943045,6.234488589269568,7.0272013507518505,2.270515199516527,11.146897251631978,14.300867231689965,2.7202157846959447,4.874182777253836,9.752513076298435,4.367,Alternate Guess for Global Maximum
7,1.4955412586781314,-2.4999999999053557e-05,0.5709133598262858,-2.4999999999053557e-05,7.13393053515673,5.207824251366151,-2.4999999999053557e-05,1.2235951909955252,0.2611743607261525,-2.4999999999053557e-05,7.124430506549734,10.35235853441401,-2.4999999999053557e-05,-2.4999999999053557e-05,2.838342246719591,9.562,Alternate Guess for Global Maximum
8,-2.4999999999053557e-05,-2.4999999999053557e-05,-2.4999999999053557e-05,-2.4999999999053557e-05,-2.4999999999053557e-05,-2.4999999999053557e-05,-2.4999999999053557e-05,-2.4999999999053557e-05,-2.4999999999053557e-05,-2.4999999999053557e-05,-2.4999999999053557e-05,-2.4999999999053557e-05,-2.4999999999053557e-05,-2.4999999999053557e-05,-2.4999999999053557e-05,21.945,Alternate Guess for Global Maximum
9,-2.4999999999053557e-05,-2.4999999999053557e-05,-2.4999999999053557e-05,-2.4999999999053557e-05,-2.4999999999053557e-05,-2.4999999999053557e-05,-2.4999999999053557e-05,-2.4999999999053557e-05,-2.4999999999053557e-05,-2.4999999999053557e-05,-2.4999999999053557e-05,-2.4999999999053557e-05,13.018674185274474,-2.4999999999053557e-05,-2.4999999999053557e-05,12.155,Alternate Guess for Global Maximum
10,-2.4999999999053557e-05,-2.4999999999053557e-05,-2.4999999999053557e-05,-2.4999999999053557e-05,-2.4999999999053557e-05,-2.4999999999053557e-05,9.81414619933083,-2.4999999999053557e-05,-2.4999999999053557e-05,-2.4999999999053557e-05,-2.4999999999053557e-05,-2.4999999999053557e-05,-2.4999999999053557e-05,-2.4999999999053557e-05,-2.4999999999053557e-05,13.886,Alternate Guess for Global Maximum
