x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,target,iteration
-29.481292305715,-4.906270392563062,-5.211335343292696,-23.30852355203617,-22.894445727273073,-19.072066218696087,-9.074590974477378,-17.594941579322047,-25.797017441732496,-12.725067997479997,-21.661182673383927,13.927954276632953,17.548201581335825,-28.06258120838401,4.95536956993805,0.898,1
-1.3620092215295365,14.900355911257478,3.3449486459818303,-2.6081108476759205,5.121371203402759,-10.676141519266732,4.721933888222914,11.24352322502741,-6.716576231636708,17.026220476332803,10.18698850061589,19.167962411216628,-21.518187120811646,-3.945764427010136,17.275870848812033,2.116,2
2.477023158023812,13.041596161284836,18.542300604511254,-20.722915653276964,-17.844216234329576,13.670042155056237,15.313863846175387,7.91389933983244,-12.654902311224017,-6.823264300797124,0.5268870424064716,-5.1859141164406495,-6.101299323082657,-8.222226761682712,13.520414821326554,1.847,3
-20.63206764692892,4.383704659633757,5.17645869006941,16.26000386355537,-28.027259116286647,2.3558356772555697,1.902699235869246,-6.915116876465149,-27.347028775730347,-28.071453841882082,-21.523429289606156,9.727394348926971,-21.869697671995958,-23.063065011022406,-12.354152338365903,0.862,4
-5.775077242359895,4.886819256188879,10.0578215847843,-16.661281146402935,15.47381046291251,-28.856652501516155,-11.243861875211305,-20.018333567588765,-12.859738541929485,-7.794385247797678,-5.093019481910368,-9.28268376001892,-19.28720185575313,-19.168014363656894,-18.38464363767507,1.415,5
-19.151863739519143,-19.810426780984464,-16.346082029679145,8.105942435994862,-12.077768108222877,-15.38870756170424,-14.872056058419954,-16.881549753358705,6.580113050454152,15.256386881445394,6.08051866963806,-8.425140775737894,-29.255895314906304,6.091147155101737,-8.234445580790158,1.441,6
17.71746466885486,20.0,17.130214994964057,-18.908827522663717,9.237339002640619,4.998081189323787,18.190214682203244,20.0,2.134382359664469,20.0,20.0,5.996739567463934,-20.105169300307082,7.454393489150496,20.0,1.874,7
20.0,20.0,-24.61700885519779,7.114545069129728,20.0,-14.488003468704976,20.0,20.0,-30.0,20.0,20.0,20.0,-19.650126172363947,0.06216157700019506,20.0,1.491,8
3.519010780285811,-18.381210017557244,-8.456952103023031,-18.003185486874536,-14.082508625408842,2.421314963427612,-9.187905246343703,4.721273107518954,-23.476202578542043,-21.973527509940507,-25.13328756439197,-8.125132057933822,-12.704874892239179,-14.551856477550958,-9.356820471611233,1.157,9
-14.22868129618406,17.893974428282597,13.80888820861658,8.6236150619835,16.191037763868415,2.218524352955818,5.949269958835387,-23.25340685439138,15.514173275894777,-11.886910692492656,6.509241534340738,2.9703275895514594,9.367388696934164,-5.799483763345453,-27.30603589501335,1.524,10
-19.2784875731124,20.0,20.0,-11.027147716779895,-4.506183667067251,-1.7830423242323994,3.7877247900632955,20.0,17.616723076748883,20.0,20.0,20.0,-23.193084074361437,-13.527460059478623,20.0,1.367,11
-2.877849274218004,-19.306546074560817,13.263422751567873,-12.48933254832632,17.34342497476277,-11.278465982121684,-28.563372498700698,17.040831844623497,-9.337292218798126,-28.43253882414553,-0.12589148999080635,18.492616843195258,-12.85875903529637,19.924931093921685,4.3914101294788,0.823,12
12.25208573806303,-9.438342196908351,-28.511033724628,-22.113114175922924,-11.682832962546492,19.550422461365564,6.233817143669533,-6.341802370900876,-5.3727520608044586,-0.8685198106117795,-1.2860696532402045,4.051229439662251,1.8507460067315336,-22.26184707945978,-7.066112962751653,1.515,13
4.469008077493591,-7.061083147683355,14.153754315990241,-21.056475681917668,18.49977404219102,0.8377645917510641,19.40761546679169,-13.30653807659315,-19.718649424400255,-1.9370468384808213,-11.58128032618136,-3.5629907231251643,9.403248046513212,-26.98181874136102,-22.81584417253214,1.129,14
-8.676633761181787,-1.3790170883779318,-20.159068827828587,6.777331946110756,7.048139149485948,-17.474320218934775,12.379972256164919,-8.177960660741054,-13.339266568842103,-23.08665634402568,13.173851585687892,-29.277703690490277,13.297223897094952,-26.20428161533749,-19.738414111966776,0.943,15
