x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,target,iteration
-18.90034144551303,13.536615308868818,-19.66404223302868,15.930545396896079,-5.5794405602585435,0.5871931451322858,8.295392824015778,-4.0791006063528386,-15.159974921188903,-20.61393856693742,-25.96293656175626,6.9220148099485,-7.934538855202344,-22.08450661436744,13.996851560063945,1.466,1
-16.29567690038877,-9.288249045947435,-15.196003363317601,1.439395443974167,-1.0081094905227488,-0.003540168750621575,-16.709044123224636,-15.76570596793181,-17.320589711310625,-13.621802615563297,-22.79178496732898,-21.719356939936617,18.19652645339709,18.011335764284688,-20.579267220203242,1.109,2
-28.784671918525653,-19.772222681002468,4.992180706327872,8.975729277776487,-28.853345378045926,-1.1168570935121984,-29.917891364197736,-4.226369404730324,1.9897588065428558,19.28122014020944,-17.045120179444712,10.124844263143508,13.524154350074156,16.137480697283493,-29.88928937337782,1.375,3
-6.525581412121134,19.073436880300527,-10.052759804857477,10.686623879345909,-2.677175101376111,8.542704357011225,-5.753446250577099,-28.544421816364114,-25.673715579889745,-24.427309381098834,-17.43774441547262,18.24576462631825,1.5883026368872706,10.833010130768095,-1.695900195362185,0.868,4
1.767810279094654,10.595119559020532,16.334130762193716,15.631338185189158,11.240536021926275,-25.289863391133867,-11.947579076809546,-28.224548411983488,-2.6820825729596542,9.80713604280021,-27.442859844932645,-20.566613210344606,-11.726111604391761,-17.785456652104582,9.754373646051597,0.773,5
-25.032508548709295,6.136068065219199,11.792797515033172,-21.730250699137734,-2.4462854479636036,-11.771312489833196,-24.854873321731326,-22.7576436813372,13.399198682442751,5.682463750316039,16.719499852233128,9.539566758770192,-2.4935541698318637,-5.31757551701126,2.2136675817181057,1.195,6
-16.314709563443607,-4.335338980208654,-27.009611088465675,3.1451856716388704,1.6757636426769977,-29.94678296012124,3.2404107772747253,7.7385205939509305,9.213609327884235,-15.0287592346413,9.061194263749215,-4.292694089445948,16.303928315360608,-7.369425355603905,6.164018168114794,1.738,7
-9.317007196650575,8.377326456840457,-18.78272233085584,4.940972008750229,-8.87730642275056,-24.30689019262077,-7.3005334117225225,-2.614064302710517,10.73092555701335,-7.617978609264544,13.782564736842332,5.7279658900257715,2.5425310938076606,-10.538508427600703,-25.182704704255823,1.629,8
-22.54675816512485,-12.27103746821085,-19.141656834477928,-4.040544386036185,-5.398379329015363,19.901433426606488,-19.110205152820313,-4.359154454149962,6.578583354654889,11.413945202889423,0.7861895014671383,-26.2920802554722,19.445937908496965,5.3570850362891065,14.190995351067272,1.102,9
-19.002776091020685,4.110879063859191,-30.0,9.470251536249624,-9.092146320660335,-26.264035900612573,8.1541114105649,13.943440022974746,8.813494466695992,-17.769342444288654,6.072593636566745,7.482814132333843,3.9063918575772707,-22.0318478646708,-5.509114468633514,1.624,10
