iteration,x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,target,hypotheses
1,-5.0,0.0,5.0,10.0,-10.0,15.0,-5.0,0.0,5.0,10.0,-10.0,15.0,-5.0,0.0,5.0,5.852,Center Exploration
2,-30.0,20.0,-30.0,20.0,-30.0,20.0,-30.0,20.0,-30.0,20.0,-30.0,20.0,-30.0,20.0,-30.0,2.06,Boundary Exploration
3,10.0,15.0,10.0,15.0,10.0,15.0,10.0,15.0,10.0,15.0,10.0,15.0,10.0,15.0,10.0,3.56,Positive Cluster
4,-20.0,-15.0,-10.0,-5.0,-20.0,-15.0,-10.0,-5.0,-20.0,-15.0,-10.0,-5.0,-20.0,-15.0,-10.0,3.142,Negative Cluster
5,-10.0,5.0,-15.0,10.0,0.0,-5.0,15.0,-10.0,5.0,-20.0,10.0,-15.0,0.0,5.0,-10.0,4.362,Mixed Strategy
6,-7.475760890736506,-4.908880552223167,-1.94097359179532,11.146445795963082,-25.335975839733152,-15.739419114852689,9.015647173178465,4.874670998505728,-20.407927643351016,2.1811260419529006,-26.628302595796946,-3.896297147983546,-1.5674248510350601,-3.792278800258366,-21.305539916162417,1.6,None
7,7.887758180714556,12.625896069551764,13.095328135274897,-14.43644551505648,-14.102531735468194,11.491102914409176,-5.0434988122444295,-18.672891115696643,1.9503407811361093,1.8201159256682082,-21.651889575627937,-28.995083339556682,7.872407878296414,13.851877882902002,-20.457089456920812,1.432,None
8,12.727729559156394,-5.077010852814226,-4.0829154551161935,-6.243974585201041,-19.97767309603266,-5.537884657597083,-21.83498883078421,-16.0287972223786,10.664263612358639,15.081321814971112,-18.98463581166911,0.32225686086178484,13.36338729055565,-20.07124922142902,14.279004884179272,1.789,None
9,19.955462528863954,-29.70290995788637,-3.458560296074303,-25.552034497084716,-9.151303393629757,18.01892913737899,9.162416874472285,8.166379086654075,-2.5336309188622863,-23.991310617713395,-14.935398978477023,9.318910190513733,-11.244149213971234,5.8892063716863845,-21.99257139171665,1.256,None
10,-4.3057035292522485,2.3303379586521586,10.470424408398628,2.026177934013184,6.896983290768354,8.475458784500773,6.923128852610041,-2.8163993787882333,14.341695919035232,9.375945645704377,-6.593160769533075,15.847968674389179,7.836175041405369,5.94701422991708,9.982917546379177,3.926,None
11,5.841475769791046,8.697656952559193,2.158875249900184,14.860524995307095,-6.153023806080526,9.939569211223194,8.943920447087912,-11.813305259075538,6.227071682071447,5.801431191085825,-8.30169755800545,19.14062122213106,-8.32906232675337,-6.05242115649774,5.6891326550590975,3.658,None
12,12.298948030099076,-12.288953503461098,-28.71235102438307,-18.5563906593433,-8.22034697928958,-3.772011196346643,7.398168936904803,-23.058779406858605,-7.748182066567651,0.6340708147569316,19.28217835973775,12.062336252294045,1.3778425492034394,10.587907799386144,-5.4410745993725484,1.271,None
13,-6.931999144967075,1.3202890665558533,6.268059928885309,11.8519160151986,-6.646201991092917,16.837488512392344,-4.24183063413507,3.6530340920189,6.525123804140464,10.26823582603683,-6.448136050312706,15.33914540245452,-3.9244304548632454,3.015573267715625,6.363751143915624,3.832,None
14,-5.0,5.0,5.0,10.0,0.0,15.0,-5.0,0.0,5.0,10.0,-10.0,15.0,-5.0,0.0,5.0,6.104,Refined Center Exploration
15,15.0,10.0,5.0,10.0,15.0,10.0,5.0,10.0,15.0,10.0,5.0,10.0,15.0,10.0,5.0,4.324,Positive Value Exploration
16,0.0,10.0,5.0,10.0,0.0,5.0,5.0,0.0,5.0,10.0,0.0,15.0,5.0,10.0,0.0,6.808,Mixed Positive and Neutral
17,-10.0,5.0,0.0,10.0,-5.0,5.0,0.0,5.0,10.0,-5.0,0.0,5.0,0.0,5.0,0.0,8.436,Boundary Avoidance
18,-5.0,0.0,5.0,5.0,0.0,10.0,-5.0,0.0,5.0,5.0,0.0,5.0,0.0,5.0,5.0,9.829,Exploration of Mid-Range Values
19,-29.55374470093651,-20.919537034109013,4.5353510905648164,-3.09431154875708,-6.656824466950411,10.410113408361049,14.49649071195438,17.155026201282503,-1.580211247743712,-11.889322422154926,17.49736302023375,-27.768077705390482,7.362192214683816,-12.994509140441195,0.6119501869654904,0.988,None
20,-5.0487970895565555,2.4717534575068885,2.656439349253608,5.672722276490276,-0.9750680829620308,6.7404551689488255,-3.889595526695171,-0.14010730587716605,4.99729675886892,2.025949435607557,-0.5602129426195283,4.383096401068056,0.07923488737434559,4.588098076286955,1.93332175961241,9.947,None
21,-6.299786074125018,-0.13767352958060716,3.625414175788627,3.838360927420682,0.7635162165897561,7.854062851328646,-8.745626531129606,-1.4015366286212336,3.926840015875986,1.7057725266477008,-0.012217716164232279,1.9433889231423065,-1.8394686982012771,4.159523419183145,3.7466143777127003,9.127,None
22,-3.3099817622674688,0.8953956408741918,3.0018752767190438,4.531508186336597,-1.1859688980718401,8.380639707068063,-1.9577017127990741,1.4357673048686646,3.1343115098757157,4.972032516287584,2.9078965899763456,1.4888047616682838,2.97113268876701,5.8101329512146345,2.0935382181035713,9.963,None
