iteration,x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,target,hypotheses
1,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,9.303,Balanced Midpoint Exploration
2,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,2.312,Positive Extremes
3,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,1.995,Negative Extremes
4,20.0,-30.0,20.0,-30.0,20.0,-30.0,20.0,-30.0,20.0,-30.0,20.0,-30.0,20.0,-30.0,20.0,2.076,Mixed Extremes
5,0.0,-10.0,5.0,-15.0,10.0,-5.0,0.0,-10.0,5.0,-15.0,10.0,-5.0,0.0,-10.0,5.0,5.624,Central Variation
6,-18.998782993442916,10.185868169012132,8.015349056423432,-10.860976597689355,-24.592412201757412,-19.654922318109,-15.50191199050804,-27.26707733605387,2.3374377841121188,-3.0987925469847184,14.481094578002995,-12.469908611172738,-25.264691997176904,-14.729610264052162,-16.287542306359754,0.851,None
7,-2.4754067440259444,-7.733767432229997,-5.182793757099529,-5.801006187620445,-0.15043754373966003,-3.0604839494085034,-2.9293497343045516,-2.8718193615794485,-4.445728640975175,-6.808429959197883,-5.222224682633138,-3.9933578314803166,-1.661740544570427,-4.49954290679311,-2.0277663300284625,8.744,None
8,-5.249425068243529,-4.378705583789419,-10.232436045202407,-0.05556302760258605,-8.618249387933949,-3.0710699370473313,-5.636019761878649,-0.23400825785701332,-9.604203233396458,-0.9149279943490795,-12.944499248775587,-3.865578033813715,-4.5565657085358575,-1.6212637248678174,-7.5440237980567515,5.674,None
9,-7.073912539532017,14.233654869437238,-10.486007880177507,-20.70028715692402,-21.243928777768524,13.857666828751356,-29.977986053751987,9.933774503788278,-2.2515343795916642,17.528554726339067,12.254779805483317,16.605048994543125,-15.631921701420593,-11.325042775441354,-15.192781561321246,1.044,None
10,-1.134127343621838,-29.345454697946593,-1.7958386748015833,-10.212049407580743,-6.934174376644592,7.03628474385733,-12.169590839258642,-3.1322476177699237,-18.581277392414613,2.649003673776619,-21.785183396091075,8.78401636770242,-2.449576039146219,-2.9652517141152543,-29.769957919600266,1.597,None
11,-5.126147125041604,-4.200296549050644,-3.1730393156631487,-6.20792264674462,-3.008277351716785,-7.158126690507874,-3.593687804696931,-7.396851073706321,-2.421578119728408,-7.845350511013398,-1.34097952828002,-7.078629868723339,-5.045208760348121,-6.352617307778807,-1.9978341785332088,7.485,None
