iteration,x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,target,hypotheses
1,-5.0,0.0,5.0,10.0,-10.0,15.0,-5.0,0.0,5.0,10.0,-10.0,15.0,-5.0,0.0,5.0,5.852,Balanced Midpoint Exploration
2,-30.0,20.0,-30.0,20.0,-30.0,20.0,-30.0,20.0,-30.0,20.0,-30.0,20.0,-30.0,20.0,-30.0,2.06,Extreme Values Exploration
3,10.0,15.0,10.0,15.0,10.0,15.0,10.0,15.0,10.0,15.0,10.0,15.0,10.0,15.0,10.0,3.56,Positive Bias Exploration
4,-20.0,-15.0,-10.0,-5.0,-20.0,-15.0,-10.0,-5.0,-20.0,-15.0,-10.0,-5.0,-20.0,-15.0,-10.0,3.142,Negative Bias Exploration
5,-25.0,5.0,-15.0,0.0,10.0,-20.0,15.0,-10.0,20.0,-30.0,5.0,-25.0,10.0,0.0,-5.0,2.783,Randomized Diverse Exploration
6,-15.982957320146458,8.445933682800444,-22.988071674770715,14.255454675320976,-19.53034603069024,-26.335603562753985,-13.801030863224561,14.154580103155546,-16.446954299920172,-29.991922815121274,-27.99319503297554,4.911457381671667,-14.940783809470977,14.307257376102193,9.057284308696282,1.034,None
7,-1.9309529589832677,0.8053627003207171,8.173442324218366,10.099314684520989,-6.74370272879722,17.97030728385307,-2.310523023061915,0.6253202217207172,7.284237572629741,13.485538856279362,-5.966553055512498,15.771246484747314,-2.302454009033826,0.4208903873226866,5.736976414631292,3.89,None
8,-23.92743909164884,-19.60722487349624,-22.13640664906391,0.5394168522052212,7.328859729953173,1.9997983973180915,-15.533924457099314,-2.1120378893298053,1.145607216135712,1.7801796760444013,-16.867120916764982,13.346156466367084,-17.884148951774634,-28.260626345639164,-19.30116044826125,1.185,None
9,-8.819082485629334,-8.32701924008746,2.1948023654507267,14.008717022063365,-12.907892930896232,7.618114781305465,5.063914445216213,-7.792262541591494,-0.7239168333426385,-4.935664143566484,-21.76414420371112,15.035072033674957,-19.541420004634944,0.8524571580621014,6.121489790106438,2.831,None
10,-20.519460683761245,10.60764028137175,11.743619095137419,7.871961137491212,-16.839465302419338,19.26969943847965,-4.836242228611667,6.523677358956881,-1.9832674310204936,1.0880095930538722,-15.460409918993186,14.615986185917336,-7.2375131432578925,-8.09511597985756,13.144746506586415,2.031,None
11,8.329107419621756,3.4058541487340506,-16.214715875097752,12.544752706812822,-20.692328673970643,-16.977206706662272,-22.443664347383816,-3.2988213823196126,16.81591996855738,-18.544062600911754,-24.18058312460671,-13.875932224821103,1.5615318887622216,-4.924091972340822,9.728936241410509,1.138,None
12,-22.184762294081757,12.621160281798943,-26.674273221438035,3.532957314561621,1.8619420698396318,-10.362085287074077,14.473975892395195,-27.461626069431745,-8.910135135811093,2.5931432442773925,13.319620592374164,-9.523245413232395,-8.715156699337658,6.625522954875628,-0.14827769364081433,1.148,None
13,-14.728972749775938,-6.080688785688231,-7.325831749020395,2.6680391371193224,-21.180986655480005,18.864107075465846,-15.908475920066103,-3.251704335324959,6.390919635625281,18.16604320052688,-22.268294914815968,11.421440819912306,-6.416935037980082,-7.06149264520878,-7.853325690977538,1.79,None
14,-4.0,1.0,6.0,9.0,-9.0,14.0,-4.0,1.0,6.0,9.0,-9.0,14.0,-4.0,1.0,6.0,6.287,Refined Midpoint Exploration
15,-10.0,10.0,0.0,5.0,-5.0,15.0,-10.0,5.0,10.0,-5.0,0.0,10.0,-15.0,5.0,0.0,5.624,Positive and Negative Mix
16,12.0,16.0,11.0,14.0,12.0,16.0,11.0,14.0,12.0,16.0,11.0,14.0,12.0,16.0,11.0,3.331,Targeted Exploration of Positive Region
17,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,9.303,Exploration of Central Values
18,-15.0,-10.0,-5.0,0.0,-10.0,5.0,-15.0,-5.0,0.0,-10.0,-5.0,0.0,-10.0,-5.0,-10.0,5.624,Exploration of Slightly Negative Values
19,-4.617753387591598,-3.5946799108425935,-3.001837399138226,-3.4305033149977193,-5.119674951612176,-2.0115567123970473,-5.396261801899523,-3.5001392522769046,-2.892343404766208,-3.741625379280925,-4.503901076990048,-2.4627963871402185,-4.90397050483041,-3.340440653998056,-3.61937928355162,9.272,None
20,-1.384289499431174,-5.574379350895841,-1.0417477437505547,-7.184366227377851,-3.7131493970836127,-4.050493679160196,-5.131878297678956,-3.526285146209637,-4.843863112359371,-3.8265427737394577,-3.475306747562223,-4.998749442515284,-2.2881988742384696,-2.9757595218493957,-4.716550808460895,8.961,None
21,-1.6908622616094842,-1.1664428332498562,-5.110507905509438,-3.5918062462406795,-4.864792096323507,-6.84589642777242,-2.8308436635487766,-1.885511227073807,-3.573071703316126,-0.48095398714362614,-3.7728584080825804,-3.633158905093654,-4.947946115581751,-7.0295137386601665,-2.4340905938777144,9.209,None
22,-4.095421433649372,-1.4561190543749443,-5.541586756624991,-5.57121405558575,-1.978452181282891,-5.768644563731125,-5.949600075632216,-6.142234094240506,-5.333789750648171,-0.9851161827854665,-7.9392599269486155,-1.604026350455004,-2.7080223157113124,-2.2758770600139586,1.0566946050195953,8.538,None
23,-0.6230174988619356,-0.5321373160179618,-6.219763610649383,-2.6185772049349167,-6.063545069178468,-0.8031678333474247,0.28331181884304435,-1.9965952863224776,-5.388977967478924,-4.466531209533861,-6.237142632065528,-7.041887330663752,-4.451339439305567,-3.538481076914018,-7.112300561758501,8.178,None
24,-5.362468693182101,-5.6996016447318345,-0.3111150681356239,-3.7265504080592735,-7.193084124240438,-9.012229598598587,-3.203107960286851,-5.256054565191201,0.5534774933329778,-2.3449144586303694,-0.5267736229206369,-3.5343463002494495,-6.563342626569313,-4.991808348241354,-2.0752302497122646,7.831,None
25,-2.6839967416055566,-3.200977435133724,-5.695388873908098,-4.618051308762226,-2.1057743127385886,-3.3470220064448712,-8.684283441560554,0.04496679976648018,-6.777946552592503,-3.9099092766026367,-2.398397939786844,-2.028343230731072,-4.351710189453705,-9.196052035636864,-3.8728384806082836,7.905,None
26,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,7.969,Central Negative Exploration
27,-10.0,-5.0,-5.0,-5.0,-10.0,-5.0,-10.0,-5.0,-5.0,-10.0,-5.0,-5.0,-10.0,-5.0,-5.0,6.808,Balanced Negative Configuration
28,-8.0,-6.0,-4.0,-2.0,-6.0,-3.0,-8.0,-4.0,-2.0,-6.0,-4.0,-2.0,-6.0,-4.0,-6.0,9.131,Exploration of Slightly Negative Values
29,-5.0,0.0,-5.0,0.0,-5.0,0.0,-5.0,0.0,-5.0,0.0,-5.0,0.0,-5.0,0.0,-5.0,11.581,Exploration of Mixed Negative and Zero Values
30,-5.0,-4.0,-6.0,-5.0,-5.0,-4.0,-6.0,-5.0,-5.0,-4.0,-5.0,-6.0,-5.0,-4.0,-5.0,9.333,Exploration of Central Values with Variability
31,-7.188468000843716,-0.8302924033359268,-6.026855646914324,2.0523006034343285,-3.7782424652874003,-3.721530997998478,-4.350889153880078,1.195520682485532,-6.744578525110588,1.5642951777967768,-3.2251181505720687,0.5132906246776922,-3.607401159627955,3.221881093023841,-7.385068320702246,8.643,None
32,-3.767792847066601,2.8965335411327553,-5.808258194336407,0.7177972964215869,-6.125629335647221,3.1034635608992938,-6.145722242766968,0.9016598736685468,-4.494619892721436,2.1415020631880277,-6.698775681721674,1.4567797035345864,-6.356678138740119,-0.06980797426776437,-4.100041939926628,9.024,None
33,-7.498031787129312,-1.1748714721814981,-4.703184699071544,-1.0353065086237223,-4.05971654289121,0.5508069984855662,-3.093518600725599,0.07795109155674822,-6.742572243179691,-0.9750843650690949,-4.907815036928127,-0.714214492716964,-4.733109015331577,-1.3469031921627719,-4.768568398963475,9.651,None
34,-2.549597186293462,-0.5465948719821949,-5.3134826185346595,0.46989413641427163,-5.380954539379638,-2.1282698307427688,-6.400771524157606,-0.9607491924418211,-3.9112214044045777,-1.3808350034145758,-4.732622116341884,-0.19158813613571665,-4.717167086095277,0.5792908974645553,-5.972833033322936,9.54,None
35,-5.892020357966096,0.0638851962609469,-4.108969900975434,-0.8823897256167753,-5.261816742045901,-0.36596152930094134,-5.073334973809333,0.1547414071954304,-3.182287276395935,2.552602592478821,-4.009361818151234,-1.3218245629467495,-4.717378562641322,0.20218866527474433,-4.110590310720063,10.617,None
36,-4.913127465021695,0.32158797322033317,-4.403611162217393,0.4209837705860061,-5.195478595366913,0.029903783679586658,-4.322916494680161,-1.515083412260786,-5.869601251449769,0.43196378351869896,-3.2086189245990915,1.427877019014657,-6.418440399882405,0.646469284392971,-3.378686027726055,9.752,None
37,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,6.877,Central Negative Exploration
38,-12.0,-6.0,-6.0,-6.0,-12.0,-6.0,-12.0,-6.0,-6.0,-12.0,-6.0,-6.0,-12.0,-6.0,-6.0,5.61,Balanced Negative Configuration
39,-9.0,-5.0,-3.0,-1.0,-5.0,-2.0,-9.0,-3.0,-1.0,-5.0,-3.0,-1.0,-5.0,-3.0,-5.0,9.773,Exploration of Slightly Negative Values
40,-6.0,1.0,-6.0,1.0,-6.0,1.0,-6.0,1.0,-6.0,1.0,-6.0,1.0,-6.0,1.0,-6.0,10.184,Exploration of Mixed Negative and Zero Values
41,-5.0,-3.0,-7.0,-5.0,-5.0,-3.0,-7.0,-5.0,-5.0,-3.0,-5.0,-7.0,-5.0,-3.0,-5.0,9.225,Exploration of Central Values with Variability
42,-5.639931634769248,0.4196218569252188,-4.889600492868846,0.5367577336679186,-3.3966628425257035,0.5135059695600515,-5.503128711365046,1.1505870664260711,-3.1844727256569945,-0.6868554880731764,-5.994857040275983,-0.1537267777483936,-2.9243080227421414,-0.5370352593122873,-4.741154638358827,10.127,None
43,-0.4525841363235159,10.574338234123623,5.004326166844628,-20.000591246351476,-0.6128451517838371,-3.9807855011767757,-3.88152508196859,2.412857522499003,-4.124401958391399,-6.934111731647413,-8.069765432835602,2.0468294013217587,-4.96366283551701,3.3085187247261416,-3.3436039933513086,5.355,None
44,0.3191087140982205,-7.129992930239666,0.3504984054301481,3.821041099259176,-0.3923953396814781,-17.843034181091966,10.099887805990562,0.25050325581979394,-0.15918490424402165,18.273469016493678,2.786087888364335,-23.076238661368233,-2.6314441359672536,-10.13274851027743,-2.0259357160111477,3.216,None
45,-1.462517572089201,-6.820693877388223,-4.032334880440416,-8.103889235678114,-15.656467531769598,-12.871893783675425,-10.317377083293483,5.32411389309754,-10.620786850222366,7.408345623746797,-3.067930864341019,-3.602185372999095,4.884386774680948,3.0311048523066617,-13.982329952538159,3.975,None
46,-6.764494652267061,-15.597839799123577,-1.219605881286295,-12.826944729244005,7.970110990376234,-3.5678480333066425,-18.767688466693905,-14.748431537992314,2.1742634773777567,-8.535248761257968,-0.5223954404308024,-14.950903586432647,7.2524636845217785,2.087634995009658,0.8732803630663675,3.082,None
47,-2.887362774025245,-5.904700897456738,-10.746824499633103,-2.529736565776382,1.4401570773360568,-9.965929308961996,7.47031006218382,-19.393771171634796,2.274497220486296,-9.836521486752389,-2.3908886660179043,9.969597672951643,-2.09191369287381,-14.14400162096346,1.6427551877905273,3.818,None
