iteration,x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,target
1,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,1.995
2,-5,0,5,10,-10,15,-5,5,-10,10,5,0,-5,10,0,6.287
3,20,15,10,5,0,-5,-10,-15,-20,20,20,-20,-10,20,0,3.023
4,15,10,15,10,5,10,15,0,-5,5,10,15,10,15,5,4.287
5,20,-30,20,-30,20,-30,20,-30,20,-30,20,-30,20,-30,20,2.076
6,-2,3,6,9,-8,14,-3,7,-7,8,7,2,-4,9,1,6.988
7,10,5,20,15,5,-5,10,0,0,10,5,15,10,15,10,4.362
8,15,10,20,5,0,10,-10,5,-5,20,10,0,5,10,5,4.4
9,-15,20,-10,15,-20,20,-5,10,20,-10,10,-15,20,-10,0,3.023
10,-1,2,7,8,-6,12,-1,6,-6,7,6,1,-3,8,2,8.01
11,8,4,15,12,4,0,10,2,1,8,6,12,9,14,7,5.443
12,15,9,18,7,1,8,-8,5,-2,19,11,3,4,9,6,4.724
13,0,17,0,12,-5,15,5,8,18,-5,8,1,7,15,4,4.696
14,-1,6,8,7,-5,11,0,7,-3,8,5,1,-2,9,3,7.983
15,9,5,16,13,6,0,9,3,0,9,7,14,10,12,8,5.073
16,18,10,20,6,1,9,-6,4,-1,19,12,4,4,10,7,4.353
17,1,18,1,11,-4,14,4,9,17,0,9,2,6,14,5,4.868
18,0,5,10,9,3,8,1,4,9,7,6,0,4,10,2,7.7
19,7,6,15,12,5,1,10,2,3,11,8,14,9,11,7,5.227
20,2,16,2,11,-4,13,5,10,16,-2,10,2,5,15,5,4.979
21,5,12,10,8,2,5,8,3,7,14,6,3,7,13,6,5.92
22,3,6,10,9,2,7,0,5,8,7,5,2,4,11,3,7.639
23,6,5,14,13,4,1,10,2,4,10,7,13,8,12,6,5.484
24,15,8,20,9,1,8,-5,5,0,19,10,4,3,11,6,4.602
25,1,15,3,12,-3,13,5,9,15,1,8,2,6,14,5,5.254
26,4,7,12,10,2,9,1,6,10,8,6,1,5,10,4,6.704
27,5,4,14,11,3,2,9,2,5,8,7,13,8,12,5,5.865
28,16,7,19,8,2,10,-4,6,1,17,9,5,6,10,5,4.758
29,2,12,5,10,-2,11,6,8,13,0,7,3,6,15,4,5.846
30,4,7,11,9,4,8,2,5,10,8,6,3,5,10,3,6.954
31,6,6,15,13,5,1,10,2,5,10,7,13,8,12,6,5.331
32,15,9,20,10,3,9,0,5,2,18,10,5,6,11,6,4.535
33,3,15,5,12,0,11,5,8,14,1,9,2,6,15,5,5.336
34,5,9,13,10,2,8,1,5,10,7,6,3,5,10,4,6.571
35,7,6,16,12,4,1,10,2,5,9,8,14,9,12,6,5.208
36,14,9,20,10,3,8,0,6,1,19,10,5,6,11,6,4.537
37,5,15,5,12,1,11,6,8,14,2,9,2,6,15,5,5.259
38,6,7,14,11,3,8,0,6,10,8,6,3,5,12,5,6.143
39,5,8,13,10,4,9,1,5,9,10,7,2,8,11,4,6.136
40,7,5,15,12,5,1,10,2,4,11,8,14,8,13,6,5.193
41,6,10,17,12,2,7,2,5,9,7,12,3,6,10,5,5.567
42,5,7,15,11,3,8,2,5,9,8,6,3,5,12,4,6.205
43,6,8,15,11,4,1,10,3,4,10,7,14,9,11,6,5.362
44,7,9,17,12,5,2,11,2,6,10,8,15,8,13,7,4.795
45,5,10,14,12,3,2,8,3,9,7,10,4,7,11,5,5.878
46,5,7,14,11,4,8,2,5,9,8,6,3,5,12,4,6.287
47,8,9,15,11,5,2,9,2,5,11,7,14,9,13,6,5.093
48,14,10,20,12,3,8,1,5,11,10,10,6,7,10,6,4.687
49,4,8,19,11,2,9,3,6,10,9,11,5,6,11,5,5.286
50,4,8,16,12,3,9,1,6,10,7,6,2,4,11,5,5.99
51,9,8,15,12,6,3,10,3,5,10,7,13,8,12,6,5.156
52,11,9,19,10,2,9,-1,5,4,18,10,6,7,10,5,4.795
53,6,11,15,11,1,3,10,4,8,7,10,5,6,11,6,5.668
54,4,8,16,12,3,9,1,6,10,7,6,4,5,11,5,5.92
55,10,9,16,12,5,4,10,4,6,11,8,14,9,13,7,4.737
56,15,10,18,12,3,9,0,5,5,17,10,7,8,12,6,4.456
57,6,12,15,11,2,3,9,5,8,8,11,6,7,13,5,5.357
58,5,8,15,11,4,9,1,6,10,7,6,4,5,11,5,6.048
59,9,9,15,12,5,3,10,3,5,10,7,13,8,12,6,5.142
60,12,8,18,12,4,9,1,5,5,15,10,7,8,11,5,4.826
61,6,11,15,12,2,3,10,5,8,9,11,6,7,13,5,5.266
62,5,9,16,11,4,8,2,4,10,7,5,3,6,11,5,6.024
63,9,10,15,12,5,3,10,3,6,11,7,13,8,12,6,5.026
64,14,10,18,12,3,9,0,5,5,17,10,7,8,12,6,4.503
65,6,10,15,12,2,3,10,5,8,9,11,6,7,13,5,5.319
66,5,9,15,11,4,9,1,6,10,7,6,4,5,11,5,5.99
67,10,9,16,13,5,4,9,2,6,10,8,13,9,12,6,4.92
68,13,11,17,12,4,8,2,5,6,16,11,8,7,12,6,4.585
69,5,11,15,10,2,4,11,5,7,9,10,6,8,13,5,5.388
70,6,8,14,12,5,1,9,4,11,10,7,12,7,11,5,5.359
71,5,8,16,10,4,9,1,5,10,7,5,4,6,11,5,6.052
72,10,9,15,12,5,4,10,3,6,11,7,13,9,12,6,4.974
73,12,8,18,12,4,9,0,5,5,15,10,7,8,12,6,4.762
74,6,10,15,12,3,3,10,5,9,9,11,6,7,13,5,5.264
75,8,10,17,13,3,7,2,5,10,8,11,5,6,10,4,5.362
76,4,8,15,11,3,8,2,6,10,7,6,5,5,11,5,6.122
77,10,8,16,12,5,3,10,3,7,11,8,14,9,12,6,4.846
78,14,10,18,13,4,9,0,5,5,15,10,8,8,12,6,4.532
79,6,10,15,12,3,4,11,5,8,10,12,7,8,11,5,5.184
80,7,9,14,11,5,2,9,4,10,8,7,11,7,10,5,5.607
81,5,8,16,10,4,9,1,5,10,7,6,4,5,11,5,6.052
82,11,9,15,12,5,3,10,4,6,9,8,13,10,12,6,4.943
83,12,10,18,12,4,9,0,5,5,15,10,7,8,12,6,4.694
84,6,11,15,12,3,3,10,5,8,10,12,7,8,13,5,5.089
