iteration,x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,target
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.945
2,15.0,10.0,5.0,10.0,15.0,5.0,10.0,0.0,5.0,10.0,15.0,5.0,10.0,0.0,15.0,4.652
3,-30.0,20.0,-15.0,10.0,-5.0,20.0,-30.0,10.0,-20.0,0.0,15.0,-10.0,5.0,-25.0,20.0,2.499
4,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,9.303
5,-20.0,-15.0,-10.0,-5.0,-20.0,-15.0,-10.0,-5.0,-20.0,-15.0,-10.0,-5.0,-20.0,-15.0,-10.0,3.142
6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,18.32
7,2.0,-1.0,1.0,2.0,-1.0,2.0,1.0,0.0,-1.0,0.0,1.0,2.0,1.0,0.0,1.0,17.475
8,-5.0,5.0,0.0,5.0,-5.0,1.0,3.0,-2.0,4.0,0.0,-3.0,2.0,5.0,-2.0,-1.0,12.086
9,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,14.411
10,3.0,2.0,0.0,3.0,-2.0,3.0,0.0,1.0,-1.0,1.0,2.0,3.0,0.0,1.0,2.0,15.535
11,-1.0,0.0,2.0,1.0,-1.0,0.0,1.0,2.0,0.0,-1.0,2.0,1.0,3.0,-1.0,0.0,17.163
12,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,18.11
13,2.0,2.0,0.0,2.0,0.0,2.0,1.0,1.0,-2.0,1.0,1.0,1.0,0.0,1.0,2.0,17.018
14,-0.5,1.0,2.0,1.0,-0.5,1.0,0.0,1.0,0.0,-1.0,2.0,3.0,2.0,0.0,0.0,16.641
15,0.5,0.5,1.0,1.0,0.0,0.5,0.5,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.5,17.866
16,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,17.018
17,0.5,1.0,0.0,0.0,-1.0,1.0,2.0,1.0,-1.0,0.0,1.0,0.0,1.0,1.0,0.0,18.299
18,0.75,0.75,1.0,1.0,-0.5,0.75,0.5,1.0,1.0,0.0,1.0,0.0,1.0,0.5,0.75,17.752
19,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0,0.5,1.0,1.0,18.228
20,0.25,0.5,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,2.0,1.0,0.5,17.679
21,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,18.797
22,1.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,18.425
23,0.5,0.5,1.0,1.0,-0.5,1.0,1.0,0.5,1.0,0.5,1.0,1.0,2.0,1.0,0.5,16.992
24,0.25,0.75,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,18.792
