iteration,x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,target
1,-5,0,10,5,-10,15,-2,7,3,-1,12,-15,10,-20,5,4.779
2,15,20,18,20,19,17,15,20,16,19,18,20,19,20,15,2.474
3,-30,-20,-25,-30,-15,-10,-20,-25,-30,-18,-30,-10,-20,-30,-28,2.117
4,-10,10,-5,15,-15,20,-20,5,0,10,-10,5,15,10,-5,3.848
5,-30,20,0,-30,10,-10,20,-10,5,0,15,-20,0,10,-15,2.749
6,-4,2,12,4,-8,14,-1,6,4,1,11,-12,8,-18,6,5.331
7,-10,10,-5,15,-15,15,-20,5,0,10,-10,5,20,10,-5,3.848
8,-3,3,10,4,-7,12,0,6,3,2,10,-11,7,-15,7,6.122
9,-10,8,-2,14,-12,16,-15,4,2,11,-8,4,18,12,-4,4.333
10,10,15,20,15,10,18,-5,8,5,12,8,5,19,17,10,3.481
11,-1,5,11,5,-5,15,1,6,4,1,9,-10,6,-10,5,6.512
12,-5,7,5,10,-4,16,-10,5,2,9,-6,3,14,8,-3,5.868
13,5,15,10,12,5,17,-7,8,4,11,9,6,16,9,6,4.568
14,-2,4,11,5,-4,16,2,7,4,1,10,-9,8,-9,5,6.348
15,-4,6,4,8,-3,17,-8,5,3,8,-5,4,15,9,-2,6.041
16,0,10,8,9,2,16,-5,6,5,10,7,2,18,3,4,5.573
17,-2,5,12,5,-5,16,1,6,4,2,9,-11,8,-8,6,6.187
18,1,10,9,8,3,16,-4,7,6,11,8,3,17,4,5,5.454
19,3,12,15,12,5,17,-3,9,7,10,6,5,19,8,6,4.485
20,-1,6,11,6,-4,16,1,7,4,2,9,-10,8,-8,6,6.264
21,2,11,10,8,4,17,-4,6,5,10,8,4,18,5,7,5.17
22,4,12,14,10,4,18,-3,8,7,9,7,6,19,8,8,4.525
23,2,10,12,9,3,17,-2,7,5,9,8,4,18,6,7,5.109
24,-1,6,10,5,-3,15,0,6,4,2,9,-8,8,-6,5,6.939
25,4,12,14,11,5,19,-3,8,7,10,7,6,20,9,9,4.277
26,3,10,12,9,3,17,-3,7,6,9,8,4,18,6,7,5.062
27,-1,7,11,5,-2,16,1,5,5,2,9,-8,8,-5,6,6.669
28,4,12,15,10,5,18,-2,8,7,10,7,6,20,9,9,4.327
29,2,10,12,9,4,16,-2,7,5,10,8,4,18,6,7,5.126
30,4,12,14,11,5,19,-2,8,7,10,7,6,20,9,9,4.284
31,-1,6,11,5,-3,15,2,6,5,2,9,-9,8,-6,6,6.656
32,3,10,12,9,4,17,-2,7,6,10,8,4,18,6,7,5.016
33,0,7,12,6,-2,17,1,7,4,3,10,-8,9,-5,7,6.136
34,4,11,12,10,3,17,-1,8,5,10,8,6,19,7,8,4.758
35,5,12,14,10,5,19,-3,8,6,10,7,5,20,8,9,4.356
36,-1,7,11,5,-2,16,2,6,5,3,9,-9,8,-5,6,6.516
37,4,11,12,10,4,17,-1,8,5,10,8,6,19,6,8,4.77
38,3,12,14,11,5,19,-2,8,7,10,7,5,20,9,9,4.311
39,-1,8,11,6,-2,16,2,6,5,3,9,-9,8,-5,6,6.411
40,3,11,12,10,4,17,-1,7,6,10,8,4,18,6,7,4.936
41,5,13,15,12,6,18,-1,9,8,11,6,7,19,10,10,4.134
42,2,9,11,7,3,16,1,6,5,3,9,-6,8,-4,6,6.488
43,3,11,12,10,4,17,-1,8,6,11,8,4,19,6,8,4.76
44,5,12,15,11,5,19,-1,8,7,10,8,5,20,9,9,4.229
45,2,10,12,9,3,17,1,6,5,4,9,-5,18,7,6,5.239
46,4,11,12,10,3,17,0,8,6,10,7,5,20,6,9,4.707
47,6,13,14,11,6,20,-2,9,8,11,9,5,19,10,10,4.058
48,1,10,12,8,2,15,2,6,5,4,9,-7,17,6,5,5.556
49,4,11,12,10,4,18,0,8,6,10,7,5,20,6,9,4.631
50,5,12,15,12,6,20,-1,9,7,10,8,5,20,10,10,4.059
51,3,10,12,11,4,16,1,7,5,10,7,5,19,6,8,4.932
52,-5,0,5,10,-10,15,-5,0,10,-15,5,-10,-2,20,10,4.737
53,15,10,15,20,10,15,20,15,20,5,8,20,18,12,5,2.984
54,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,1.995
55,-5,7,-4,3,-1,8,-12,2,15,4,8,-6,-15,2,0,6.261
56,-20,15,-10,20,5,-5,15,-12,0,10,-8,17,-3,8,20,3.482
57,4,11,12,10,4,18,0,8,6,10,8,5,20,6,9,4.604
58,5,12,15,12,6,19,-1,9,7,10,8,5,20,9,9,4.159
59,3,10,12,11,4,17,1,7,5,10,7,5,19,6,8,4.864
60,3,11,14,9,5,17,1,8,5,9,8,4,20,6,8,4.703
61,6,12,16,10,7,19,-1,9,8,11,7,6,19,9,9,4.153
62,2,10,13,10,4,17,0,8,6,10,7,5,18,6,9,4.856
63,1,9,11,8,3,16,1,6,4,7,8,4,15,6,8,5.731
64,3,11,14,9,5,17,0,6,6,12,8,5,19,7,8,4.652
65,5,12,15,11,6,20,1,9,8,11,8,6,19,9,9,4.127
66,1,10,12,9,3,16,1,6,5,7,8,4,18,6,8,5.274
67,4,11,12,10,4,18,0,8,6,10,8,5,20,7,9,4.581
68,5,12,15,11,6,20,-1,9,8,11,8,5,19,9,9,4.142
69,2,10,12,9,3,16,1,6,5,5,9,4,18,6,8,5.284
70,4,11,12,10,5,18,1,8,6,10,8,5,19,7,9,4.632
71,6,12,15,11,7,20,0,8,9,10,7,5,20,9,10,4.083
72,2,10,11,8,3,17,0,6,5,5,9,4,18,6,9,5.261
73,4,11,12,10,5,19,0,7,6,10,8,5,20,6,9,4.55
74,5,12,15,11,6,20,0,8,9,10,7,6,20,9,10,4.1
75,2,10,12,9,3,17,1,6,5,5,9,4,18,6,9,5.163
76,3,11,12,9,5,17,0,7,6,9,8,5,19,6,9,4.838
77,4,11,12,10,5,19,0,8,6,10,8,5,20,7,9,4.503
78,5,12,15,11,6,20,0,9,8,11,8,5,20,9,10,4.068
79,-2,9,11,7,4,15,1,5,6,3,9,4,18,5,8,5.619
80,5,11,14,10,4,19,0,8,6,10,7,5,19,6,9,4.528
81,3,11,12,10,5,19,1,8,7,10,9,5,20,8,9,4.44
82,5,12,15,11,6,20,1,9,8,11,7,6,20,10,10,4.048
83,4,13,15,11,6,19,2,8,7,9,8,5,20,9,10,4.187
84,4,11,12,10,5,19,1,8,7,10,9,5,20,7,9,4.453
85,5,12,15,11,6,20,1,9,8,10,7,5,20,9,11,4.086
86,2,10,12,9,3,17,1,6,5,4,9,4,18,6,8,5.225
87,4,11,14,10,5,19,0,8,6,10,9,5,20,5,10,4.4
88,4,11,12,10,5,19,0,8,7,10,9,5,20,7,9,4.454
89,5,12,15,11,6,20,1,9,8,11,7,6,20,9,10,4.072
90,3,12,13,10,5,18,0,8,6,10,9,5,19,8,10,4.477
91,2,10,12,9,3,17,1,6,5,4,9,4,18,6,9,5.184
92,4,11,12,10,5,19,0,8,7,10,9,5,20,6,8,4.503
93,5,12,15,11,6,20,1,9,8,11,7,6,20,8,9,4.118
94,3,12,13,10,5,18,0,8,6,10,9,5,19,8,11,4.443
95,2,10,12,7,4,16,1,5,4,5,9,6,17,6,8,5.438
96,4,11,12,10,5,19,0,8,6,10,9,5,20,6,9,4.497
97,5,12,15,11,6,20,1,9,8,11,7,6,20,8,10,4.093
98,2,10,12,9,3,17,1,6,5,4,9,4,18,5,10,5.165
99,3,12,13,10,5,18,0,8,7,10,9,5,19,8,10,4.456
100,4,11,12,10,5,19,0,8,7,10,9,5,20,6,9,4.475
101,6,12,15,10,5,19,1,9,8,12,7,6,20,10,9,4.119
102,3,11,13,9,6,18,0,8,6,10,9,5,19,7,10,4.554
103,5,11,13,12,5,19,0,8,7,10,8,6,20,7,9,4.342
104,6,12,15,11,6,20,1,9,8,11,7,6,20,9,10,4.058
105,3,12,14,10,5,18,0,8,6,10,9,5,19,8,10,4.434
